cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,collapse-0,excessiveRID-0,irreparable-0
98,4423.68,0.0,0.0,0.0,2949.12,1290.24,184.32,0.0,5875.200000000002,3225.600000000001,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5474.896241498777,544.604030465444,0.0,0.0,2905.0086117550436,2065.763631039282,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1894.2237450915768,0.0,0.0,275.7157378835868,0.0,2620.476994241412,0.0,0.0,641.6197360109709,0.0,0.0,1.0,0.0,2013.0507494773997,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,16341.31454757791,0.0,0.0,275.576487597968,0.0,1.0,0.0,2.0,1.0,2.0,1.0
99,4423.68,0.0,0.0,0.0,2396.16,1327.104,700.416,0.0,4377.600000000001,3571.2000000000007,1267.2000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4758.838565624348,990.370039514991,0.0,0.0,2437.366839637443,2367.074963660471,170.4977325304171,74.25331467723315,10.0,2.0,0.0,0.0,1.0,0.0,2505.9971514314557,0.0,0.0,289.2516022546355,0.0,2622.277563545803,0.0,0.0,492.0019419600027,0.0,0.0,1.0,0.0,2242.2917645832554,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21517.26924661959,241.26010629114273,0.0,200.40750770597157,0.0,1.0,0.0,2.0,1.0,2.0,1.0
100,4386.816000000001,36.864000000000004,0.0,0.0,2322.4320000000002,1216.512,884.7360000000001,0.0,5184.000000000002,2073.6000000000004,1958.4000000000005,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4920.726512971158,740.4052969654865,0.0,0.0,2694.6410625065355,2369.057479621088,478.50690524348136,73.17336323419407,8.0,4.0,0.0,0.0,1.0,0.0,1704.0266136215596,0.0,0.0,290.341378270374,0.0,4490.364228167269,0.0,0.0,533.9256545374164,0.0,0.0,0.0,1.0,1904.5600355205343,0.0,0.0,138.24,9.216,12.0,4.0,2.0,0.0,0.0,1.0,24571.11406113011,698.5830305941836,0.0,248.94697049223666,0.0,1.0,0.0,2.0,1.0,2.0,1.0
101,4423.68,0.0,0.0,0.0,3354.6240000000003,847.8720000000001,221.18400000000003,0.0,6796.800000000002,1843.2000000000005,576.0000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4525.351608990644,351.2745210198491,0.0,0.0,4277.517117315695,1435.6064588791687,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2315.1973902341147,0.0,0.0,248.51041924096523,0.0,4052.007265579483,0.0,0.0,565.6930232658307,0.0,0.0,1.0,0.0,2012.7999045227496,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,22043.917391151193,0.0,0.0,312.1420994184617,0.0,1.0,0.0,2.0,1.0,2.0,1.0
102,4423.68,0.0,0.0,0.0,3870.7200000000003,552.96,0.0,0.0,7718.400000000002,1497.6000000000004,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6684.092531804601,81.65314999584295,0.0,0.0,3899.255967408314,1361.1616062554267,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2493.698413760091,0.0,0.0,335.29874802641734,0.0,6569.875385607995,0.0,0.0,551.9623417443438,0.0,0.0,1.0,0.0,1985.4093967724557,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,20971.53454648187,0.0,0.0,204.05730917139394,0.0,1.0,0.0,2.0,1.0,2.0,1.0
103,4423.68,0.0,0.0,0.0,2396.16,1474.56,552.96,0.0,4953.600000000001,2880.000000000001,1382.4,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5157.736461384387,974.0442032340044,0.0,0.0,2921.0557811979515,2659.946103983322,238.18352133052736,86.67232545437643,8.0,4.0,0.0,0.0,1.0,0.0,3068.772921525252,0.0,0.0,248.452651008309,0.0,3374.9394401831605,0.0,0.0,455.16867483377615,0.0,0.0,1.0,0.0,1604.3400095346794,0.0,0.0,145.6128,1.8432,12.0,4.0,2.0,0.0,0.0,1.0,17687.14851857228,273.00448291018955,0.0,168.33271076674257,0.0,1.0,0.0,2.0,1.0,2.0,1.0
104,4423.68,0.0,0.0,0.0,2617.344,1585.152,221.18400000000003,0.0,4953.600000000001,3686.400000000001,576.0000000000001,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6451.0,0.0,0.0,6608.677494616795,586.2753738707302,0.0,0.0,2718.523500634348,2820.728015039126,86.05352772331887,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2565.289972803934,0.0,0.0,188.9355261779983,0.0,3512.240275022345,0.0,0.0,695.1119286723316,0.0,0.0,1.0,0.0,2273.989979785874,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17424.094659097234,0.0,0.0,376.30035814955426,0.0,1.0,0.0,2.0,1.0,2.0,1.0
105,4423.68,0.0,0.0,0.0,2801.664,995.328,626.688,0.0,5644.800000000001,2534.4000000000005,1036.8000000000002,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5630.041822210613,496.5727823251504,0.0,0.0,3991.1580768334597,1917.0336439035693,66.1596698060431,0.0,8.0,4.0,0.0,0.0,1.0,0.0,2133.6157901520965,64.7966874609767,0.0,130.0934392358638,80.82687783384716,5068.1239510816395,25.348413267475944,0.0,335.7327801175028,144.83897336561026,0.0,1.0,0.0,1332.4306711398524,471.1251754409551,0.0,117.9648,29.4912,8.0,8.0,2.0,0.0,0.0,1.0,15281.553120298526,3157.3379308967105,0.0,273.4049633988579,0.0,1.0,0.0,2.0,1.0,2.0,1.0
106,4423.68,0.0,0.0,0.0,3686.4,737.28,0.0,0.0,6912.000000000002,1958.4000000000005,345.6000000000001,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6451.0,0.0,0.0,5933.2811278782465,82.08413961443814,0.0,0.0,4490.178358756197,1838.0347537339285,118.65283373871095,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1617.442459356625,0.0,0.0,343.56492673863403,0.0,4525.319929954041,0.0,0.0,611.6343196974765,0.0,0.0,1.0,0.0,2125.879668196383,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,19431.13652975187,171.00711130370408,0.0,186.41939473844022,0.0,1.0,0.0,2.0,1.0,2.0,1.0
107,4423.68,0.0,0.0,0.0,2174.976,1548.288,700.4159999999999,0.0,4262.4000000000015,3340.800000000001,1612.8000000000004,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4280.244433673966,1100.797202981328,0.0,0.0,3112.414894816061,2301.8228679657914,385.90471675027214,63.105588506175245,8.0,4.0,0.0,0.0,1.0,0.0,1595.0019421090412,23.778247502666776,0.0,277.92894646201376,0.0,5593.587698306918,0.0,0.0,648.4776077281247,0.0,0.0,0.0,1.0,1786.5365982917272,69.10469636710953,0.0,143.7696,3.6864,16.0,0.0,2.0,0.0,0.0,1.0,19646.058240744584,435.9339589691529,0.0,273.541370166899,0.0,1.0,0.0,2.0,1.0,2.0,1.0
108,4349.952,73.72800000000001,0.0,0.0,1695.7440000000001,1216.5120000000002,1511.424,0.0,3571.200000000001,2764.8000000000006,2880.000000000001,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6451.0,0.0,0.0,2812.58645996822,1086.036824163738,446.39119289665433,0.0,2088.459799004449,1637.1431291399351,820.933042909784,253.18471478780566,8.0,4.0,0.0,0.0,0.0,1.0,1826.0633823661897,0.0,0.0,240.35782038914135,0.0,3412.913473169035,0.0,0.0,486.8208709200644,0.0,0.0,1.0,0.0,1669.938210501153,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,24094.983499692335,0.0,0.0,186.7801986466813,0.0,1.0,0.0,2.0,1.0,2.0,1.0
109,4423.68,0.0,0.0,0.0,3686.4,700.416,36.864000000000004,0.0,6912.000000000002,2304.0000000000005,0.0,0.0,9216.000000000002,0.0,0.0,0.0,5805.9,645.1,0.0,5325.167267747557,230.69831240697226,0.0,0.0,3268.2543862380453,1449.96080776657,50.60024179272538,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1966.7700106922427,0.0,0.0,230.54489982977597,0.0,2856.235739375401,0.0,0.0,432.128907473502,0.0,246.1312283666071,0.0,1.0,1858.0356522214474,391.2057172903293,0.0,141.9264,5.5296,12.0,4.0,2.0,0.0,0.0,1.0,19594.151238918097,588.5763807770713,258.77586639250416,252.215835009523,0.0,1.0,0.0,2.0,1.0,2.0,1.0
110,4386.816000000001,36.864000000000004,0.0,0.0,2174.976,1105.92,1142.784,0.0,4377.600000000001,2419.2000000000007,2419.2000000000007,0.0,8870.400000000001,345.6,0.0,0.0,6128.450000000001,322.55,0.0,3999.9606037494214,888.9452463989727,213.541573666023,0.0,1868.3079694534943,1499.3325616426469,698.9181923123442,57.166570010772766,10.0,2.0,0.0,0.0,1.0,0.0,1727.9301499765988,0.0,0.0,277.4563584325,0.0,3802.9175797161233,0.0,0.0,375.3549941358846,116.31447105288072,0.0,1.0,0.0,1436.4663569170596,0.0,0.0,143.7696,3.6864,16.0,0.0,2.0,0.0,0.0,1.0,22232.546422715637,0.0,0.0,242.62877269059055,0.0,1.0,0.0,2.0,1.0,2.0,1.0
111,4423.68,0.0,0.0,0.0,3796.992,589.8240000000001,36.864000000000004,0.0,7718.4000000000015,1382.4000000000003,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5652.740923051217,136.0742918186754,0.0,0.0,4646.622523958047,2129.2491270944183,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1410.874771184463,0.0,0.0,334.13837238488463,0.0,3988.5422750336043,0.0,0.0,713.7286859692791,0.0,0.0,1.0,0.0,2267.895280643157,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,16093.355544256014,0.0,0.0,256.05706859939244,0.0,1.0,0.0,2.0,1.0,2.0,1.0
112,4423.68,0.0,0.0,0.0,3096.576,995.3280000000001,331.776,0.0,6105.600000000001,2649.600000000001,460.8000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5734.3477450622195,385.97723355664897,0.0,0.0,5299.346179664586,1727.7560149871215,0.0,62.426108018295224,10.0,2.0,0.0,0.0,1.0,0.0,2304.8190598139727,0.0,0.0,254.32559718882254,0.0,4301.975966541861,0.0,0.0,666.529776388355,0.0,0.0,1.0,0.0,1609.6248350464625,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,28592.88368127848,0.0,0.0,185.37430457056095,0.0,1.0,0.0,2.0,1.0,2.0,1.0
113,4423.68,0.0,0.0,0.0,3022.848,1400.832,0.0,0.0,6451.200000000001,2534.4000000000005,230.40000000000006,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6574.279364940788,270.02831448513155,0.0,0.0,3757.274550134141,1409.6028126414274,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2349.3106464109997,0.0,0.0,409.6414898307395,0.0,3708.969998367665,0.0,0.0,828.3955417290781,0.0,0.0,1.0,0.0,1985.7453502930196,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,17454.706096898444,0.0,0.0,270.2093666716976,0.0,1.0,0.0,2.0,1.0,2.0,1.0
114,4423.68,0.0,0.0,0.0,2359.2960000000003,1548.288,516.096,0.0,4492.800000000001,4262.400000000001,460.8000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,322.55,0.0,6664.174607392917,809.6643608451727,0.0,0.0,2418.9995421319463,3237.5807375559284,185.40473834766243,0.0,8.0,4.0,0.0,0.0,1.0,0.0,1974.0529542822833,0.0,0.0,132.53879146539052,83.42223749267785,4186.970807862098,0.0,0.0,634.842433365857,0.0,0.0,1.0,0.0,2068.750098890973,0.0,0.0,145.6128,1.8432,12.0,4.0,2.0,0.0,0.0,1.0,23357.96120967724,0.0,0.0,357.94510498326764,0.0,1.0,0.0,2.0,1.0,2.0,1.0
115,4386.816000000001,36.864000000000004,0.0,0.0,2506.752,1290.24,626.6880000000001,0.0,4838.4000000000015,3456.000000000001,921.6000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4904.114979276688,685.0838920041263,0.0,0.0,2645.2721701206488,2458.0237609182186,547.8546575918438,66.47462322080548,12.0,0.0,0.0,0.0,0.0,1.0,2642.8016055775097,0.0,0.0,341.5137119278008,0.0,4015.7159765583183,0.0,0.0,499.7908244425427,93.42175786948874,0.0,1.0,0.0,1617.3811944248253,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,22027.23932205059,0.0,0.0,266.794847732061,0.0,0.0,1.0,2.0,1.0,2.0,1.0
116,4423.68,0.0,0.0,0.0,3354.6240000000003,1069.056,0.0,0.0,6912.000000000002,2304.0000000000005,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4552.153311758059,253.8715171300886,0.0,0.0,3627.469038779895,1324.1457817419368,72.5189259435376,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2130.450438461128,0.0,0.0,340.8076035037215,0.0,2315.716476417363,0.0,0.0,327.46855760435164,0.0,0.0,1.0,0.0,1924.7760088568164,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,16493.57192560884,0.0,0.0,185.2041506826937,0.0,1.0,0.0,2.0,1.0,2.0,1.0
117,4386.816000000001,36.864000000000004,0.0,0.0,1806.336,1695.7440000000001,921.6,0.0,3686.4000000000005,4032.000000000001,1497.6000000000004,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4908.653133204542,658.2996536512886,94.29112933992968,0.0,2455.6346070096706,2570.8337186319873,407.5145454475868,69.58056288576178,6.0,6.0,0.0,0.0,1.0,0.0,1675.9961986055457,0.0,0.0,353.7527787168149,0.0,4306.16814950479,0.0,0.0,465.83984564317853,0.0,0.0,0.0,1.0,1951.6326489175572,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,26364.478560035237,0.0,0.0,248.17735033448912,0.0,1.0,0.0,2.0,1.0,2.0,1.0
118,4423.68,0.0,0.0,0.0,3428.3520000000003,995.328,0.0,0.0,7833.600000000002,1267.2000000000003,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,7462.127551894762,155.88546357026902,0.0,0.0,3609.6093728504043,2055.6892506221393,0.0,91.19954152636267,12.0,0.0,0.0,0.0,1.0,0.0,2261.231845547044,0.0,0.0,476.2315014649908,0.0,2918.4113443731762,0.0,0.0,557.1837781310747,0.0,0.0,1.0,0.0,2070.7493577907544,0.0,0.0,147.456,0.0,8.0,8.0,2.0,0.0,0.0,1.0,16533.50223365444,0.0,0.0,160.7882951959716,0.0,1.0,0.0,2.0,1.0,2.0,1.0
119,4423.68,0.0,0.0,0.0,3096.576,1290.24,36.864000000000004,0.0,6336.000000000002,2880.0000000000005,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5986.106353044568,315.6016164267193,0.0,0.0,2961.6609927364234,2494.696194544044,147.56361732988066,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2628.073622311099,0.0,0.0,346.6189043814117,0.0,4794.258198449446,0.0,0.0,567.7977614659682,0.0,0.0,1.0,0.0,1797.266463034346,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,23020.856990996286,0.0,0.0,310.45552157254303,0.0,1.0,0.0,2.0,1.0,2.0,1.0
120,4423.68,0.0,0.0,0.0,2433.0240000000003,1400.832,589.8240000000001,0.0,4838.4000000000015,3110.4000000000005,1267.2000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,0.0,322.55,4621.784327400161,875.4807398501425,171.70019808073718,0.0,2319.619063096975,2210.5015941505576,495.9349005565006,0.0,4.0,6.0,2.0,0.0,1.0,0.0,2370.7060481577187,0.0,0.0,354.92125938365757,0.0,4451.605376909674,0.0,0.0,645.3431649211282,0.0,0.0,1.0,0.0,2117.7400359650205,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,25865.97304821009,320.1018822484519,0.0,264.7139902874046,0.0,1.0,0.0,2.0,1.0,2.0,1.0
121,4423.68,0.0,0.0,0.0,3096.576,1216.5120000000002,110.59200000000001,0.0,6220.800000000002,2649.6000000000004,345.6000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,0.0,322.55,4579.103918590488,561.7368091682293,0.0,0.0,2815.2607692865267,2384.287946634232,135.43683117017855,135.43683117017855,10.0,2.0,0.0,0.0,0.0,1.0,1807.4034577024352,0.0,0.0,271.44712485566754,0.0,3551.2480502622575,0.0,0.0,676.5051765332388,0.0,0.0,1.0,0.0,1671.4344593269807,0.0,0.0,145.6128,1.8432,12.0,4.0,2.0,0.0,0.0,1.0,14947.781145994022,205.26668053828658,0.0,283.42664760619135,0.0,1.0,0.0,2.0,1.0,2.0,1.0
122,4386.816000000001,36.864000000000004,0.0,0.0,2506.7520000000004,1400.832,516.096,0.0,5184.000000000002,3110.400000000001,921.6000000000003,0.0,9216.000000000002,0.0,0.0,0.0,5805.9,645.1,0.0,4082.5513326353093,759.8858668985828,127.30376064668168,0.0,3001.8070691420094,2499.486941156748,166.26660861436733,106.04521780074981,12.0,0.0,0.0,0.0,1.0,0.0,2241.2682673518248,0.0,0.0,184.02482467766401,0.0,3030.6891477552203,0.0,0.0,655.5772438259208,0.0,0.0,0.0,1.0,1774.731602100463,0.0,0.0,143.7696,3.6864,12.0,4.0,2.0,0.0,0.0,1.0,17422.017689266147,786.7550886274506,0.0,242.5296824270252,0.0,1.0,0.0,2.0,1.0,2.0,1.0
123,4423.68,0.0,0.0,0.0,3244.032,663.5520000000001,516.096,0.0,6336.000000000002,1612.8000000000004,1267.2000000000003,0.0,9216.000000000002,0.0,0.0,0.0,5805.9,0.0,645.1,5264.3599354959115,659.0309252258439,230.8254383642072,0.0,4023.1621535257427,2099.906377501955,276.22887669605717,0.0,8.0,4.0,0.0,0.0,1.0,0.0,1991.890406354917,0.0,0.0,272.8405924418958,0.0,2858.7519048647255,35.4133515617144,0.0,549.8308945136578,0.0,0.0,0.0,1.0,1960.1082484837204,0.0,0.0,143.7696,3.6864,12.0,4.0,2.0,0.0,0.0,1.0,18510.63871085485,1172.5542880314474,369.5331924587359,217.6154889847884,0.0,1.0,0.0,2.0,1.0,2.0,1.0
124,4423.68,0.0,0.0,0.0,3170.304,1216.512,36.864000000000004,0.0,6451.200000000002,2534.4000000000005,230.40000000000006,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5020.709604876108,553.7056933455615,0.0,0.0,3872.804652782769,2598.411470757632,73.2358547284558,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1309.592338663748,0.0,0.0,457.36022855065517,0.0,3745.128096263651,0.0,0.0,518.2949180489734,0.0,0.0,1.0,0.0,1929.061635564716,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19096.884735557418,0.0,0.0,229.88601263170915,0.0,1.0,0.0,2.0,1.0,2.0,1.0
125,4423.68,0.0,0.0,0.0,2617.344,1511.424,294.912,0.0,5529.600000000001,3571.2000000000007,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4497.80243184412,436.75930706348277,0.0,0.0,2917.814351766952,2298.4554394219185,194.94716591283654,64.75249172735161,8.0,4.0,0.0,0.0,1.0,0.0,2053.260684918524,0.0,0.0,320.1355382769479,0.0,3954.5370875594276,0.0,0.0,660.481954021184,0.0,0.0,1.0,0.0,1781.2323998080578,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,35050.71377168403,271.5635595971319,0.0,215.00697808217822,0.0,1.0,0.0,2.0,1.0,2.0,1.0
126,4423.68,0.0,0.0,0.0,3723.264,663.552,36.864000000000004,0.0,7603.200000000002,1382.4000000000003,230.40000000000006,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6726.397236043972,47.68391350518236,0.0,0.0,4411.98732453656,2005.0092122618082,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1816.1685022568752,0.0,0.0,245.42347851616023,0.0,4825.405685396049,0.0,0.0,557.2862925236357,0.0,0.0,0.0,1.0,1245.0730351528136,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,15965.40111453535,141.42810001406647,0.0,281.512906782893,0.0,1.0,0.0,2.0,1.0,2.0,1.0
127,4423.68,0.0,0.0,0.0,2801.664,1548.288,73.72800000000001,0.0,6220.800000000001,2880.0000000000005,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6414.731798449091,49.91717132465767,0.0,0.0,4119.534994720152,1548.769526957895,162.1108613389775,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2381.6064283668197,0.0,0.0,282.49670998850473,0.0,4484.280212810702,0.0,0.0,498.9975550268758,0.0,0.0,1.0,0.0,2111.204779435163,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17472.304275942035,0.0,0.0,183.46925601857745,0.0,1.0,0.0,2.0,1.0,2.0,1.0
128,4423.68,0.0,0.0,0.0,2691.072,1511.424,221.18400000000003,0.0,5299.200000000001,3456.000000000001,460.8000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5271.5856992244835,582.4904277483108,0.0,0.0,4454.240443136258,3164.765774954324,70.68097945236177,146.28010117743077,8.0,4.0,0.0,0.0,1.0,0.0,2484.771741574808,0.0,0.0,312.52329604513096,0.0,6775.375923108196,0.0,0.0,410.46593125524316,0.0,0.0,1.0,0.0,1443.9566326059223,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,25919.141269538595,0.0,0.0,211.694987614163,0.0,1.0,0.0,2.0,1.0,2.0,1.0
129,4423.68,0.0,0.0,0.0,2469.888,1474.56,479.232,0.0,4953.600000000001,3456.0000000000005,806.4000000000002,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5065.70664184284,1401.4624172618892,0.0,0.0,2712.348502330739,2966.9137004075124,580.1381142029609,91.16630747839835,8.0,2.0,2.0,0.0,1.0,0.0,1696.8390839353922,0.0,0.0,224.11638161075544,0.0,3518.2417334379784,0.0,0.0,519.1310194350186,0.0,0.0,1.0,0.0,1916.4922156087525,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,24219.156301230458,0.0,0.0,207.36925028259893,0.0,1.0,0.0,2.0,1.0,2.0,1.0
130,4423.68,0.0,0.0,0.0,2248.704,1363.968,811.008,0.0,4262.4000000000015,3110.4000000000005,1843.2000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5393.415862990445,1048.4784658087676,0.0,0.0,3472.902660622952,1872.5954623219966,409.18493838713147,229.67950815862946,8.0,4.0,0.0,0.0,0.0,1.0,2511.625639920526,0.0,0.0,333.21392744123216,0.0,3782.1338395770003,0.0,0.0,655.7675860731822,0.0,0.0,1.0,0.0,2241.8788836721988,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,20256.13799406677,0.0,0.0,166.49250432077798,0.0,1.0,0.0,2.0,1.0,2.0,1.0
131,4423.68,0.0,0.0,0.0,1843.2,1695.7440000000001,884.736,0.0,4147.200000000001,3456.000000000001,1612.8000000000004,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4739.984344860386,1860.6031575765542,0.0,0.0,2125.480710172046,3291.4660949083104,334.37177172967324,124.50804746318404,8.0,4.0,0.0,0.0,1.0,0.0,1906.104504428985,0.0,0.0,271.0381959762473,0.0,3139.0988933013414,40.819312171651795,0.0,348.4879192875205,131.74587536010318,0.0,1.0,0.0,1622.2374038463586,0.0,0.0,141.9264,5.5296,16.0,0.0,2.0,0.0,0.0,1.0,15317.907142498976,629.0094046751659,0.0,291.48374947729195,0.0,1.0,0.0,2.0,1.0,2.0,1.0
132,4423.68,0.0,0.0,0.0,2727.936,1363.968,331.776,0.0,5760.000000000001,3225.600000000001,230.40000000000006,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5685.324164619796,597.6220604502387,0.0,0.0,3107.4985669094453,2540.4925627026682,59.95984583655772,118.56291857783778,12.0,0.0,0.0,0.0,0.0,1.0,2002.767987754111,0.0,0.0,344.89993432733513,0.0,3884.7923355984667,0.0,0.0,551.0733469423287,0.0,0.0,1.0,0.0,2249.1450931842837,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,22768.742816240876,176.47944259766012,0.0,225.1263323604402,0.0,1.0,0.0,2.0,1.0,2.0,1.0
133,4423.68,0.0,0.0,0.0,2801.6639999999998,1474.56,147.45600000000002,0.0,5990.4000000000015,2764.8000000000006,460.8000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4842.841947153107,422.54287495926985,61.008931802633235,0.0,2855.322386981994,2698.566589477455,221.78921561691234,0.0,8.0,4.0,0.0,0.0,1.0,0.0,2892.517154305645,0.0,0.0,237.81945665348684,0.0,3825.658463885824,0.0,0.0,288.74846972257023,197.680702219732,0.0,1.0,0.0,1845.9231579682637,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21504.325349397244,0.0,0.0,211.22275762980564,0.0,1.0,0.0,2.0,1.0,2.0,1.0
134,3538.9440000000004,847.8720000000001,36.864000000000004,0.0,1179.6480000000001,847.8720000000001,2248.704,147.45600000000002,2419.2000000000007,1036.8000000000002,5414.4000000000015,345.6000000000001,7603.200000000002,1267.2000000000003,345.6,0.0,6451.0,0.0,0.0,2587.390340088547,2510.5497909616374,1500.488068854672,729.5449851707217,1048.6897264617517,1341.7185483167907,3709.365615287534,1083.389404527389,2.0,4.0,4.0,2.0,1.0,0.0,2184.8744240458204,0.0,0.0,273.7630418865878,0.0,4078.6868028526233,0.0,0.0,671.740105434734,0.0,0.0,1.0,0.0,2253.788816387845,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,28563.549164098637,0.0,0.0,219.6679098113962,0.0,1.0,0.0,2.0,1.0,2.0,1.0
