cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.121-0,B.20.11.121-1,B.30.11.012-0,B.30.11.012-1,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,D.10.14.021-0,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013b-0,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023b-0,D.20.21.023b-1,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.074a-0,D.50.11.011a-0,D.50.12.023b-0,collapse-0,excessiveRID-0,irreparable-0
2409,4423.68,0.0,4018.1760000000004,405.504,0.0,8640.000000000002,576.0000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,6685.597068653006,0.0,0.0,6484.172926919914,804.3562822245044,0.0,0.0,12.0,0.0,0.0,1.0,2796.1548669653366,0.0,324.5417724630301,4974.920760551042,0.0,763.4774363780157,0.0,1.0,0.0,1690.8418940908164,0.0,147.456,0.0,16.0,0.0,2.0,1.0,17114.473021723745,0.0,188.18924754551801,1.0,2.0,1.0,2.0,1.0
2410,4423.68,0.0,4055.0400000000004,368.64,0.0,8524.800000000001,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5591.424122545428,48.39488924953515,0.0,4973.169096651278,934.1693262460444,0.0,0.0,12.0,0.0,0.0,1.0,1707.8150642352423,0.0,382.39441051702596,4193.326464545293,0.0,429.6179365231862,0.0,1.0,0.0,2347.0844636108122,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19424.22737916871,0.0,200.2415847933795,1.0,2.0,1.0,2.0,1.0
2411,4423.68,0.0,4386.816000000001,36.864000000000004,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,6054.950479750443,0.0,0.0,6260.428662887774,726.0637418676342,0.0,0.0,12.0,0.0,0.0,1.0,2921.5309044930177,0.0,221.74115738679058,4770.711355001909,0.0,600.8911418183201,0.0,1.0,0.0,1734.4490840223832,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19205.415479805546,0.0,308.89796213552347,1.0,2.0,1.0,2.0,1.0
2412,4423.68,0.0,3760.128,663.552,0.0,7948.800000000001,1152.0000000000002,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,6859.985342659385,0.0,0.0,6019.387723138587,1314.9188692929051,0.0,0.0,12.0,0.0,0.0,1.0,2511.4848473073403,0.0,215.287537167151,4360.632314268358,0.0,532.681499299533,0.0,1.0,0.0,2166.8190113339456,0.0,147.456,0.0,16.0,0.0,2.0,1.0,17926.50186722519,0.0,226.7255956870302,1.0,2.0,1.0,2.0,1.0
2413,4423.68,0.0,4165.6320000000005,258.048,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5304.201020570179,0.0,0.0,4739.394306335238,609.8239921676918,0.0,0.0,12.0,0.0,0.0,1.0,2012.2323451766101,0.0,293.59789001720316,4493.062734413821,0.0,631.3904945234704,0.0,1.0,0.0,2538.0189928404034,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19739.177236732503,0.0,285.5628653872269,1.0,2.0,1.0,2.0,1.0
2414,4423.68,0.0,4055.04,368.64,0.0,8294.400000000001,921.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5997.478900598926,0.0,0.0,5300.5384328468035,726.4365568755175,76.60783104015037,0.0,12.0,0.0,0.0,1.0,2089.163428478106,0.0,303.08495499639855,4286.674735073136,0.0,710.9207177578666,0.0,1.0,0.0,1978.631822713934,0.0,147.456,0.0,16.0,0.0,2.0,1.0,26954.752618089893,0.0,195.55099593436626,1.0,2.0,1.0,2.0,1.0
2415,4423.68,0.0,4386.816000000001,36.864000000000004,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5640.098221146961,0.0,0.0,4128.639020493102,1199.4426543432123,0.0,0.0,12.0,0.0,0.0,1.0,1350.6138739632822,0.0,347.11075918522187,3686.447116370042,0.0,489.85915077414404,0.0,1.0,0.0,1948.0739942913995,0.0,147.456,0.0,16.0,0.0,2.0,1.0,32019.210120464297,0.0,271.0950655938651,1.0,2.0,1.0,2.0,1.0
2416,4423.68,0.0,4349.952,73.72800000000001,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,8593.409576129416,0.0,0.0,5462.938223029992,142.764901812909,0.0,0.0,12.0,0.0,0.0,1.0,2910.1309941807904,0.0,462.4537877168592,4851.701147531442,0.0,648.4136773600796,0.0,1.0,0.0,2149.3121900565966,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19103.928161418236,0.0,170.7367245136003,1.0,2.0,1.0,2.0,1.0
2417,4423.68,0.0,3870.7200000000003,516.096,36.864000000000004,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,7273.649259636088,0.0,0.0,4623.763155036089,683.7256576376737,0.0,0.0,12.0,0.0,0.0,1.0,2678.5397387961293,0.0,369.7537156777841,3365.078345732572,0.0,404.86574233459055,0.0,1.0,0.0,2291.2002246705442,0.0,147.456,0.0,16.0,0.0,2.0,1.0,14957.384760821335,0.0,264.99404835685283,1.0,2.0,1.0,2.0,1.0
2418,4423.68,0.0,4423.68,0.0,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,5359.326535603947,0.0,0.0,5769.237661906882,230.2103697469799,0.0,0.0,12.0,0.0,0.0,1.0,1703.5959103679088,0.0,274.08027164478864,4894.369622499459,0.0,581.0553509377995,0.0,1.0,0.0,1764.5268074451599,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18829.306799379483,0.0,240.92747871768003,1.0,2.0,1.0,2.0,1.0
2419,4423.68,0.0,4386.816000000001,36.864000000000004,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,5121.9576657796015,0.0,0.0,5614.456150121369,483.3826806235353,0.0,0.0,12.0,0.0,0.0,1.0,2280.729899327855,0.0,298.42050878021485,3884.6205991384745,0.0,728.2976708401258,0.0,1.0,0.0,1795.5746283765307,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18478.63068907368,0.0,201.35591878723403,1.0,2.0,1.0,2.0,1.0
2420,4423.68,0.0,4165.632,258.048,0.0,8640.000000000002,576.0000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,6488.02222135675,0.0,0.0,5691.989957854474,682.3902530777345,0.0,0.0,12.0,0.0,0.0,1.0,1791.1093795689426,0.0,302.54804415130513,4841.633001176833,0.0,565.2461408761012,0.0,1.0,0.0,2339.2913959243247,0.0,147.456,0.0,16.0,0.0,2.0,1.0,17588.657072736143,0.0,251.99657931043112,1.0,2.0,1.0,2.0,1.0
2421,4423.68,0.0,4239.360000000001,184.32000000000002,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,6905.290131352296,0.0,0.0,3390.377970512689,331.08885606982443,0.0,0.0,12.0,0.0,0.0,1.0,1885.7863829214552,0.0,264.2840169849244,4910.043210802033,0.0,599.9211868186975,0.0,1.0,0.0,2124.8819655205016,0.0,147.456,0.0,16.0,0.0,2.0,1.0,22329.716579548192,0.0,210.29625787544086,1.0,2.0,1.0,2.0,1.0
2422,4423.68,0.0,3723.264,626.6880000000001,73.72800000000001,7488.000000000002,1612.8000000000002,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,6119.595310618642,206.61995382146412,0.0,5078.36904523439,1085.3224939699442,0.0,0.0,12.0,0.0,0.0,1.0,2041.1845562277085,0.0,300.3990851083314,3574.853869225989,0.0,541.7418542070391,0.0,1.0,0.0,2370.205615423638,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16210.715964176605,0.0,232.25791844057792,1.0,2.0,1.0,2.0,1.0
2423,4423.68,0.0,3981.3120000000004,442.36800000000005,0.0,8294.400000000001,921.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5670.333599204445,70.8388533392917,0.0,4202.511019083585,764.0243337500517,0.0,0.0,12.0,0.0,0.0,1.0,2482.2035547220808,0.0,358.820182366162,4987.4506137920425,0.0,568.3174510866817,0.0,1.0,0.0,1913.3464312699678,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19281.150867902845,0.0,245.77404341343475,1.0,2.0,1.0,2.0,1.0
2424,4423.68,0.0,4091.9040000000005,331.77600000000007,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,6214.520289080292,0.0,0.0,5803.202447214295,615.7823258458171,0.0,0.0,12.0,0.0,0.0,1.0,1962.5536281950824,0.0,274.5688149450129,4198.23223617207,0.0,441.459254348575,0.0,1.0,0.0,2487.366159498661,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16744.323339888535,0.0,169.70576043194703,1.0,2.0,1.0,2.0,1.0
2425,4423.68,0.0,3575.808,811.008,36.864000000000004,7142.4000000000015,1728.0000000000005,345.6000000000001,9216.000000000002,0.0,6451.0,0.0,5107.290181803725,187.65904066707316,0.0,4130.859733493507,1512.7673813692077,0.0,0.0,12.0,0.0,0.0,1.0,2322.0160783356914,0.0,339.9711949405375,6532.5327730040235,0.0,426.2846944979523,0.0,1.0,0.0,2016.6484522482806,0.0,147.456,0.0,16.0,0.0,2.0,1.0,27960.12967913174,0.0,185.49051751523933,1.0,2.0,1.0,2.0,1.0
2426,4423.68,0.0,4128.768,294.91200000000003,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5679.786080590106,0.0,0.0,4366.839859990034,307.971654028575,0.0,0.0,12.0,0.0,0.0,1.0,1877.8820587524215,0.0,258.66652943495114,4802.940829907655,0.0,751.7117428243828,0.0,1.0,0.0,2376.1641286739014,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19453.335533723148,0.0,273.8381666251771,1.0,2.0,1.0,2.0,1.0
2427,4423.68,0.0,4091.9040000000005,331.776,0.0,8064.000000000002,1152.0000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,4969.5081588801395,0.0,0.0,5333.140485598266,524.1253802612648,0.0,0.0,12.0,0.0,0.0,1.0,1747.702820463472,0.0,239.0328860387701,3479.1072213417683,0.0,604.2549392430822,0.0,1.0,0.0,2635.6746810942395,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20688.33579159472,0.0,186.92779292983514,1.0,2.0,1.0,2.0,1.0
2428,4423.68,0.0,3833.856,552.96,36.864000000000004,8524.800000000003,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5337.04561165449,0.0,0.0,4761.751576207362,1204.6101453645845,0.0,0.0,10.0,2.0,0.0,1.0,2353.9168265476783,0.0,341.9769565132288,4679.806583275371,0.0,576.1564721450162,0.0,1.0,0.0,2465.7641646337215,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18434.742842172418,0.0,303.6700229390321,1.0,2.0,1.0,2.0,1.0
2429,4423.68,0.0,4128.768,294.91200000000003,0.0,8524.800000000003,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,6942.987203298221,44.158774315096444,0.0,3874.405444066526,416.11807182117684,0.0,0.0,12.0,0.0,0.0,1.0,2477.900891863483,0.0,243.61172809080628,4387.301047733628,0.0,642.634756251,0.0,1.0,0.0,1987.08416946253,0.0,147.456,0.0,16.0,0.0,2.0,1.0,17457.189314478124,0.0,182.51213906437172,1.0,2.0,1.0,2.0,1.0
2430,4423.68,0.0,4349.952,73.72800000000001,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5615.039221981724,0.0,0.0,7021.296298082034,284.9934376723935,0.0,0.0,12.0,0.0,0.0,1.0,2924.9776838632206,0.0,501.15665794829454,3682.3958881360104,0.0,687.9008299918873,0.0,1.0,0.0,1792.9611248420524,0.0,147.456,0.0,16.0,0.0,2.0,1.0,27961.024340908247,0.0,277.5763395136754,1.0,2.0,1.0,2.0,1.0
2431,4423.68,0.0,4313.088,110.592,0.0,8524.800000000001,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,6658.429282831538,0.0,0.0,4077.072225085655,422.603557416243,0.0,0.0,12.0,0.0,0.0,1.0,2501.7033732105965,0.0,381.69489110685237,3361.9456217821644,0.0,732.4793244912411,0.0,1.0,0.0,2552.650066042796,0.0,147.456,0.0,16.0,0.0,2.0,1.0,12630.502149906086,0.0,265.27939354014956,1.0,2.0,1.0,2.0,1.0
2432,4423.68,0.0,4202.496,221.184,0.0,8755.200000000003,460.8000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,6215.366621214458,0.0,0.0,6580.226944353699,619.2621658682103,0.0,0.0,12.0,0.0,0.0,1.0,1979.5964318802637,0.0,265.785083029223,6405.823327971198,0.0,433.21011968884227,0.0,1.0,0.0,2165.498357579421,0.0,147.456,0.0,16.0,0.0,2.0,1.0,21501.28676455642,0.0,204.18760347232705,1.0,2.0,1.0,2.0,1.0
2433,4423.68,0.0,4349.952,73.72800000000001,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,4597.516373829692,0.0,0.0,5473.976601443599,136.65251494059115,0.0,0.0,12.0,0.0,0.0,1.0,1873.7111296956289,0.0,384.4558527095358,4195.721518657765,0.0,707.8265506093317,0.0,1.0,0.0,1971.5211802504555,0.0,147.456,0.0,16.0,0.0,2.0,1.0,21981.072824683913,0.0,236.53427702340772,1.0,2.0,1.0,2.0,1.0
2434,4423.68,0.0,4128.768,294.91200000000003,0.0,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,7406.924590805485,57.908682196121326,0.0,5109.521652920023,895.6708539485222,0.0,0.0,12.0,0.0,0.0,1.0,1840.716627720931,0.0,345.4078027641064,4383.728098226527,0.0,490.96868187103394,0.0,1.0,0.0,2094.131511392404,0.0,147.456,0.0,16.0,0.0,2.0,1.0,22761.176604510874,0.0,192.33769711913214,1.0,2.0,1.0,2.0,1.0
2435,4423.68,0.0,4423.68,0.0,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5701.882750419279,0.0,0.0,5150.170203162486,216.34990573512408,0.0,0.0,12.0,0.0,0.0,1.0,2453.6024591116343,0.0,276.00593410622434,5303.753338690933,0.0,624.256517060886,0.0,1.0,0.0,2173.5365945541225,0.0,147.456,0.0,16.0,0.0,2.0,1.0,29276.900714690244,0.0,275.3956177445764,1.0,2.0,1.0,2.0,1.0
2436,4423.68,0.0,4091.9040000000005,331.776,0.0,8755.200000000003,460.8000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,6175.44486236247,0.0,0.0,5530.608094424999,674.2403756952126,0.0,0.0,12.0,0.0,0.0,1.0,2042.6465279432455,0.0,236.1648998763138,2674.9788235493065,0.0,579.9724994537411,0.0,1.0,0.0,1814.3129190659993,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18594.691103957877,0.0,224.28800301742103,1.0,2.0,1.0,2.0,1.0
2437,4423.68,0.0,4349.952,73.72800000000001,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5329.295782035037,0.0,0.0,6871.456002931595,407.29095871916905,0.0,0.0,12.0,0.0,0.0,1.0,2554.3590991104993,0.0,321.204500611624,5096.19442114247,0.0,691.2428795515607,0.0,1.0,0.0,1925.4239728109246,0.0,147.456,0.0,16.0,0.0,2.0,1.0,23867.850938122032,0.0,250.4902697134463,1.0,2.0,1.0,2.0,1.0
2438,4423.68,0.0,4165.6320000000005,258.048,0.0,8640.000000000002,576.0000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,6998.196449307003,0.0,0.0,5205.622658718689,550.7389313515656,0.0,0.0,10.0,2.0,0.0,1.0,2429.6640744191745,0.0,268.32584954221545,3496.938226550449,0.0,550.7360392990627,0.0,1.0,0.0,2431.1970998941906,0.0,147.456,0.0,16.0,0.0,2.0,1.0,23597.489879724162,0.0,167.00337260776283,1.0,2.0,1.0,2.0,1.0
2439,4423.68,0.0,4128.768,294.912,0.0,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5229.905347345062,60.666028874506935,0.0,5034.4228191964285,1214.1282880182907,0.0,0.0,12.0,0.0,0.0,1.0,2561.078859698537,0.0,346.7272232789573,3249.4214740809957,0.0,621.5562329057341,0.0,1.0,0.0,1943.6293190675638,0.0,147.456,0.0,16.0,0.0,2.0,1.0,26395.895123213355,0.0,213.33564144643753,1.0,2.0,1.0,2.0,1.0
2440,4423.68,0.0,4313.088,110.592,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5483.113682955243,0.0,0.0,4374.16764745643,615.7060493589506,0.0,0.0,12.0,0.0,0.0,1.0,1860.051854127807,0.0,322.6259745672829,4223.027410370634,0.0,742.7653893134263,0.0,1.0,0.0,2403.8713923529276,0.0,147.456,0.0,16.0,0.0,2.0,1.0,14274.585828425978,0.0,312.4013982871172,1.0,2.0,1.0,2.0,1.0
2441,4423.68,0.0,4091.9040000000005,331.77600000000007,0.0,8064.000000000002,1152.0000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,6943.0789388667135,0.0,0.0,7474.441190898338,320.90776982855715,0.0,0.0,12.0,0.0,0.0,1.0,2158.066436649167,0.0,227.92876319814343,3260.3814774251164,0.0,530.4322785088473,0.0,1.0,0.0,1925.4151537668336,0.0,147.456,0.0,16.0,0.0,2.0,1.0,24823.429762660948,0.0,210.49193827344868,1.0,2.0,1.0,2.0,1.0
2442,4423.68,0.0,4313.088,110.592,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5076.359442951015,0.0,0.0,6636.899476434805,687.8863373959025,0.0,0.0,12.0,0.0,0.0,1.0,2823.6025146631555,0.0,305.6458091793965,3892.828303927351,0.0,519.7204074393687,0.0,1.0,0.0,1800.4536216199274,0.0,147.456,0.0,16.0,0.0,2.0,1.0,25905.82867404047,0.0,244.0450394766131,1.0,2.0,1.0,2.0,1.0
2443,4423.68,0.0,3981.312,442.368,0.0,8064.000000000002,1036.8000000000002,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,5191.3815493058355,96.45057430175059,0.0,4739.233438800042,1083.5667238018916,0.0,0.0,12.0,0.0,0.0,1.0,1955.6635773332275,0.0,330.9304703624324,2834.1187046661753,0.0,910.3611706549544,0.0,1.0,0.0,2143.610719589882,0.0,147.456,0.0,16.0,0.0,2.0,1.0,23625.49941921359,0.0,169.4878340137926,1.0,2.0,1.0,2.0,1.0
2444,4423.68,0.0,3796.992,626.6880000000001,0.0,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,6477.491482224673,137.6437960075339,0.0,6628.375965091319,501.30289570679474,0.0,0.0,12.0,0.0,0.0,1.0,2464.3934268362523,0.0,352.8534987013609,3307.626077939407,0.0,513.6323686575688,0.0,1.0,0.0,1709.2535775266535,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19693.325610009822,0.0,273.96641563969627,1.0,2.0,1.0,2.0,1.0
2445,4423.68,0.0,4276.224,147.45600000000002,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,6763.537788695103,0.0,0.0,5953.753256261856,168.0153154199696,0.0,0.0,12.0,0.0,0.0,1.0,2473.590920289083,0.0,289.65388961097057,4117.880225686101,0.0,453.05304387108896,0.0,1.0,0.0,2224.2928512127896,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16740.964053191667,0.0,175.50061812049228,1.0,2.0,1.0,2.0,1.0
2446,4423.68,0.0,4091.904,331.776,0.0,8640.000000000002,576.0000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,7391.12747785995,0.0,0.0,5523.7716699094435,937.7642368218314,0.0,0.0,12.0,0.0,0.0,1.0,2411.9545475668974,0.0,311.6485548995987,3228.176001761216,0.0,626.8576999548002,0.0,1.0,0.0,1893.4452148520852,0.0,147.456,0.0,16.0,0.0,2.0,1.0,21726.511487022035,0.0,288.3111101294711,1.0,2.0,1.0,2.0,1.0
2447,4423.68,0.0,4055.04,331.776,36.864000000000004,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,6159.487597651207,0.0,0.0,5344.472886533837,678.0049991912385,0.0,0.0,12.0,0.0,0.0,1.0,1353.2406392014316,0.0,349.6889343877246,6367.798489421216,0.0,558.1960932522431,0.0,1.0,0.0,2383.3729482360895,0.0,147.456,0.0,16.0,0.0,2.0,1.0,23037.53979880383,0.0,191.81647156395104,1.0,2.0,1.0,2.0,1.0
2448,4423.68,0.0,4091.9040000000005,331.776,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,6167.469904082344,0.0,0.0,7814.63154449209,902.9661288730493,0.0,0.0,12.0,0.0,0.0,1.0,2364.9400494166684,0.0,381.33820276707576,5855.462971964555,0.0,482.9637574170299,0.0,1.0,0.0,1735.773600889392,0.0,147.456,0.0,16.0,0.0,2.0,1.0,24503.591369495316,0.0,192.53534984341061,1.0,2.0,1.0,2.0,1.0
2449,4423.68,0.0,4423.68,0.0,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,6752.089981086648,0.0,0.0,4909.064001793482,91.76233906442496,0.0,0.0,12.0,0.0,0.0,1.0,2447.717292296631,0.0,242.91744633775247,4841.555684629143,0.0,997.7122377556725,0.0,1.0,0.0,1835.0482158368682,0.0,147.456,0.0,16.0,0.0,2.0,1.0,15028.65479079673,0.0,259.51397470896023,1.0,2.0,1.0,2.0,1.0
2450,4423.68,0.0,4202.496,221.184,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,7143.085790536638,0.0,0.0,4344.993720567289,437.0273473989115,0.0,0.0,12.0,0.0,0.0,1.0,2383.188252257999,0.0,308.25737450431615,3154.510913174382,0.0,395.17566540513224,0.0,1.0,0.0,2238.879457515828,0.0,147.456,0.0,16.0,0.0,2.0,1.0,14359.451107037794,0.0,180.93967271429653,1.0,2.0,1.0,2.0,1.0
2451,4423.68,0.0,4091.9040000000005,331.776,0.0,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5861.310196333499,72.01524645130853,0.0,6560.8321065109885,1130.2560073177765,0.0,0.0,12.0,0.0,0.0,1.0,1646.6017486683263,0.0,301.31534678096807,3577.0154298269485,0.0,721.044531344404,0.0,1.0,0.0,2662.771672283976,0.0,147.456,0.0,16.0,0.0,2.0,1.0,25968.70593625763,0.0,186.52534292352922,1.0,2.0,1.0,2.0,1.0
2452,4423.68,0.0,4349.952,73.72800000000001,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,6687.941674841138,0.0,0.0,6784.832421733142,694.016103904946,0.0,0.0,12.0,0.0,0.0,1.0,2179.1316410197655,0.0,319.78619752277496,6394.6910099363695,0.0,645.7292219544305,0.0,1.0,0.0,2096.8450504333846,0.0,147.456,0.0,16.0,0.0,2.0,1.0,15303.388561232083,0.0,234.13030500228476,1.0,2.0,1.0,2.0,1.0
2453,4423.68,0.0,4091.9040000000005,331.77600000000007,0.0,8755.200000000003,460.8000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5712.308137804875,0.0,0.0,4829.080886146853,509.6516426193022,0.0,0.0,12.0,0.0,0.0,1.0,2943.5118732925202,0.0,264.5159195972326,4030.2671656234525,0.0,636.3963690609957,0.0,1.0,0.0,1854.4689476543135,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18700.551783526927,0.0,155.48081753268218,1.0,2.0,1.0,2.0,1.0
2454,4423.68,0.0,4165.6320000000005,258.048,0.0,8524.800000000003,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,6081.980863531206,0.0,0.0,4713.651141494461,695.5093446291637,0.0,0.0,12.0,0.0,0.0,1.0,2377.5897620418673,0.0,198.97997252787803,3106.4908155911803,0.0,484.0449690059535,0.0,1.0,0.0,1933.5355878371624,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19525.52813160936,0.0,297.9711768655003,1.0,2.0,1.0,2.0,1.0
2455,4423.68,0.0,4313.088,110.59200000000001,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5151.731010069544,0.0,0.0,5484.540802396845,409.6445714599986,0.0,0.0,12.0,0.0,0.0,1.0,3076.3194699309074,0.0,183.76464452019616,4166.181194694186,0.0,785.3653944460865,0.0,1.0,0.0,1871.4404276735952,0.0,147.456,0.0,16.0,0.0,2.0,1.0,22806.249863082874,0.0,197.61286088888747,1.0,2.0,1.0,2.0,1.0
2456,4423.68,0.0,3833.856,552.96,36.864000000000004,7603.200000000002,1497.6000000000006,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,5244.5996588487,184.22224498060336,0.0,3837.81615259487,1422.6909369899809,0.0,0.0,10.0,2.0,0.0,1.0,2533.1839278030984,0.0,337.180604996101,4510.930505702629,0.0,552.5809730361235,0.0,1.0,0.0,1859.2911497880011,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16559.48941260906,0.0,265.26566747390837,1.0,2.0,1.0,2.0,1.0
2457,4423.68,0.0,4349.952,73.72800000000001,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5995.187350413095,0.0,0.0,5869.259872844853,994.3757325189619,0.0,0.0,12.0,0.0,0.0,1.0,1863.8899093070759,0.0,277.9599603727828,5003.764954159381,0.0,555.2534381911983,0.0,1.0,0.0,1976.8558939530496,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18415.127889264808,0.0,275.2882332496209,1.0,2.0,1.0,2.0,1.0
2458,4423.68,0.0,4202.496,221.18400000000003,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,7124.872005952191,0.0,0.0,5170.901581270763,656.243841745508,0.0,0.0,12.0,0.0,0.0,1.0,1671.4297810902785,0.0,250.26640401932184,3674.972926162234,0.0,728.1569872153923,0.0,1.0,0.0,2082.0177276344075,0.0,147.456,0.0,16.0,0.0,2.0,1.0,15952.648222056709,0.0,216.19299684849904,1.0,2.0,1.0,2.0,1.0
2459,4423.68,0.0,4423.68,0.0,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,6058.071272613963,0.0,0.0,8795.006151025682,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1797.8891895810189,0.0,374.5983392725227,3191.904648439396,0.0,589.9931273125347,0.0,1.0,0.0,1675.1645066307658,0.0,147.456,0.0,16.0,0.0,2.0,1.0,29149.58717350201,0.0,242.15787261366677,1.0,2.0,1.0,2.0,1.0
2460,4423.68,0.0,4055.04,331.77599999999995,36.864000000000004,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,4901.593684308136,0.0,0.0,5237.10294838438,475.41990933776253,0.0,0.0,12.0,0.0,0.0,1.0,2930.9425509033044,0.0,230.7267985213934,3582.5672795862515,0.0,611.2368749073012,0.0,1.0,0.0,1616.5999208724575,0.0,147.456,0.0,16.0,0.0,2.0,1.0,22628.263515949853,0.0,201.67352720341432,1.0,2.0,1.0,2.0,1.0
