dv-loss-dmg-ds-loc-dir,COST-B.10.71.002-B.10.71.002-1-1-1,COST-B.10.71.012-B.10.71.012-1-1-1,COST-B.10.71.012-B.10.71.012-1-1-2,COST-B.10.71.012-B.10.71.012-1-2-1,COST-B.10.71.012-B.10.71.012-1-2-2,COST-B.10.71.012-B.10.71.012-1-3-1,COST-B.10.71.012-B.10.71.012-1-3-2,COST-B.10.71.012-B.10.71.012-1-4-1,COST-B.10.71.012-B.10.71.012-1-4-2,COST-B.10.71.012-B.10.71.012-2-1-1,COST-B.10.71.012-B.10.71.012-2-1-2,COST-B.10.71.012-B.10.71.012-2-2-1,COST-B.20.11.102-B.20.11.102-1-1-1,COST-B.20.11.102-B.20.11.102-1-1-2,COST-B.20.11.102-B.20.11.102-1-2-1,COST-B.20.11.102-B.20.11.102-1-2-2,COST-B.20.11.102-B.20.11.102-1-3-1,COST-B.20.11.102-B.20.11.102-1-3-2,COST-B.20.11.102-B.20.11.102-1-4-1,COST-B.20.11.102-B.20.11.102-1-4-2,COST-B.20.11.102-B.20.11.102-2-1-1,COST-B.20.11.102-B.20.11.102-2-2-1,COST-B.20.11.121-B.20.11.121-1-1-1,COST-B.30.11.012-B.30.11.012-1-5-1,COST-C.10.11.001a-C.10.11.001a-1-1-1,COST-C.10.11.001a-C.10.11.001a-1-1-2,COST-C.10.11.001a-C.10.11.001a-1-2-1,COST-C.10.11.001a-C.10.11.001a-2-1-1,COST-C.10.11.011a-C.10.11.011a-1-1-1,COST-C.10.11.011a-C.10.11.011a-1-1-2,COST-C.10.11.011a-C.10.11.011a-1-2-1,COST-C.10.11.011a-C.10.11.011a-1-2-2,COST-C.10.11.011a-C.10.11.011a-1-3-1,COST-C.10.11.011a-C.10.11.011a-1-3-2,COST-C.10.11.011a-C.10.11.011a-1-4-1,COST-C.10.11.011a-C.10.11.011a-1-4-2,COST-C.10.11.011a-C.10.11.011a-2-1-1,COST-C.10.11.011a-C.10.11.011a-2-1-2,COST-C.10.11.011a-C.10.11.011a-2-2-1,COST-C.10.11.011a-C.10.11.011a-3-1-1,COST-C.10.11.011a-C.10.11.011a-3-2-1,COST-C.20.11.001b-C.20.11.001b-1-1-1,COST-C.20.11.001b-C.20.11.001b-1-1-2,COST-C.20.11.001b-C.20.11.001b-1-2-1,COST-C.20.11.001b-C.20.11.001b-1-2-2,COST-C.20.11.001b-C.20.11.001b-1-3-1,COST-C.20.11.001b-C.20.11.001b-1-3-2,COST-C.20.11.001b-C.20.11.001b-2-1-1,COST-D.20.21.013a-D.20.21.013a-1-4-1,COST-D.20.21.013b-D.20.21.013b-1-4-1,COST-D.30.31.013b-D.30.31.013b-1-5-1,COST-D.30.41.011c-D.30.41.011c-1-3-1,COST-D.30.41.011c-D.30.41.011c-1-4-2,COST-D.30.41.032c-D.30.41.032c-1-3-1,COST-D.30.41.032c-D.30.41.032c-1-4-1,COST-D.30.41.102b-D.30.41.102b-1-2-1,COST-D.30.41.102b-D.30.41.102b-1-3-1,COST-D.30.41.102b-D.30.41.102b-1-4-1,COST-D.40.11.023a-D.40.11.023a-1-2-1,COST-D.40.11.023a-D.40.11.023a-1-3-1,COST-D.40.11.023a-D.40.11.023a-1-4-1,TIME-B.10.71.002-B.10.71.002-1-1-1,TIME-B.10.71.012-B.10.71.012-1-1-1,TIME-B.10.71.012-B.10.71.012-1-1-2,TIME-B.10.71.012-B.10.71.012-1-2-1,TIME-B.10.71.012-B.10.71.012-1-2-2,TIME-B.10.71.012-B.10.71.012-1-3-1,TIME-B.10.71.012-B.10.71.012-1-3-2,TIME-B.10.71.012-B.10.71.012-1-4-1,TIME-B.10.71.012-B.10.71.012-1-4-2,TIME-B.10.71.012-B.10.71.012-2-1-1,TIME-B.10.71.012-B.10.71.012-2-1-2,TIME-B.10.71.012-B.10.71.012-2-2-1,TIME-B.20.11.102-B.20.11.102-1-1-1,TIME-B.20.11.102-B.20.11.102-1-1-2,TIME-B.20.11.102-B.20.11.102-1-2-1,TIME-B.20.11.102-B.20.11.102-1-2-2,TIME-B.20.11.102-B.20.11.102-1-3-1,TIME-B.20.11.102-B.20.11.102-1-3-2,TIME-B.20.11.102-B.20.11.102-1-4-1,TIME-B.20.11.102-B.20.11.102-1-4-2,TIME-B.20.11.102-B.20.11.102-2-1-1,TIME-B.20.11.102-B.20.11.102-2-2-1,TIME-B.20.11.121-B.20.11.121-1-1-1,TIME-B.30.11.012-B.30.11.012-1-5-1,TIME-C.10.11.001a-C.10.11.001a-1-1-1,TIME-C.10.11.001a-C.10.11.001a-1-1-2,TIME-C.10.11.001a-C.10.11.001a-1-2-1,TIME-C.10.11.001a-C.10.11.001a-2-1-1,TIME-C.10.11.011a-C.10.11.011a-1-1-1,TIME-C.10.11.011a-C.10.11.011a-1-1-2,TIME-C.10.11.011a-C.10.11.011a-1-2-1,TIME-C.10.11.011a-C.10.11.011a-1-2-2,TIME-C.10.11.011a-C.10.11.011a-1-3-1,TIME-C.10.11.011a-C.10.11.011a-1-3-2,TIME-C.10.11.011a-C.10.11.011a-1-4-1,TIME-C.10.11.011a-C.10.11.011a-1-4-2,TIME-C.10.11.011a-C.10.11.011a-2-1-1,TIME-C.10.11.011a-C.10.11.011a-2-1-2,TIME-C.10.11.011a-C.10.11.011a-2-2-1,TIME-C.10.11.011a-C.10.11.011a-3-1-1,TIME-C.10.11.011a-C.10.11.011a-3-2-1,TIME-C.20.11.001b-C.20.11.001b-1-1-1,TIME-C.20.11.001b-C.20.11.001b-1-1-2,TIME-C.20.11.001b-C.20.11.001b-1-2-1,TIME-C.20.11.001b-C.20.11.001b-1-2-2,TIME-C.20.11.001b-C.20.11.001b-1-3-1,TIME-C.20.11.001b-C.20.11.001b-1-3-2,TIME-C.20.11.001b-C.20.11.001b-2-1-1,TIME-D.20.21.013a-D.20.21.013a-1-4-1,TIME-D.20.21.013b-D.20.21.013b-1-4-1,TIME-D.30.31.013b-D.30.31.013b-1-5-1,TIME-D.30.41.011c-D.30.41.011c-1-3-1,TIME-D.30.41.011c-D.30.41.011c-1-4-2,TIME-D.30.41.032c-D.30.41.032c-1-3-1,TIME-D.30.41.032c-D.30.41.032c-1-4-1,TIME-D.30.41.102b-D.30.41.102b-1-2-1,TIME-D.30.41.102b-D.30.41.102b-1-3-1,TIME-D.30.41.102b-D.30.41.102b-1-4-1,TIME-D.40.11.023a-D.40.11.023a-1-2-1,TIME-D.40.11.023a-D.40.11.023a-1-3-1,TIME-D.40.11.023a-D.40.11.023a-1-4-1
431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.8627514724765,0.0,0.0,0.0,0.0,1936.9704494672796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.189067618860418,0.0,0.0,0.0,0.0,1.3496731848325798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,0.0,5779.4576958403195,0.0,1738.3033124441836,0.0,0.0,0.0,0.0,0.0,835.9816360863313,0.0,0.0,10982.30009985407,0.0,2552.647518808641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8533.547539204392,0.0,1696.3635872913933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.884035137557054,0.0,1.7080111791364188,0.0,0.0,0.0,0.0,0.0,0.7885250698031979,0.0,0.0,9.179291011466479,0.0,1.3522230467097638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.561764430532662,0.0,2.055578120745665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,0.0,6377.9409354877625,0.0,3782.5534584521643,0.0,0.0,0.0,0.0,0.0,1644.258979196038,0.0,0.0,9288.44429060654,0.0,5229.50889067035,1313.830287352359,1615.5324342364477,0.0,0.0,0.0,2216.4404770133046,0.0,0.0,0.0,1750.71887837491,0.0,0.0,0.0,6798.154217380593,0.0,4661.1262085170765,789.9182060276081,0.0,1626.560382519489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8374.3082238698,0.0,8436.358844507115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.214756860620309,0.0,2.410140540002536,0.0,0.0,0.0,0.0,0.0,1.3883365170399045,0.0,0.0,7.276521574651325,0.0,4.631503751780698,0.6667549780778057,0.9312519418991211,0.0,0.0,0.0,2.8135267021333505,0.0,0.0,0.0,1.1495323050685293,0.0,0.0,0.0,0.9909085542233469,0.0,3.3711089329374038,0.9729789652276144,0.0,0.7463852465342076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0336328971019166,0.0,8.89729648812874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,0.0,4107.624464462517,0.0,873.4567407751376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5215.608558320667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11473.457272516316,1833.6208730229519,2417.766920706824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.610470358679577,0.0,0.7187968922923326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.689729205761182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.567809653136593,1.356694207699385,0.8675783424488132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,0.0,862.8506297594964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170.09665632816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10726.487841474924,1494.0094726749835,6944.445519968389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7431255448323997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2463337669432994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6389818803297258,0.5425213122617628,8.000113096296749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,0.0,7682.144016903999,3727.303710007644,3967.800748735912,0.0,2307.42759603241,0.0,0.0,0.0,0.0,0.0,0.0,13386.686587884824,5025.219612981384,3498.54423116857,0.0,3128.718492145497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7024.049497438766,2692.283229060588,859.6652353739269,0.0,2853.9177174002275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.758781380058192,4.4720893606921,4.073898789891817,0.0,2.318514905237116,0.0,0.0,0.0,0.0,0.0,0.0,11.576256766761308,1.978336494106617,1.7613633220280787,0.0,1.6887446413236278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.278470816101181,3.0608336892674033,2.5743184365756346,0.0,1.9737199674022008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,0.0,6677.17285141381,789.7965192834363,5708.322120169068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12600.647207564141,1405.4380236951781,7324.337474071089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4625.203020844614,0.0,0.0,0.0,10363.265064275316,4224.451452294032,4553.320892009505,0.0,0.0,0.0,0.0,1190.0434717104677,0.0,0.0,0.0,0.0,0.0,11267.481806362059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.670468723001938,0.8328985449306509,2.6679154510575067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182251080422716,2.4427543642694975,7.232437567026733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.472464544175029,0.0,0.0,0.0,8.118957180878985,1.3149598391522266,7.717085821049205,0.0,0.0,0.0,0.0,0.8317598296114381,0.0,0.0,0.0,0.0,0.0,3.390103945486869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,0.0,2058.251333421367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1847.8220927060154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4067.7223052507716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.119305001126602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5373825937355765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.432364703288451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,0.0,10316.911379886667,2724.3647201502927,5713.106033858111,0.0,0.0,0.0,0.0,0.0,5026.247932186168,0.0,0.0,5843.609913322687,3474.5095940364804,8638.736500495977,0.0,0.0,0.0,0.0,0.0,23473.636357896263,0.0,0.0,0.0,2479.276778560255,0.0,0.0,0.0,1323.102764746771,1507.1605405699256,3266.5229863683253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5860.33165234399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.329476521921174,1.311757204636798,8.026419740389558,0.0,0.0,0.0,0.0,0.0,3.2225207865084142,0.0,0.0,5.976591504953616,3.3138181887080775,5.058406236083576,0.0,0.0,0.0,0.0,0.0,12.72480180224492,0.0,0.0,0.0,1.2271734746296519,0.0,0.0,0.0,25.34704633507046,0.7112609379141193,3.370942759064637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.576017112810188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,0.0,1131.0986443928184,0.0,989.2695522281216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3777.6154299207337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10344.302740616067,0.0,5118.268202175098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9563741996925382,0.0,1.2921751502149317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.101201744372573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.092793644921523,0.0,2.900006685061048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,0.0,6109.625851572892,0.0,4275.510661213505,0.0,0.0,0.0,0.0,0.0,2927.108254823213,0.0,0.0,7248.487271119778,0.0,5024.799229703237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4173.444530256827,0.0,2694.3706363727206,0.0,7354.705381230418,1818.3877186907318,3443.721283799506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.950661335658128,0.0,7.193259313831735,0.0,0.0,0.0,0.0,0.0,2.011207559708773,0.0,0.0,4.81707321918748,0.0,5.435358913172653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.512117839677928,0.0,2.1810356079358733,0.0,6.469744437272666,1.2886718816814067,2.580614430181604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,0.0,0.0,0.0,785.9823973883396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6517.878646960697,0.0,5629.801392163706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5980.957795484299,5226.905762515279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770014631374409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.236961153620054,0.0,3.4254221479598015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.547505272753694,1.1809280811283054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,0.0,3177.39947217588,0.0,852.4944306278582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207.9425218664,1908.0841807841211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4939.785134006612,0.0,4065.936614485984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.030272893184288,0.0,0.647643476054825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.618148125814571,2.22429523416945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.230258922615392,0.0,2.5490820543303494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,0.0,2266.4500401617956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7465.649219661818,187.06623202769677,5202.403593558226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2033653195109455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.382763094047158,1.2197029712570542,1.9689603192538225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,0.0,7773.206767070682,0.0,5716.226490087746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0977565549608,10635.830961200012,0.0,5303.006985084068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6649.9706496648705,0.0,4235.424933909975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.092318516356937,0.0,6.314154900050439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5676224905356416,10.562480606145082,0.0,5.75411516798997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.830160654993416,0.0,3.7544080982369357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,0.0,6347.319790365552,0.0,2000.6852043147858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10644.188922636531,0.0,12344.612165899218,0.0,1392.1349555693714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8033.72476053162,0.0,2649.7087569656246,0.0,4405.080950867111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.910348023696242,0.0,1.070655349724513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.389384140277055,0.0,4.936954223033287,0.0,0.6618232284366913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3678260448044357,0.0,1.9885329412077972,0.0,2.5839531648402243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,0.0,1019.3675509093389,0.0,3299.217040949946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472.7289069703565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3823.2198752763265,0.0,1822.5947885610829,2236.3567159023473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.6497439135587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6693239852094983,0.0,2.3128497021484153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6394409200871833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7405694372851823,0.0,2.6859074953842295,1.0446313686925799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31358714539837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,0.0,1506.8388218370483,0.0,1532.4294705921511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2630.4808248195054,3714.401620100717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10226.880210860641,694.8700817095313,1275.8128675832713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6424178832828056,0.0,1.0421523193686741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9490978786927333,1.5934595472276967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.883945728557397,0.6199836442644404,0.16728561852406582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4547.134154099782,4734.747141157173,4088.0486151679415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218158262105945,4.561324837607354,2.7929203966123297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
