cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
802,3280.896,700.4159999999999,368.64,73.72800000000001,589.8240000000001,847.8720000000001,2506.7520000000004,479.232,1497.6000000000004,806.4000000000002,6220.800000000001,691.2000000000002,6796.800000000001,1612.8000000000002,460.80000000000007,345.6,2902.95,1290.2,2257.85,1856.1602828311268,1105.0060514482532,2706.46277464513,266.15263389477855,710.4453066584645,1970.2534302252848,2977.5455564419785,395.07050653145757,2.0,4.0,6.0,0.0,1.0,1680.8713915172486,741.3457812110339,106.65906575658545,0.0,242.03700036326455,3045.3449593026435,1355.9224676214703,52.78671855624823,192.31458207464064,272.3296936420214,0.0,0.0,1.0,1252.1933722696092,493.50232969963827,311.66749691781575,55.296,92.16,4.0,12.0,2.0,0.0,0.0,1.0,0.0,9864.670241751555,8229.253154426298,2287.8919725704536,178.8756134131763,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
803,3465.2160000000003,700.416,258.048,0.0,589.8240000000001,774.144,2949.12,110.592,1497.6000000000004,1036.8000000000002,6220.800000000002,460.8000000000001,7372.800000000001,1267.2000000000003,460.80000000000007,115.20000000000002,1935.3,2580.4,1935.3,1709.4113180405834,1611.7775059700627,2169.652822095549,768.2689977153877,674.6036309887218,1634.0717013257663,2901.71891157302,497.12252935399067,0.0,6.0,4.0,2.0,1.0,1242.5631778363427,292.68912782338344,0.0,74.77791761607925,236.85283066974603,2135.760340432991,337.64662108511965,31.721135936178896,191.34219665931164,426.92444674728563,0.0,0.0,1.0,729.0468266740818,392.1469512283941,439.1617817096957,55.29599999999999,92.16,4.0,12.0,2.0,0.0,0.0,1.0,0.0,9722.232280116652,8747.687004459582,2305.4246398191135,298.31338435910595,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
804,3538.9440000000004,331.776,221.184,331.776,589.8240000000001,774.144,2506.752,552.96,1267.2000000000003,1728.0000000000005,5068.800000000001,1152.0000000000002,6681.600000000001,1382.4,460.80000000000007,691.2,322.55,1290.2,4838.25,2214.2121582282975,1567.4823403185364,2092.8113667747743,946.2301752040114,456.4753324843465,2270.7827058859843,3071.1755512743766,608.033600984046,0.0,8.0,2.0,2.0,1.0,599.5413557594404,1419.4147930003412,299.8653370061195,0.0,306.99358644848155,864.0305188546829,2005.8800593495853,655.3304471633105,0.0,108.35399131786156,468.5964372209827,0.0,1.0,0.0,968.7730636003117,981.4001928226124,11.0592,136.3968,4.0,12.0,2.0,0.0,0.0,1.0,0.0,2419.437659308307,9067.8034865722,9478.905341487038,192.30685719539474,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
805,3502.08,368.64,0.0,552.96,516.096,958.4639999999999,2396.16,552.96,1036.8000000000002,2073.6000000000004,4953.600000000001,1152.0000000000002,7372.800000000001,691.2,0.0,1152.0000000000002,0.0,0.0,6451.0,1698.6995477295927,1802.8091508278353,1056.8562068644708,656.7758441112805,606.8238894223261,2659.896295854824,2208.186720837777,544.8276703324901,0.0,6.0,6.0,0.0,1.0,141.4759028092307,1292.189806402365,1259.172918411003,0.0,246.63585753296496,348.35736902096414,1460.3253657207483,1526.8837957278074,0.0,170.71906543765263,605.1816773410644,0.0,1.0,0.0,0.0,2158.3182174517183,0.0,147.456,0.0,16.0,0.0,0.0,2.0,1.0,0.0,0.0,982.1815531556872,23219.248022722633,43.71787891664616,0.0,189.42279413850798,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
806,3428.352,995.3280000000001,0.0,0.0,663.552,663.552,3096.576,0.0,1497.6000000000004,1267.2000000000003,6336.000000000002,115.20000000000003,7603.200000000001,1612.8000000000002,0.0,0.0,4838.25,1612.75,0.0,1221.0140850954829,1596.7466695056687,3122.830976265738,435.938490015356,872.4589450890718,1763.3388956061224,2618.968143474275,333.2230090187636,0.0,10.0,2.0,0.0,1.0,2547.6132488469375,61.48465247003163,0.0,397.5776269773372,0.0,3093.2208714406647,197.32800411640667,0.0,403.01811259468957,171.9973349332624,0.0,0.0,1.0,2039.1322768926025,0.0,422.0046263622802,112.4352,35.020799999999994,4.0,12.0,0.0,0.0,2.0,0.0,1.0,32439.768102119724,7210.078738731216,0.0,238.9540600991793,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
807,3280.896,995.328,147.45600000000002,0.0,774.144,589.8240000000001,2875.392,184.32,1612.8000000000004,1267.2000000000003,5990.4000000000015,345.6000000000001,7372.800000000001,1382.4,460.80000000000007,0.0,6451.0,0.0,0.0,1116.9487036606738,1121.317990599154,1674.194490803483,655.1503453954729,505.36417672079637,1882.3907783934287,2847.865110489084,688.9082057851505,0.0,12.0,0.0,0.0,1.0,2430.7996400210277,0.0,0.0,204.15840085078315,0.0,3058.0065050855574,0.0,0.0,460.9973042230537,0.0,0.0,1.0,0.0,1685.4440809869475,0.0,0.0,141.9264,5.5296,12.0,4.0,2.0,0.0,0.0,1.0,0.0,16341.292296007028,743.7919197119479,0.0,302.62557627122493,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
808,3502.08,847.8720000000001,73.72800000000001,0.0,589.8240000000001,663.552,3133.44,36.864000000000004,1728.0000000000005,806.4000000000002,6681.600000000001,0.0,7833.600000000001,1382.4,0.0,0.0,5160.8,645.1,645.1,1938.6689553128695,1691.0462414831586,2439.648987991611,509.3254701542236,1153.1267487421335,1840.619983185005,3392.33091365932,888.3251401442061,2.0,6.0,4.0,0.0,1.0,2551.5300740829953,108.67799453730441,0.0,349.2008106631739,0.0,3536.1138802641794,0.0,0.0,445.93919522563095,0.0,242.9251767824597,0.0,1.0,1098.6619794204796,780.5036357646002,0.0,114.2784,33.1776,4.0,12.0,2.0,0.0,0.0,1.0,0.0,14894.497167975602,2449.9308690816806,241.86020185048514,226.21224805257214,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
809,3428.3520000000003,847.8720000000001,147.45600000000002,0.0,589.8240000000001,626.688,3096.576,110.592,1497.6000000000004,1382.4000000000003,5990.4000000000015,345.6000000000001,7027.200000000001,1958.4000000000003,230.40000000000003,0.0,3225.5,1612.75,1612.75,1797.2448007646672,1128.0390578923266,2512.3223289955686,514.5216898819037,1097.5583952236157,2237.619874413517,2711.5749274548602,860.2214397979203,0.0,8.0,4.0,0.0,1.0,1586.9312958715614,185.46627072699857,0.0,238.63528463683127,0.0,4524.056084864658,377.70612025174194,204.73809950609052,378.8530551283363,169.3413024705937,0.0,0.0,1.0,1465.204693308811,564.8425447956389,0.0,88.4736,58.9824,8.0,8.0,2.0,0.0,0.0,1.0,0.0,13292.231731706905,6976.051458572615,966.3739037575785,240.4869713126877,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
810,3538.9440000000004,331.776,36.864000000000004,516.096,516.096,811.008,2543.616,552.96,1267.2000000000003,1497.6000000000004,5299.200000000001,1152.0000000000002,7372.800000000001,691.2,0.0,1152.0000000000002,0.0,322.55,6128.450000000001,1028.4760606493282,1689.768541886813,2040.5641060018245,797.9242965693995,329.6180323401776,2289.420094115958,2425.765575273602,350.949746104617,0.0,8.0,2.0,2.0,1.0,210.92505769960164,1021.7545827253513,986.7964863975268,0.0,405.21649029929216,374.67134821363277,1603.0419113339108,1514.2074375948916,0.0,94.2236070325244,306.887388110973,0.0,1.0,0.0,222.91753463716938,1752.6356020937133,5.5296,141.9264,8.0,8.0,2.0,0.0,0.0,1.0,0.0,175.89061946048864,1719.359142428153,15156.622961121531,243.27311218886177,0.0,33.55585315163609,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
811,3428.3520000000003,442.368,110.592,442.368,737.28,663.552,2469.888,552.96,1267.2000000000003,1612.8000000000002,5184.000000000001,1152.0000000000002,7257.600000000001,806.4000000000001,115.20000000000002,1036.8,0.0,645.1,5805.9,1637.3554125852681,1117.7985300904397,2277.544987752505,812.2700149573102,763.1725040240444,2076.8197873805975,3608.2928386895637,612.9886288274379,2.0,6.0,2.0,2.0,1.0,870.2631441276505,1146.8124279698447,281.66734942586265,0.0,287.38047106013676,1373.6815135076392,2283.1890144730733,1136.4678803848406,301.36765303632484,0.0,386.2985812601728,0.0,1.0,247.00978182666995,309.8530943017788,1562.358079706467,5.5296,141.9264,0.0,16.0,0.0,2.0,0.0,1.0,0.0,4338.797283575909,9126.799298910439,10474.413494186294,110.19466676258693,119.54038779308209,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
812,3244.032,811.008,294.91200000000003,73.72800000000001,442.368,737.28,2727.936,516.096,1612.8000000000004,1612.8000000000004,4953.600000000001,1036.8000000000004,7027.200000000002,1267.2000000000003,691.2,230.40000000000003,1290.2,1612.75,3548.0499999999997,1837.3915189219867,1576.8638111752007,1249.1375459807798,772.8871117904696,533.48719776681,2287.4054431090904,2521.481920184862,651.7666526063139,2.0,4.0,6.0,0.0,1.0,922.6323382965357,595.541737213742,44.80339377056761,40.10434075313117,228.42409108794493,2149.879463014245,1595.482705568184,92.45643276342163,105.4828130151461,184.1476369273602,277.9537719280686,0.0,1.0,253.30222035349448,808.8191839288802,634.5174002861168,25.8048,121.65119999999999,0.0,16.0,2.0,0.0,0.0,1.0,0.0,5309.124250335862,9860.233523825616,7302.312704888488,270.7073764176399,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
813,3317.76,1105.92,0.0,0.0,737.28,626.688,2985.984,73.72800000000001,1497.6000000000004,1036.8000000000002,6451.200000000002,230.40000000000006,6796.800000000001,2304.0000000000005,115.20000000000002,0.0,6128.450000000001,322.55,0.0,1245.2968714190508,2201.618075601512,2614.580219547879,242.95329774672402,729.0014446065383,2585.130975359061,3595.439216208048,1089.3482604961118,0.0,12.0,0.0,0.0,1.0,1821.764403488684,0.0,0.0,213.41394313469846,0.0,4683.093012294774,57.00665334936236,0.0,491.786093087584,0.0,0.0,0.0,1.0,1978.302290353531,0.0,0.0,130.8672,16.5888,4.0,12.0,2.0,0.0,0.0,1.0,0.0,20690.79593076751,2075.351812363662,0.0,167.03591268074356,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
814,3280.896,589.8240000000001,258.048,294.91200000000003,589.8240000000001,884.736,2433.0240000000003,516.096,1267.2000000000003,1728.0000000000005,5068.800000000001,1152.0000000000002,7142.400000000001,921.6000000000001,691.2,460.80000000000007,967.65,645.1,4838.25,1734.1377661056429,3036.106525771981,1420.0866479649262,664.2756145231434,682.7445633439975,1818.6077798862825,2175.9657546996887,627.9562143693051,2.0,6.0,4.0,0.0,1.0,1156.3663188512082,954.608099349539,128.10475798040403,0.0,185.3817712124763,2453.4062799177555,1693.9356139881327,355.24835326469565,0.0,128.04311827344904,800.7055349656915,0.0,1.0,113.06909008402295,1410.4028284957872,600.3721958357211,25.8048,121.65119999999999,0.0,16.0,0.0,2.0,0.0,1.0,0.0,3325.921384944499,11375.179469085473,7017.596515685367,204.1348707468926,0.0,52.483568937359,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
815,3649.536,700.4159999999999,73.72800000000001,0.0,589.8240000000001,847.8720000000001,2838.5280000000002,147.45600000000002,1382.4000000000003,1152.0000000000002,6336.000000000002,345.6000000000001,6566.400000000001,2419.2000000000003,230.40000000000003,0.0,5805.9,645.1,0.0,1769.190366205218,2163.9344045927237,1832.0480410301539,338.1058438413198,297.83728803105674,1703.9570848601575,4562.539114507012,341.15765828877545,2.0,8.0,0.0,2.0,1.0,1614.7859370611216,20.885753600222227,0.0,218.8749656247356,0.0,3695.654462337002,41.73809452146626,0.0,574.3606561681688,0.0,0.0,1.0,0.0,1799.2464088611569,0.0,0.0,143.7696,3.6864,8.0,8.0,0.0,2.0,0.0,1.0,0.0,17153.26193879264,1009.9318729691356,0.0,340.1255044742227,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
816,3465.2160000000003,884.7360000000001,73.72800000000001,0.0,663.552,737.28,3022.848,0.0,1382.4000000000005,1152.0000000000002,6566.4000000000015,115.20000000000003,6912.000000000001,2304.0000000000005,0.0,0.0,6128.450000000001,322.55,0.0,1721.4190405525626,1097.921186180598,1690.3279354669273,234.9131915416484,804.0253582218666,1449.364710191564,2245.255529334826,762.4085936083923,0.0,6.0,4.0,2.0,1.0,2944.935030935945,58.2870589759504,0.0,114.84613941109473,85.77312839676894,2842.5951775418757,74.78680082331636,0.0,252.93519133349957,289.5862000694754,0.0,0.0,1.0,1497.3803540904848,172.43286085372054,206.66397853142587,123.4944,23.9616,4.0,12.0,2.0,0.0,0.0,1.0,0.0,13965.940364057376,2308.237470626494,223.5744070351433,250.8456159647836,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
817,3391.4880000000003,626.688,331.776,73.72800000000001,589.8240000000001,884.736,2617.344,331.776,1497.6000000000004,1152.0000000000002,5990.4000000000015,576.0000000000001,6566.4000000000015,2073.6000000000004,576.0000000000001,0.0,2902.95,322.55,3225.5,1576.6926655088923,1710.8391524283736,1719.2496562759422,735.0966490515073,745.9743373201711,1793.9228184550234,2132.839495203557,791.4198166697195,2.0,8.0,0.0,2.0,1.0,1404.9297457330467,328.4828550358461,0.0,128.36630149438332,64.69288246011344,2846.000442328509,704.0250731338265,0.0,0.0,510.78959653242276,192.04180747642488,0.0,1.0,630.6417950731899,0.0,1168.3717722984609,55.296,92.16,8.0,8.0,2.0,0.0,0.0,1.0,0.0,6588.774869857388,5828.99516056997,2221.954473258826,209.65815831321214,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
818,3391.4880000000003,516.096,368.64,147.45600000000002,552.96,626.688,2764.8,479.232,1152.0000000000002,1497.6000000000004,5414.4000000000015,1152.0000000000002,7257.600000000001,1152.0000000000002,806.4000000000001,0.0,1612.75,645.1,4193.15,1566.0981461269207,1274.5460003564415,2500.75961757429,1273.943991219923,937.3928460672316,1981.815177396748,2907.626172128754,499.2043217750943,2.0,8.0,2.0,0.0,1.0,1074.469003788518,572.759101440476,37.62369967505398,57.66978088097664,240.27629474927923,2362.7175013816914,988.2726562716587,60.06021512438248,0.0,369.12597402180825,139.14070913023272,0.0,1.0,0.0,1387.4764468070716,578.8216824200967,44.2368,103.2192,0.0,16.0,2.0,0.0,0.0,1.0,0.0,6537.315622628485,14419.035913303842,4654.646933213906,172.79417131101624,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
819,3502.08,368.64,0.0,552.96,552.96,700.416,2617.344,552.96,921.6000000000001,1843.2000000000003,5299.200000000001,1152.0000000000002,6796.800000000001,1267.2,0.0,1152.0000000000002,0.0,0.0,6451.0,2567.396779615349,2699.8918196378427,1401.9665816305903,1014.2090732580782,227.37568249527095,2411.409303451093,1721.601637765686,770.7322767673085,0.0,10.0,0.0,2.0,1.0,112.16076237657948,1054.6624545395189,1474.1447768389999,0.0,176.58019036729684,180.62429153658888,1769.3035181035366,1798.959462774751,0.0,0.0,582.6206440542742,0.0,1.0,0.0,0.0,2491.131990875623,1.8432,145.6128,4.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,3277.339698746755,25953.448962858303,54.72591503338231,45.55868219956206,102.4059485318381,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
820,3538.9440000000004,884.7360000000001,0.0,0.0,663.552,663.552,3096.576,0.0,1382.4000000000003,1267.2000000000003,6566.4000000000015,0.0,6681.600000000001,2534.4,0.0,0.0,6451.0,0.0,0.0,1348.5961985837014,1142.571462273019,1615.0093657826133,302.2496214089454,606.793669792421,1613.098107822576,1671.566039195557,920.6732921652197,0.0,12.0,0.0,0.0,1.0,1789.4220883281255,83.02255846828984,0.0,248.51147411753797,0.0,6116.470524836941,246.28800466108808,0.0,463.3994197024352,0.0,0.0,0.0,1.0,1705.2858730548087,0.0,0.0,123.49439999999998,23.961599999999997,4.0,12.0,2.0,0.0,0.0,1.0,0.0,19817.92344992767,6225.258434404317,799.5848249685073,246.7792086898144,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
821,3244.032,1069.056,110.592,0.0,663.5520000000001,589.8240000000001,3133.44,36.864000000000004,1497.6000000000004,1497.6000000000004,6220.800000000001,0.0,6681.600000000001,2419.2000000000003,115.20000000000002,0.0,3870.6,1935.3,645.1,1372.080746269357,1321.2872005599654,2179.1675116287875,120.14383466826355,659.5661626106215,1065.9171925255519,2624.2053097076014,920.3157444664918,0.0,10.0,2.0,0.0,1.0,2275.3511668567007,61.10138516532901,9.1976298544535,301.92200078122113,0.0,4133.361836170512,113.95914557636223,0.0,495.16048510479766,182.97895465748297,0.0,0.0,1.0,1188.8134898497533,236.49222755421388,307.9534685249753,108.7488,38.7072,8.0,8.0,0.0,2.0,0.0,1.0,0.0,13330.43061534566,5828.888520322352,153.29429305441124,216.71891852104946,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
822,3317.76,552.96,147.45600000000002,405.504,589.8240000000001,700.4159999999999,2580.48,552.96,1382.4000000000003,1382.4000000000003,5299.200000000001,1152.0000000000002,6912.000000000001,1267.2000000000003,345.6,691.2,967.65,322.55,5160.8,1942.8646660405825,1442.3535216119615,1709.196368218998,364.4287536700274,702.6023045300493,1394.7058475842352,2574.660652301976,568.4779835508475,4.0,4.0,2.0,2.0,1.0,569.2396451247785,556.1001903699803,142.01939665079772,53.17485500389882,212.39492828480846,1929.9374134635436,2093.8489612030507,270.74306632775097,0.0,259.0068794359739,260.53226834322487,0.0,1.0,170.82850209164192,803.8604587511898,1023.8432207197447,18.432,129.024,0.0,16.0,0.0,2.0,0.0,1.0,0.0,2486.5621051361095,7306.483666438675,6698.403930522157,218.4036992893119,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
823,3502.08,847.8720000000001,73.72800000000001,0.0,663.5520000000001,663.552,2985.984,110.592,921.6000000000001,1843.2000000000003,6220.800000000001,230.40000000000006,6681.600000000001,2188.8,345.6,0.0,3548.0499999999997,967.65,1935.3,1482.0308585172784,1329.0041427955593,1970.2277987337368,714.2565592442126,947.7488822536503,1958.953599281855,1445.639513720155,1148.2915385841088,0.0,8.0,2.0,2.0,1.0,1859.339031919475,179.98495505078927,13.91713455759006,259.30112156911923,0.0,3375.218319022316,253.22393001426917,56.431522454235285,456.22154226435737,104.55192591813255,0.0,0.0,1.0,1404.7069172070944,285.5627089112298,0.0,92.16,55.296,4.0,12.0,2.0,0.0,0.0,1.0,0.0,14806.498081732821,7081.88140250277,674.6171973212995,270.7995489018306,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
824,3428.352,921.6,73.72800000000001,0.0,774.144,479.232,3096.576,73.72800000000001,1497.6000000000004,1152.0000000000002,6566.4000000000015,0.0,6566.4000000000015,2419.2000000000003,230.40000000000003,0.0,6451.0,0.0,0.0,1323.1362692626385,1631.417536920113,1768.7484782655752,345.6465134287957,634.6351690180741,2090.1349435482457,2456.4725493575743,707.6416668136916,0.0,6.0,6.0,0.0,1.0,2056.1608208279663,0.0,0.0,186.1186134586976,0.0,4264.849919971961,57.24215672213112,0.0,573.2878532371511,0.0,0.0,0.0,1.0,1963.4612940151048,0.0,0.0,138.24,9.216,12.0,4.0,2.0,0.0,0.0,1.0,0.0,24510.549182323535,1179.2323603737343,0.0,213.8287124621313,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
825,3575.808,442.368,368.64,36.864000000000004,663.552,737.28,2691.072,331.776,1152.0000000000002,1612.8000000000002,5414.4000000000015,1036.8000000000004,7372.800000000001,921.6000000000001,806.4000000000001,115.20000000000002,6451.0,0.0,0.0,2537.8735574725843,1612.913906969844,798.468870330729,772.3918345476305,886.8078059156314,1647.086845909817,1858.0256133886255,1028.262141282688,2.0,10.0,0.0,0.0,1.0,2096.3863439877946,0.0,0.0,302.00376624214033,0.0,3147.2649191138216,0.0,0.0,661.8634620757607,0.0,0.0,1.0,0.0,2019.9929563013125,0.0,0.0,145.6128,1.8432,8.0,8.0,0.0,2.0,0.0,1.0,0.0,22070.858380144753,0.0,0.0,192.06726582973175,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
826,3612.672,258.048,73.72800000000001,479.232,700.416,626.6880000000001,2543.616,552.96,1612.8000000000004,921.6000000000003,5529.600000000001,1152.0000000000002,6796.800000000001,1267.2000000000003,230.40000000000003,921.6000000000001,0.0,322.55,6128.450000000001,1434.0442174237555,1330.60543371406,2339.7912728530373,657.5943154017872,1185.7652244840708,1218.3181487212885,2485.2472530298087,615.1382119917477,4.0,2.0,4.0,2.0,1.0,675.7214000197308,1126.795158850222,297.7065574914092,133.95285081745195,195.27266990319674,881.6625921306643,2257.677131744208,605.616267048494,0.0,0.0,530.6006466497023,0.0,1.0,0.0,610.6687818427307,1172.595754701023,12.9024,134.5536,0.0,16.0,0.0,0.0,2.0,1.0,0.0,2310.786393607623,10789.272121016777,18807.570444229455,249.2989834596051,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
827,3465.2160000000003,958.464,0.0,0.0,811.008,442.36800000000005,3133.44,36.864000000000004,1152.0000000000002,1612.8000000000004,6451.200000000001,0.0,5875.200000000001,3340.8,0.0,0.0,5160.8,645.1,645.1,3170.38405715048,1129.7597713061068,2935.349673307266,765.2455529148743,227.77716176149585,931.0184957841693,2804.265097999946,880.837175441951,2.0,4.0,4.0,2.0,1.0,2801.7069431782747,45.00020944893013,0.0,214.4350322741471,93.03617047337495,6697.961094557281,281.0862116999423,202.12290965505215,278.99100889635747,148.1470239522278,0.0,0.0,1.0,1789.760139619061,0.0,234.6995604658523,125.3376,22.1184,4.0,12.0,0.0,2.0,0.0,0.0,1.0,22349.34219175306,2010.6865342562674,0.0,247.83143769080328,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
828,3280.896,884.7360000000001,258.048,0.0,626.688,626.6880000000001,2949.1200000000003,221.184,1612.8000000000006,1152.0000000000002,5875.200000000001,576.0000000000001,7027.200000000001,1612.8000000000002,576.0000000000001,0.0,6451.0,0.0,0.0,1656.0595626696088,1375.9888517675836,1743.1135276635055,684.7197633296348,574.1429420574578,2413.774349359827,3482.1024719250445,382.07040630022163,0.0,6.0,6.0,0.0,1.0,2412.28487007434,0.0,0.0,277.64830056109605,0.0,3892.3493040228586,0.0,0.0,663.1470253216825,0.0,0.0,1.0,0.0,2296.4257322996527,0.0,0.0,143.7696,3.6864,8.0,8.0,0.0,0.0,2.0,1.0,0.0,16460.30905857169,814.7565037575313,0.0,213.2900538888595,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
829,3465.2160000000003,921.6,36.864000000000004,0.0,774.144,626.6880000000001,3022.848,0.0,1382.4,1497.6000000000004,6105.600000000001,230.40000000000006,7257.600000000001,1728.0000000000002,230.40000000000003,0.0,6451.0,0.0,0.0,2389.3603345474494,1743.4140226921234,2166.9197414674964,489.42301065469263,590.8366755823206,1523.9522292874237,2950.566404442132,827.4989277821275,2.0,8.0,2.0,0.0,1.0,1672.8126307532862,0.0,0.0,187.0060548031713,27.211293434016635,3268.6288313923687,86.25644900201596,0.0,559.0527453754472,0.0,0.0,0.0,1.0,1677.1427287407942,0.0,0.0,141.9264,5.5296,12.0,4.0,2.0,0.0,0.0,1.0,0.0,22431.934098967806,2730.141087220405,0.0,264.4327844629088,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
830,3207.168,1105.92,110.592,0.0,626.6880000000001,626.688,2949.12,221.184,1267.2000000000003,1728.0000000000005,5875.200000000001,345.6000000000001,6566.4000000000015,2073.6000000000004,576.0000000000001,0.0,1935.3,2257.85,2257.85,1955.5610081041928,1212.0775555731987,1623.6294889210103,857.7955475763586,640.5081839502219,2095.4197648701243,2743.3698535314043,687.8592985927239,4.0,6.0,2.0,0.0,1.0,1539.5301791329807,361.4754873079633,0.0,105.52554058642228,205.4825826352954,3744.7798198696123,1365.8368547486489,0.0,182.07351343028392,69.97002160304518,208.72428565881208,0.0,1.0,1206.087134686234,0.0,341.9743765638126,75.5712,71.8848,0.0,16.0,0.0,2.0,0.0,1.0,0.0,8813.77119458405,11260.806760699832,2174.2843359294816,257.2533985825612,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
