cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
2909,3502.08,368.64,36.864000000000004,516.096,516.096,774.144,2580.48,552.96,691.2000000000002,2304.0000000000005,5068.800000000001,1152.0000000000002,6912.000000000001,1152.0000000000002,345.6,806.4000000000001,0.0,0.0,6451.0,1542.505306185566,1855.276863234793,2570.404331428244,2535.5041850805974,890.9212110385538,2912.0269125300415,3856.9247694255287,679.1657424057339,2.0,4.0,4.0,2.0,1.0,550.7077936502162,1382.0108576192636,528.4962887375493,0.0,248.49393980364405,994.290066666164,2290.363919176628,1285.113818405089,0.0,211.22321567316055,372.90886054069085,0.0,1.0,465.3406513906008,298.08384099119723,1114.0679398768975,9.216000000000001,138.23999999999998,0.0,16.0,2.0,0.0,0.0,1.0,0.0,669.5103583529856,12206.119297906902,17303.3456273179,82.30487556140056,79.12836641730178,91.72494345548981,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
2910,3391.4880000000003,626.688,294.91200000000003,110.592,737.28,552.96,2691.072,442.368,1612.8000000000002,1036.8000000000002,5760.000000000002,806.4000000000001,6105.6,2534.4000000000005,576.0000000000001,0.0,2257.85,1612.75,2580.4,1679.5917383437372,2208.6428360543678,1914.7645974280845,809.4939028632615,1753.2560208607588,1403.397954954234,2319.9316665674755,384.61712776551786,4.0,6.0,0.0,2.0,1.0,1484.4692523360818,380.3605027118523,0.0,63.196534607282,250.23785049339995,2207.079754249994,673.4722953422377,0.0,310.34830978889005,0.0,291.56723473085185,0.0,1.0,478.67880410686854,547.2906627138341,958.7797847763495,49.766400000000004,97.6896,0.0,16.0,0.0,0.0,2.0,1.0,0.0,7996.127592774561,7445.6216977145095,2211.672094655703,228.88223411944162,57.3653815805476,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2911,3354.6240000000003,737.28,258.048,73.72800000000001,626.688,737.28,2580.4800000000005,479.232,1497.6000000000004,1267.2000000000003,5414.4000000000015,1036.8000000000004,7372.800000000001,1382.4,460.80000000000007,0.0,2257.85,2580.4,1612.75,1740.4520216425196,1469.4594565745776,2187.001138902487,418.6499779511581,783.4629733706213,1417.2608712942688,2435.0949225445493,522.2304312413838,0.0,10.0,0.0,2.0,1.0,1745.1986521770134,568.9647499006833,38.30440247496372,0.0,296.01671109717347,3765.8131456225456,1520.5447162973337,0.0,0.0,156.050531782559,334.3699146943843,0.0,1.0,544.2011322055812,1101.3112611122483,292.33915142794956,58.9824,88.4736,8.0,8.0,0.0,2.0,0.0,1.0,0.0,5700.596074508007,5632.74579261194,2635.1863785508267,193.4842134297329,94.72946747736954,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2912,3502.08,368.64,0.0,552.96,516.096,700.416,2654.208,552.96,1497.6000000000004,1497.6000000000004,5068.800000000001,1152.0000000000002,7027.200000000001,1036.8000000000002,0.0,1152.0000000000002,0.0,0.0,6451.0,1825.50113595789,1478.678954680613,2208.3833182057033,721.2149590302005,896.7239516166744,2244.402665310859,2324.095775335223,948.4754488924857,2.0,6.0,2.0,2.0,1.0,259.02550525500027,986.1412160133259,656.0595296766276,0.0,278.7055640019955,661.3242600616799,2388.220808734008,2189.5464690612735,0.0,428.56045394198713,162.49292854559553,0.0,1.0,0.0,438.40909138593497,1244.920248786858,5.5296,141.9264,0.0,16.0,0.0,2.0,0.0,1.0,0.0,226.59164679283734,4503.868060450607,18600.21688552648,157.98959712444108,0.0,30.062352892551214,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
2913,3133.44,1290.24,0.0,0.0,589.8240000000001,774.144,3022.848,36.864000000000004,1497.6000000000004,921.6000000000001,6796.800000000001,0.0,6451.200000000001,2764.8,0.0,0.0,4838.25,967.65,645.1,1170.8530271200675,1526.7489522993053,1774.4990004821777,239.4252801341259,111.97942784517313,2318.4688814352085,1983.9652379183694,681.3053299907923,4.0,4.0,4.0,0.0,1.0,1593.38959847352,164.9712754328759,0.0,84.20586419682549,334.9714302301189,3525.2930821236437,225.72644971371943,0.0,454.54281307573103,56.88621605583458,0.0,0.0,1.0,1670.549333312913,596.4396360193323,0.0,95.8464,51.6096,8.0,8.0,0.0,2.0,0.0,0.0,1.0,13285.935410549024,7343.15043361203,850.8915965349961,182.3869189298562,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
2914,3133.44,811.008,368.64,110.592,405.504,1032.192,2469.888,516.096,1036.8000000000002,1728.0000000000005,5529.600000000001,921.6000000000003,7027.200000000001,1036.8000000000002,921.6000000000001,230.40000000000003,0.0,1290.2,5160.8,2100.000034874231,1386.6275020226306,1505.4814260041987,712.2013974783581,647.0014431257702,2500.8622570874536,2603.8742092803263,455.60255395206246,0.0,6.0,6.0,0.0,1.0,1204.495411590051,634.352474658751,112.37133772763339,0.0,258.06729267028516,2197.744806224532,918.4420701511372,65.36225427364043,190.48312708248807,600.7253769320032,0.0,0.0,1.0,543.6575981803102,462.1513747839816,566.2093484275309,29.4912,117.9648,4.0,12.0,2.0,0.0,0.0,1.0,0.0,4721.353871864533,8871.222097592568,6932.282751825678,267.0637882585262,0.0,133.21220061727485,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2915,3428.3520000000003,958.464,36.864000000000004,0.0,700.4159999999999,700.4159999999999,3022.848,0.0,1612.8000000000004,1267.2000000000003,6220.800000000001,115.20000000000003,6566.400000000001,2534.4,115.20000000000002,0.0,5483.349999999999,967.65,0.0,2566.0441666998945,2319.4742147231395,1356.1151889909293,241.77529591688176,970.2534557597183,2369.1562792400127,3346.086331423211,968.3076709673496,6.0,6.0,0.0,0.0,1.0,1701.244190182694,60.40948297129038,0.0,177.37539408510435,69.53150374240067,5290.9429430451455,0.0,0.0,515.4235114224142,0.0,0.0,0.0,1.0,1816.472604594841,447.8373728270338,0.0,117.9648,29.4912,4.0,12.0,0.0,2.0,0.0,1.0,0.0,16684.090916648907,2193.5497045006205,0.0,174.61227015464073,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2916,3133.44,737.28,147.45600000000002,405.504,589.8240000000001,663.552,2617.344,552.96,1612.8000000000004,1497.6000000000004,4953.600000000001,1152.0000000000002,6796.800000000001,1267.2000000000003,576.0000000000001,576.0000000000001,967.65,322.55,5160.8,2190.5572127543596,920.3027467297204,1871.9932781984196,1070.0682341102026,584.6351259149465,1976.5290935789658,2549.2774833340395,890.4571961395598,2.0,10.0,0.0,0.0,1.0,903.2049136599776,1008.4939852676152,324.96721840458036,0.0,288.5964067575139,2486.8789129283878,2136.568263816045,459.8643179758017,0.0,373.90431226431986,521.801040711219,0.0,1.0,0.0,610.3196795824805,1328.032055671153,16.5888,130.8672,0.0,16.0,2.0,0.0,0.0,1.0,0.0,2936.7589919765232,11531.579103615182,7327.978503573255,294.620177255468,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2917,3575.808,811.008,36.864000000000004,0.0,479.23199999999997,884.736,3022.848,36.864000000000004,1382.4000000000003,1152.0000000000002,6681.600000000001,0.0,7142.4000000000015,1958.4000000000003,115.20000000000002,0.0,3870.6,1935.3,645.1,1864.8225059718902,2061.6377948172194,2010.792909657239,295.78677883248537,677.156681720003,1699.3633251529495,2362.1653730645894,666.161377419329,0.0,12.0,0.0,0.0,1.0,1995.2398492883676,19.95854238104399,0.0,69.15901155006877,199.19573390104176,3061.462166759885,139.11209486301175,103.02368299219798,129.77362649624163,435.6306667029322,0.0,0.0,1.0,1266.0534023931366,810.2383815526623,0.0,97.6896,49.7664,8.0,8.0,0.0,2.0,0.0,1.0,0.0,11000.339982916665,6218.788281733471,702.9170277526473,241.99963005832626,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2918,3538.9440000000004,884.736,0.0,0.0,700.416,479.232,3244.032,0.0,1152.0000000000002,1958.4000000000005,5990.4000000000015,115.20000000000003,7257.600000000001,1958.4000000000003,0.0,0.0,4838.25,967.65,645.1,1767.957252471273,888.7022792559885,2105.828893840138,243.86269632501697,615.4143866713549,1530.8039932186484,2617.630646264999,1241.0525071867905,0.0,10.0,2.0,0.0,1.0,2023.1752483090486,114.91213687839252,0.0,250.95273257063434,55.744960013677485,4985.224774206783,145.8439036554738,0.0,584.6042835788296,141.79992420408274,0.0,0.0,1.0,1813.3539321448845,192.74093728341927,260.23920736102,116.1216,31.3344,8.0,8.0,0.0,0.0,2.0,1.0,0.0,13703.240890592724,4670.829241135987,1074.7593146685595,191.47231383761687,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2919,3502.08,921.6,0.0,0.0,626.688,811.008,2985.9840000000004,0.0,1036.8000000000002,1497.6000000000004,6681.600000000002,0.0,7142.400000000001,2073.6000000000004,0.0,0.0,4515.7,1290.2,645.1,1652.3676643890678,1036.2258150169139,1414.265053169258,477.9151099020577,610.2995379959715,1664.0798215423977,3221.5742194790246,1312.199996407965,2.0,6.0,2.0,2.0,1.0,1580.7249510781505,17.70939609930745,0.0,161.61476175222828,133.15827196559914,3877.62904643031,74.73271705103593,0.0,76.05329257587942,583.6558904407705,0.0,0.0,1.0,1367.6399499723257,389.500453456472,490.7048008334218,108.7488,38.7072,12.0,4.0,2.0,0.0,0.0,1.0,0.0,10111.816264485025,2849.060651227124,135.60334872008994,310.42804622694905,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2920,3317.76,552.96,184.32,368.64,589.8240000000001,811.008,2469.888,552.96,691.2000000000002,2188.8,5184.000000000001,1152.0000000000002,6912.000000000001,1152.0000000000002,345.6,806.4000000000001,0.0,645.1,5805.9,1800.8839182325194,2182.6807479087797,1310.9133707736416,1120.3173835355221,942.6986771940099,2132.888242135352,1899.4330285358712,429.5285443901006,2.0,4.0,4.0,2.0,1.0,1081.0391860351835,953.4381742499054,195.03212046589576,93.87587288473212,352.8412925761419,1542.4592407831474,1687.8870700675182,1058.345132966409,0.0,125.43575851766441,485.00316420216205,0.0,1.0,265.10606065932075,131.38284501416987,1619.259453033353,16.5888,130.8672,4.0,12.0,0.0,2.0,0.0,1.0,0.0,3261.731243868061,9979.420629958522,11626.887747592238,210.51399950914978,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
2921,3391.4880000000003,552.96,331.776,147.45600000000002,663.552,847.872,2359.2960000000003,552.96,1497.6000000000004,1497.6000000000004,5068.800000000001,1152.0000000000002,6796.800000000001,1612.8000000000002,691.2,115.20000000000002,1612.75,1935.3,2902.95,1428.4059103966804,1263.4207595575685,3319.813293987416,526.2081892467879,581.5950584828231,2320.64040638144,2303.611049651036,999.7662245693625,2.0,6.0,4.0,0.0,1.0,1749.4080250756201,1397.8856772835125,135.1229535953505,0.0,283.2751500348381,2141.8936234659236,1064.9678049094682,125.97299933810285,0.0,343.1051320228564,125.85330671385971,0.0,1.0,0.0,623.2332997981083,1276.8304639134244,35.0208,112.43520000000001,0.0,16.0,0.0,0.0,2.0,1.0,0.0,4883.832497660349,6485.902839727723,4692.753949664252,155.30761170874985,103.8953174956834,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2922,3354.6240000000003,884.7360000000001,147.45600000000002,36.864000000000004,811.008,516.096,2764.8,331.776,1382.4000000000003,1267.2000000000003,5760.000000000002,806.4000000000001,7142.400000000001,1843.2000000000003,230.40000000000003,0.0,3225.5,645.1,2580.4,2289.422815137914,2227.5400643171524,2430.372832168829,566.6690802845651,884.7978543684862,2017.558339825724,2740.2609847870076,772.0089996979746,4.0,2.0,6.0,0.0,1.0,1881.0533489457757,621.9357608240473,0.0,0.0,256.7393073531968,3241.00804854741,570.6601487835692,0.0,400.9147900099041,226.2287000622144,0.0,0.0,1.0,897.9258349101599,512.2983979409271,714.7947820252756,73.728,73.728,8.0,8.0,2.0,0.0,0.0,1.0,0.0,11234.731935806858,14656.088501239645,2250.7303121930063,170.99558535806716,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2923,3317.76,1105.92,0.0,0.0,737.28,442.368,3207.168,36.864000000000004,1382.4000000000003,1267.2000000000003,6566.4000000000015,0.0,6912.000000000001,2304.0,0.0,0.0,5483.349999999999,645.1,322.55,2085.0220411495065,1971.2515552565005,2897.223104563658,704.2337170994048,560.1867924906346,2162.771120562259,3024.9112407360035,619.599310628251,0.0,10.0,0.0,2.0,1.0,1891.1757028984966,27.50107106442803,0.0,339.31263628076255,0.0,3584.363471880189,157.59623537699753,0.0,699.9695960782539,0.0,0.0,0.0,1.0,444.51791058267315,994.3999614073169,1002.6149068407176,117.9648,29.4912,4.0,12.0,0.0,0.0,2.0,1.0,0.0,15201.285665242856,2420.8884336288484,0.0,196.60141181152176,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2924,3207.168,921.6,258.048,36.864000000000004,663.552,552.96,2838.5280000000002,368.64,1382.4,1152.0000000000002,6105.600000000001,576.0000000000001,7142.4000000000015,1267.2000000000003,576.0000000000001,230.40000000000003,1935.3,1935.3,2580.4,1828.1502632734969,2218.5797075578093,2690.3139634355784,521.652687639439,1124.0199051055242,2068.0317994839693,2599.5778044454228,632.329652116236,0.0,8.0,2.0,2.0,1.0,1162.4124514310515,293.8458204370394,11.723207646720676,72.34427148089007,226.42046434128574,2082.2430752369783,605.480505264753,0.0,285.5414090282537,367.59902460405755,0.0,0.0,1.0,390.2601020796059,1458.1628324429862,0.0,55.296,92.16,0.0,16.0,2.0,0.0,0.0,1.0,0.0,7411.173142654368,9490.408244488073,2404.686398423467,190.24030525158403,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2925,3502.08,589.8240000000001,331.77600000000007,0.0,884.736,368.64,2912.256,258.048,1497.6000000000004,1036.8000000000002,6105.600000000001,576.0000000000001,7372.800000000001,921.6000000000001,806.4000000000001,115.20000000000002,6451.0,0.0,0.0,1370.414469059309,1613.5852511556927,2056.447714408143,834.2291150120695,736.435165378205,1221.748882596396,3002.620740031618,653.7734755493524,0.0,6.0,4.0,2.0,1.0,2476.303944453477,0.0,0.0,320.5442761473519,0.0,3980.826640975237,51.128994690461454,0.0,592.8028703121831,0.0,0.0,0.0,1.0,1782.947164619403,0.0,0.0,143.7696,3.6864,12.0,4.0,0.0,0.0,2.0,1.0,0.0,21689.51376794568,418.66560084111813,0.0,277.47943623385027,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2926,3354.6240000000003,921.6,147.45600000000002,0.0,774.144,368.64,3280.896,0.0,1036.8000000000002,1612.8000000000004,6451.200000000002,115.20000000000003,7833.600000000001,1152.0000000000002,230.40000000000003,0.0,5483.349999999999,967.65,0.0,1960.1290200709757,1333.6413802113407,2309.9603213517667,865.8656579806664,1014.718139670169,1800.7432714869458,3156.223536532167,578.6461991295886,2.0,6.0,2.0,2.0,1.0,1979.6782365016606,0.0,0.0,233.96564656616948,94.87928843264855,4568.410268289668,0.0,0.0,585.3905941022527,102.4695601403513,0.0,1.0,0.0,2156.556289847364,0.0,0.0,136.39679999999998,11.0592,8.0,8.0,2.0,0.0,0.0,1.0,0.0,18934.345772758297,1213.0758376953258,0.0,197.82952691350107,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2927,3465.2160000000003,479.232,331.776,147.45600000000002,589.8240000000001,552.96,2764.8,516.096,806.4000000000002,1958.4000000000005,5414.4000000000015,1036.8000000000004,6796.800000000001,1382.4000000000003,921.6000000000001,115.20000000000002,1612.75,322.55,4515.7,2462.190007915645,1755.5660917100834,1270.8564544139567,781.9456981441857,902.0387751850135,1920.8567060115306,2918.8871100642814,473.08380987751644,2.0,6.0,2.0,2.0,1.0,1343.2343416236163,954.7959791394833,60.37000425929287,54.67948880106374,228.99931152004152,2887.320371274265,1272.2525448844895,270.1430918256228,274.07024525290274,115.5121049535989,94.50570357073994,0.0,1.0,127.50833174671854,676.1900407929479,655.4633637349166,27.648,119.80799999999999,0.0,16.0,2.0,0.0,0.0,1.0,0.0,4011.3702236866256,7761.201236104338,4755.607439136143,227.27333150800297,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2928,3170.304,737.28,73.72800000000001,442.368,626.6880000000001,626.6880000000001,2617.344,552.96,1843.2000000000005,1036.8000000000002,5184.000000000001,1152.0000000000002,7142.4000000000015,921.6000000000001,806.4000000000001,345.6,645.1,967.65,4838.25,1907.6963861193872,1805.2639872074126,1360.6176148583208,511.2755034975361,717.3078947476939,1871.3162707752315,3029.269159054243,189.36278251018246,4.0,6.0,0.0,2.0,1.0,1134.300916178936,1258.9475038400246,321.9069165228125,0.0,267.65909106427,2029.6289511637674,2082.440427951542,460.233563256793,0.0,344.668334475089,211.66653964709087,0.0,1.0,281.8099198103598,722.4727573977743,1194.5874020531896,27.648,119.808,0.0,16.0,2.0,0.0,0.0,1.0,0.0,3015.433488280275,8000.182909244179,8427.83094778799,226.81114150038425,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2929,3575.808,294.912,0.0,552.96,737.28,552.96,2580.48,552.96,1036.8000000000002,1728.0000000000005,5299.200000000002,1152.0000000000002,7603.200000000001,460.80000000000007,0.0,1152.0000000000002,0.0,322.55,6128.450000000001,1534.1379657011828,1396.7829613855279,1877.9458067357048,1086.1697253536063,510.60037472643614,2179.823242024062,2678.8039697563345,445.51774481341397,4.0,6.0,0.0,2.0,1.0,73.538744338168,773.687742612748,822.8221855199903,0.0,485.7020726022109,460.94805063186584,1328.6559761920357,1623.7065316998226,0.0,0.0,776.9088999425876,0.0,1.0,0.0,0.0,2114.2734476519745,0.0,147.456,0.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,1420.4430813531005,13514.754221360363,126.91640830514821,166.8081391877532,77.0850685695867,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0
2930,3391.4880000000003,663.552,294.91200000000003,73.72800000000001,552.96,737.28,2801.664,331.776,1036.8000000000002,1958.4000000000003,5299.200000000001,921.6000000000003,7027.200000000001,1382.4,691.2000000000002,115.20000000000002,2257.85,1612.75,2580.4,2649.4688909488323,1723.924974121078,1116.0930281048834,811.8507465357433,251.74819541358517,1815.505017116132,2167.5741189500404,731.0722666147221,4.0,6.0,2.0,0.0,1.0,706.6645257159472,301.64373787784217,0.0,188.76561149133457,95.0330035909291,2830.130831447578,1023.2360975419417,69.39002688826646,143.75880687746812,442.2972238746567,0.0,0.0,1.0,265.62319993948864,994.6903334155077,1297.4172037972453,51.6096,95.8464,0.0,16.0,2.0,0.0,0.0,1.0,0.0,11370.555668125699,10348.476479348314,2027.0867394052327,224.00454159547525,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2931,3538.9440000000004,700.4159999999999,184.32,0.0,774.144,700.416,2617.344,331.776,1612.8000000000004,1612.8000000000004,5184.000000000001,806.4000000000001,6336.000000000001,2304.0000000000005,576.0000000000001,0.0,6451.0,0.0,0.0,1034.6914045053586,1740.2888285438771,1992.8723350967034,1366.6049750505613,259.55634605025466,1516.9774710466647,3108.0674539504985,257.5767848449352,4.0,6.0,2.0,0.0,1.0,2450.3289648716222,0.0,0.0,200.63002869993392,0.0,3668.108161842359,0.0,0.0,657.7114718842563,0.0,0.0,1.0,0.0,1611.042602061369,122.3022403447337,0.0,143.7696,3.6864,16.0,0.0,0.0,0.0,2.0,0.0,1.0,12269.219816752091,338.5760512813944,0.0,225.01391664149006,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
2932,3170.304,1216.512,36.864000000000004,0.0,737.28,552.96,3096.576,36.864000000000004,1612.8000000000002,1152.0000000000002,6451.200000000002,0.0,7142.4000000000015,2073.6000000000004,0.0,0.0,5483.349999999999,967.65,0.0,1670.9013455126337,1111.1899456885628,1634.5135638091517,733.8748384230586,1050.0020841327018,1327.011800992454,2524.5033914335613,681.4061960595787,6.0,4.0,2.0,0.0,1.0,2356.079912767784,159.70880359653606,23.46185585377958,121.11145429846869,128.85535956163335,4025.351491247337,298.864745274818,0.0,157.02524083757123,500.5730841317154,0.0,0.0,1.0,888.1212213022745,1331.5767331604748,438.7654304450253,99.53280000000001,47.9232,0.0,16.0,0.0,2.0,0.0,1.0,0.0,15309.650301230904,6795.537366568361,868.1577213478693,198.8805206246114,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2933,3280.896,626.6880000000001,368.64,147.45600000000002,663.552,884.7360000000001,2322.4320000000002,552.96,1036.8000000000002,1382.4000000000003,5644.800000000001,1152.0000000000002,6566.400000000001,1497.6000000000001,921.6000000000001,230.40000000000003,1290.2,645.1,4515.7,1154.832679883019,1408.1237176540176,1917.078528851868,534.8141227622867,851.1828555910531,1658.4751745638087,3049.6244307723855,426.4348568575323,2.0,8.0,2.0,0.0,1.0,1329.159163826223,717.8153595479844,152.9444791830938,45.58202452443048,227.36591294478214,2436.276137135719,1378.6622605301934,0.0,138.28503780860353,159.88590755561899,248.99708987645658,0.0,1.0,0.0,1646.9713589046805,614.5930365130221,29.4912,117.9648,0.0,16.0,0.0,0.0,2.0,1.0,0.0,4480.4439059323995,10525.195709720268,3636.152968778768,293.4674171583257,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2934,3465.2160000000003,921.6000000000001,36.864000000000004,0.0,847.8720000000001,368.64,3170.304,36.864000000000004,1036.8000000000002,1382.4000000000003,6566.4000000000015,230.40000000000006,6566.4000000000015,2649.6000000000004,0.0,0.0,5160.8,967.65,322.55,1197.1878881468372,1348.3659494836438,1990.0993574813738,496.606406517339,838.2201089306079,1721.4275311925667,4566.469649437447,954.4159557817632,0.0,4.0,6.0,2.0,1.0,1799.322734274935,90.59776430264832,25.42667199911705,218.61947654254647,34.850819691051534,3191.6519907039096,164.291586610987,0.0,267.6440045673721,279.389868823294,0.0,0.0,1.0,1587.4320257097947,275.7633465729061,0.0,103.2192,44.2368,4.0,12.0,0.0,0.0,2.0,1.0,0.0,14868.804341026502,6455.44250085,0.0,171.0769695731257,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2935,3280.896,626.688,221.184,294.91200000000003,737.28,737.28,2396.1600000000003,552.96,1267.2000000000003,1612.8000000000004,5299.200000000001,1036.8000000000004,7603.200000000002,460.80000000000007,345.6,806.4000000000001,645.1,0.0,5805.9,2050.3970886816032,2289.0858729644406,2333.295692003612,1039.9611143046936,551.0261600395352,2092.586514252956,2323.767892964052,961.8218654137376,0.0,10.0,2.0,0.0,1.0,940.7297727948832,784.2842300564377,187.77422343219754,0.0,313.57281108892874,2744.8951702667155,2510.5619515288345,275.3072505615865,92.42223381346979,571.8799440129183,89.95785245843474,0.0,1.0,595.2989511860405,1079.6025834898503,848.0768400075071,31.3344,116.1216,0.0,16.0,2.0,0.0,0.0,1.0,0.0,4411.026582526552,7435.3470558929885,4465.480138780633,235.5395208462648,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
2936,3096.576,1216.512,110.592,0.0,663.552,700.416,2949.12,110.592,1382.4000000000003,1497.6000000000004,6336.000000000002,0.0,6912.000000000001,1728.0000000000002,576.0000000000001,0.0,3870.6,2580.4,0.0,1321.3413248135012,1689.4813785907686,2118.00989623802,511.99998218478765,663.6934474375275,1683.4542844664188,2663.074815412875,611.9477119331679,2.0,6.0,4.0,0.0,1.0,1589.2799150545386,169.40842461828123,0.0,380.4704817230811,0.0,3120.184295578148,222.37774044494353,0.0,150.51332656265404,520.0067103978422,0.0,0.0,1.0,670.1867126505897,493.0937840171839,697.9091863256591,75.5712,71.8848,0.0,16.0,0.0,2.0,0.0,1.0,0.0,12634.435513983757,10580.384414725268,1893.7469853428615,168.25801034616083,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2937,3465.2160000000003,552.96,331.776,73.72800000000001,663.552,626.688,2727.936,405.504,1382.4,921.6000000000003,6105.600000000001,806.4000000000001,6796.800000000001,1728.0000000000002,691.2,0.0,1935.3,1612.75,2902.95,2004.6585728764567,1093.0047735063192,2325.650079465979,1218.0098844145891,407.70907235041244,1350.0846593295905,2561.0551609610875,599.0692267484185,2.0,4.0,4.0,2.0,1.0,1305.210174949446,523.1968396081124,29.21237614373252,59.181462992695224,359.9479966776436,2963.433833984958,731.5707968427388,48.91293242239019,322.071539622079,218.31701621121323,137.8956531905675,0.0,1.0,751.069265039598,592.0538864730308,296.5431449406265,44.236799999999995,103.2192,4.0,12.0,2.0,0.0,0.0,1.0,0.0,6839.040407742615,6758.697406280729,2747.7653092768765,240.29227993227855,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
2938,3465.2160000000003,405.504,0.0,552.96,589.8240000000001,774.144,2506.752,552.96,1612.8000000000002,1382.4000000000003,5068.800000000001,1152.0000000000002,7372.800000000001,691.2,0.0,1152.0000000000002,0.0,322.55,6128.450000000001,2497.0921179301677,2372.0486106288154,1189.2600152487976,358.4126674509005,854.9986131295523,1967.3238528017885,1780.714465893848,578.3037587174838,4.0,6.0,0.0,2.0,1.0,221.80259326212717,1047.708345819778,409.08464129655783,0.0,369.87607396678743,765.0714653505531,2248.8521007882073,929.2744515873844,0.0,0.0,707.1082704869502,0.0,1.0,0.0,977.8631212927594,855.2190998812181,11.0592,136.39679999999998,0.0,16.0,0.0,2.0,0.0,1.0,0.0,672.5598490020932,6599.231094793344,10923.716564460663,72.26922291884918,137.0154335467607,77.90441499047418,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0
