Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(汐),Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(汐),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB
W,W40X278,W40X278,F,278,82.3,40.2,40  1/8 ,每,每,每,12,12,每,每,每,1.03,1,  1/2 ,1.81,1 13/16,每,每,每,2.99,3  1/16,1  3/4 ,每,每,每,每,每,3.31,每,每,33.3,每,每,20500,1190,1020,15.8,521,140,87.1,2.52,每,每,每,65,192000,每,115,622,每,每,190,587,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.13,38.4,112,124,W1000X415,W1000X415,415,53100,1020,1020,每,每,每,305,305,每,每,每,26.2,25.4,12.7,46,46,每,每,每,75.9,77.8,44.5,每,每,每,每,每,3.31,每,每,33.3,每,每,8530,19500,16700,401,217,2290,1430,64,每,每,每,27100,51600,每,74200,259,每,每,3110,9620,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,79.5,975,2840,3150
W,W40X264,W40X264,F,264,77.4,40,40,每,每,每,11.9,11  7/8 ,每,每,每,0.96, 15/16,  1/2 ,1.73,1  3/4 ,每,每,每,2.91,3,1 11/16,每,每,每,每,每,3.45,每,每,35.6,每,每,19400,1130,971,15.8,493,132,82.6,2.52,每,每,每,56.1,181000,每,114,589,每,每,182,555,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.12,38.3,112,124,W1000X393,W1000X393,393,49900,1020,1020,每,每,每,302,302,每,每,每,24.4,23.8,12.7,43.9,44.4,每,每,每,73.9,76.2,42.9,每,每,每,每,每,3.45,每,每,35.6,每,每,8070,18500,15900,401,205,2160,1350,64,每,每,每,23400,48600,每,73500,245,每,每,2980,9090,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,79.2,973,2840,3150
W,W40X235,W40X235,F,235,69.1,39.7,39  3/4 ,每,每,每,11.9,11  7/8 ,每,每,每,0.83, 13/16,  7/16,1.58,1  9/16,每,每,每,2.76,2  7/8 ,1  5/8 ,每,每,每,每,每,3.77,每,每,41.2,每,每,17400,1010,875,15.9,444,118,74.6,2.54,每,每,每,41.3,161000,每,113,530,每,每,166,495,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.11,38.1,111,123,W1000X350,W1000X350,350,44600,1010,1010,每,每,每,302,302,每,每,每,21.1,20.6,11.1,40.1,39.7,每,每,每,70.1,73,41.3,每,每,每,每,每,3.77,每,每,41.2,每,每,7240,16600,14300,404,185,1930,1220,64.5,每,每,每,17200,43200,每,72900,221,每,每,2720,8110,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,79,968,2820,3120
W,W40X211,W40X211,F,211,62.1,39.4,39  3/8 ,每,每,每,11.8,11  3/4 ,每,每,每,0.75,  3/4 ,  3/8 ,1.42,1  7/16,每,每,每,2.6,2 11/16,1  9/16,每,每,每,每,每,4.17,每,每,45.6,每,每,15500,906,786,15.8,390,105,66.1,2.51,每,每,每,30.4,141000,每,112,468,每,每,148,442,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.07,38,110,122,W1000X314,W1000X314,314,40100,1000,1000,每,每,每,300,298,每,每,每,19.1,19,9.52,36.1,36.5,每,每,每,66,68.3,39.7,每,每,每,每,每,4.17,每,每,45.6,每,每,6450,14800,12900,401,162,1720,1080,63.8,每,每,每,12700,37900,每,72300,195,每,每,2430,7240,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,78,965,2790,3100
W,W40X183,W40X183,F,183,53.3,39,39,每,每,每,11.8,11  3/4 ,每,每,每,0.65,  5/8 ,  5/16,1.2,1  3/16,每,每,每,2.38,2  1/2 ,1  9/16,每,每,每,每,每,4.92,每,每,52.6,每,每,13200,774,675,15.7,331,88.3,56,2.49,每,每,每,19.3,118000,每,112,395,每,每,126,376,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.04,37.8,110,122,W1000X272,W1000X272,272,34400,991,991,每,每,每,300,298,每,每,每,16.5,15.9,7.94,30.5,30.2,每,每,每,60.5,63.5,39.7,每,每,每,每,每,4.92,每,每,52.6,每,每,5490,12700,11100,399,138,1450,918,63.2,每,每,每,8030,31700,每,72300,164,每,每,2060,6160,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,77.2,960,2790,3100
W,W40X167,W40X167,F,167,49.3,38.6,38  5/8 ,每,每,每,11.8,11  3/4 ,每,每,每,0.65,  5/8 ,  5/16,1.03,1,每,每,每,2.21,2  5/16,1  9/16,每,每,每,每,每,5.76,每,每,52.6,每,每,11600,693,600,15.3,283,76,47.9,2.4,每,每,每,14,99700,每,111,336,每,每,107,336,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,2.98,37.6,109,121,W1000X249,W1000X249,249,31800,980,981,每,每,每,300,298,每,每,每,16.5,15.9,7.94,26.2,25.4,每,每,每,56.1,58.7,39.7,每,每,每,每,每,5.76,每,每,52.6,每,每,4830,11400,9830,389,118,1250,785,61,每,每,每,5830,26800,每,71600,140,每,每,1750,5510,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,75.7,955,2770,3070
W,W40X149,W40X149,F,149,43.8,38.2,38  1/4 ,每,每,每,11.8,11  3/4 ,每,每,每,0.63,  5/8 ,  5/16,0.83, 13/16,每,每,每,2.01,2  1/8 ,1  1/2 ,每,每,每,每,每,7.11,每,每,54.3,每,每,9800,598,513,15,229,62.2,38.8,2.29,每,每,每,9.36,80000,每,110,270,每,每,86.7,288,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,2.89,37.4,108,120,W1000X222,W1000X222,222,28300,970,972,每,每,每,300,298,每,每,每,16,15.9,7.94,21.1,20.6,每,每,每,51.1,54,38.1,每,每,每,每,每,7.11,每,每,54.3,每,每,4080,9800,8410,381,95.3,1020,636,58.2,每,每,每,3900,21500,每,71000,112,每,每,1420,4720,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,73.4,950,2740,3050
W,W36X652,W36X652,T,652,192,41.1,41,每,每,每,17.6,17  5/8 ,每,每,每,1.97,2,1,3.54,3  9/16,每,每,每,4.49,4 13/16,2  3/16,每,每,每,每,每,2.48,每,每,16.3,每,每,50600,2910,2460,16.2,3230,581,367,4.1,每,每,每,593,1130000,每,165,2560,每,每,518,1450,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.96,37.6,129,147,W920X970,W920X970,970,124000,1040,1040,每,每,每,447,448,每,每,每,50,50.8,25.4,89.9,90.5,每,每,每,114,122,55.6,每,每,每,每,每,2.48,每,每,16.3,每,每,21100,47700,40300,411,1340,9520,6010,104,每,每,每,247000,303000,每,106000,1070,每,每,8490,23800,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,126,955,3280,3730
W,W36X529,W36X529,T,529,156,39.8,39  3/4 ,每,每,每,17.2,17  1/4 ,每,每,每,1.61,1  5/8 , 13/16,2.91,2 15/16,每,每,每,3.86,4  3/16,2,每,每,每,每,每,2.96,每,每,19.9,每,每,39600,2330,1990,16,2490,454,289,4,每,每,每,327,846000,每,159,1990,每,每,419,1160,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.8,36.9,127,144,W920X787,W920X787,787,101000,1010,1010,每,每,每,437,438,每,每,每,40.9,41.3,20.6,73.9,74.6,每,每,每,98,106,50.8,每,每,每,每,每,2.96,每,每,19.9,每,每,16500,38200,32600,406,1040,7440,4740,102,每,每,每,136000,227000,每,103000,828,每,每,6870,19000,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,122,937,3230,3660
W,W36X487,W36X487,T,487,143,39.3,39  3/8 ,每,每,每,17.1,17  1/8 ,每,每,每,1.5,1  1/2 ,  3/4 ,2.68,2 11/16,每,每,每,3.63,4,1  7/8 ,每,每,每,每,每,3.19,每,每,21.4,每,每,36000,2130,1830,15.8,2250,412,263,3.96,每,每,每,258,754000,每,157,1800,每,每,383,1060,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.74,36.6,125,142,W920X725,W920X725,725,92300,998,1000,每,每,每,434,435,每,每,每,38.1,38.1,19,68.1,68.3,每,每,每,92.2,102,47.6,每,每,每,每,每,3.19,每,每,21.4,每,每,15000,34900,30000,401,937,6750,4310,101,每,每,每,107000,202000,每,101000,749,每,每,6280,17400,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,120,930,3180,3610
W,W36X441,W36X441,T,441,130,38.9,38  7/8 ,每,每,每,17,17,每,每,每,1.36,1  3/8 , 11/16,2.44,2  7/16,每,每,每,3.39,3  3/4 ,1  7/8 ,每,每,每,每,每,3.48,每,每,23.6,每,每,32100,1910,1650,15.7,1990,368,235,3.92,每,每,每,194,661000,每,154,1600,每,每,347,950,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.69,36.5,124,141,W920X656,W920X656,656,83900,988,987,每,每,每,432,432,每,每,每,34.5,34.9,17.5,62,61.9,每,每,每,86.1,95.3,47.6,每,每,每,每,每,3.48,每,每,23.6,每,每,13400,31300,27000,399,828,6030,3850,99.6,每,每,每,80700,178000,每,99400,666,每,每,5690,15600,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,119,927,3150,3580
W,W36X395,W36X395,T,395,116,38.4,38  3/8 ,每,每,每,16.8,16  7/8 ,每,每,每,1.22,1  1/4 ,  5/8 ,2.2,2  3/16,每,每,每,3.15,3  7/16,1 13/16,每,每,每,每,每,3.83,每,每,26.3,每,每,28500,1710,1490,15.7,1750,325,208,3.88,每,每,每,142,575000,每,152,1410,每,每,311,847,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.61,36.2,123,140,W920X588,W920X588,588,74800,975,975,每,每,每,427,429,每,每,每,31,31.8,15.9,55.9,55.6,每,每,每,80,87.3,46,每,每,每,每,每,3.83,每,每,26.3,每,每,11900,28000,24400,399,728,5330,3410,98.6,每,每,每,59100,154000,每,98100,587,每,每,5100,13900,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,117,919,3120,3560
W,W36X361,W36X361,T,361,106,38,38,每,每,每,16.7,16  3/4 ,每,每,每,1.12,1  1/8 ,  9/16,2.01,2,每,每,每,2.96,3  5/16,1  3/4 ,每,每,每,每,每,4.16,每,每,28.6,每,每,25700,1550,1350,15.6,1570,293,188,3.85,每,每,每,109,509000,每,150,1270,每,每,282,767,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.58,36,122,139,W920X537,W920X537,537,68400,965,965,每,每,每,424,425,每,每,每,28.4,28.6,14.3,51.1,50.8,每,每,每,75.2,84.1,44.5,每,每,每,每,每,4.16,每,每,28.6,每,每,10700,25400,22100,396,653,4800,3080,97.8,每,每,每,45400,137000,每,96800,529,每,每,4620,12600,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,116,914,3100,3530
W,W36X330,W36X330,F,330,96.9,37.7,37  5/8 ,每,每,每,16.6,16  5/8 ,每,每,每,1.02,1,  1/2 ,1.85,1  7/8 ,每,每,每,2.8,3  1/8 ,1  3/4 ,每,每,每,每,每,4.49,每,每,31.4,每,每,23300,1410,1240,15.5,1420,265,171,3.83,每,每,每,84.3,456000,每,149,1150,每,每,259,698,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.53,35.9,121,138,W920X491,W920X491,491,62500,958,956,每,每,每,422,422,每,每,每,25.9,25.4,12.7,47,47.6,每,每,每,71.1,79.4,44.5,每,每,每,每,每,4.49,每,每,31.4,每,每,9700,23100,20300,394,591,4340,2800,97.3,每,每,每,35100,122000,每,96100,479,每,每,4240,11400,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,115,912,3070,3510
W,W36X302,W36X302,F,302,89,37.3,37  3/8 ,每,每,每,16.7,16  5/8 ,每,每,每,0.945, 15/16,  1/2 ,1.68,1 11/16,每,每,每,2.63,3,1 11/16,每,每,每,每,每,4.96,每,每,33.9,每,每,21100,1280,1130,15.4,1300,241,156,3.82,每,每,每,64.3,412000,每,148,1040,每,每,235,635,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.53,35.6,121,138,W920X449,W920X449,449,57400,947,949,每,每,每,424,422,每,每,每,24,23.8,12.7,42.7,42.9,每,每,每,66.8,76.2,42.9,每,每,每,每,每,4.96,每,每,33.9,每,每,8780,21000,18500,391,541,3950,2560,97,每,每,每,26800,111000,每,95500,433,每,每,3850,10400,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,115,904,3070,3510
W,W36X282,W36X282,F,282,82.9,37.1,37  1/8 ,每,每,每,16.6,16  5/8 ,每,每,每,0.885,  7/8 ,  7/16,1.57,1  9/16,每,每,每,2.52,2  7/8 ,1  5/8 ,每,每,每,每,每,5.29,每,每,36.2,每,每,19600,1190,1050,15.4,1200,223,144,3.8,每,每,每,52.7,378000,每,147,960,每,每,219,591,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.5,35.5,120,137,W920X420,W920X420,420,53500,942,943,每,每,每,422,422,每,每,每,22.5,22.2,11.1,39.9,39.7,每,每,每,64,73,41.3,每,每,每,每,每,5.29,每,每,36.2,每,每,8160,19500,17200,391,499,3650,2360,96.5,每,每,每,21900,102000,每,94800,400,每,每,3590,9680,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,114,902,3050,3480
W,W36X262,W36X262,F,262,77.2,36.9,36  7/8 ,每,每,每,16.6,16  1/2 ,每,每,每,0.84, 13/16,  7/16,1.44,1  7/16,每,每,每,2.39,2  3/4 ,1  5/8 ,每,每,每,每,每,5.75,每,每,38.2,每,每,17900,1100,972,15.3,1090,204,132,3.76,每,每,每,41.6,342000,每,147,873,每,每,200,543,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.46,35.5,120,137,W920X390,W920X390,390,49800,937,937,每,每,每,422,419,每,每,每,21.3,20.6,11.1,36.6,36.5,每,每,每,60.7,69.9,41.3,每,每,每,每,每,5.75,每,每,38.2,每,每,7450,18000,15900,389,454,3340,2160,95.5,每,每,每,17300,91800,每,94800,363,每,每,3280,8900,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,113,902,3050,3480
W,W36X247,W36X247,F,247,72.5,36.7,36  5/8 ,每,每,每,16.5,16  1/2 ,每,每,每,0.8, 13/16,  7/16,1.35,1  3/8 ,每,每,每,2.3,2  5/8 ,1  5/8 ,每,每,每,每,每,6.11,每,每,40.1,每,每,16700,1030,913,15.2,1010,190,123,3.74,每,每,每,34.7,316000,每,146,812,每,每,187,509,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.42,35.4,120,136,W920X368,W920X368,368,46800,932,930,每,每,每,419,419,每,每,每,20.3,20.6,11.1,34.3,34.9,每,每,每,58.4,66.7,41.3,每,每,每,每,每,6.11,每,每,40.1,每,每,6950,16900,15000,386,420,3110,2020,95,每,每,每,14400,84900,每,94200,338,每,每,3060,8340,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,112,899,3050,3450
W,W36X231,W36X231,F,231,68.2,36.5,36  1/2 ,每,每,每,16.5,16  1/2 ,每,每,每,0.76,  3/4 ,  3/8 ,1.26,1  1/4 ,每,每,每,2.21,2  9/16,1  9/16,每,每,每,每,每,6.54,每,每,42.2,每,每,15600,963,854,15.1,940,176,114,3.71,每,每,每,28.7,292000,每,145,756,每,每,175,476,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.4,35.2,120,136,W920X344,W920X344,344,44000,927,927,每,每,每,419,419,每,每,每,19.3,19,9.52,32,31.8,每,每,每,56.1,65.1,39.7,每,每,每,每,每,6.54,每,每,42.2,每,每,6490,15800,14000,384,391,2880,1870,94.2,每,每,每,11900,78400,每,93500,315,每,每,2870,7800,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,112,894,3050,3450
W,W36X256,W36X256,F,256,75.3,37.4,37  3/8 ,每,每,每,12.2,12  1/4 ,每,每,每,0.96, 15/16,  1/2 ,1.73,1  3/4 ,每,每,每,2.48,2  5/8 ,1  5/16,每,每,每,每,每,3.53,每,每,33.8,每,每,16800,1040,895,14.9,528,137,86.5,2.65,每,每,每,52.9,168000,每,109,576,每,每,174,516,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.24,35.7,108,120,W920X381,W920X381,381,48600,951,949,每,每,每,310,311,每,每,每,24.4,23.8,12.7,43.9,44.4,每,每,每,63,66.7,33.3,每,每,每,每,每,3.53,每,每,33.8,每,每,6990,17000,14700,378,220,2250,1420,67.3,每,每,每,22000,45100,每,70300,240,每,每,2850,8460,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,82.3,907,2740,3050
W,W36X232,W36X232,F,232,68,37.1,37  1/8 ,每,每,每,12.1,12  1/8 ,每,每,每,0.87,  7/8 ,  7/16,1.57,1  9/16,每,每,每,2.32,2  7/16,1  1/4 ,每,每,每,每,每,3.86,每,每,37.3,每,每,15000,936,809,14.8,468,122,77.2,2.62,每,每,每,39.6,148000,每,108,512,每,每,157,464,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.21,35.5,108,120,W920X345,W920X345,345,43900,943,943,每,每,每,307,308,每,每,每,22.1,22.2,11.1,39.9,39.7,每,每,每,58.9,61.9,31.8,每,每,每,每,每,3.86,每,每,37.3,每,每,6240,15300,13300,376,195,2000,1270,66.5,每,每,每,16500,39700,每,69700,213,每,每,2570,7600,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,81.5,902,2740,3050
W,W36X210,W36X210,F,210,61.9,36.7,36  3/4 ,每,每,每,12.2,12  1/8 ,每,每,每,0.83, 13/16,  7/16,1.36,1  3/8 ,每,每,每,2.11,2  5/16,1  1/4 ,每,每,每,每,每,4.48,每,每,39.1,每,每,13200,833,719,14.6,411,107,67.5,2.58,每,每,每,28,128000,每,108,446,每,每,136,412,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.18,35.3,107,119,W920X313,W920X313,313,39900,932,933,每,每,每,310,308,每,每,每,21.1,20.6,11.1,34.5,34.9,每,每,每,53.6,58.7,31.8,每,每,每,每,每,4.48,每,每,39.1,每,每,5490,13700,11800,371,171,1750,1110,65.5,每,每,每,11700,34400,每,69700,186,每,每,2230,6750,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,80.8,897,2720,3020
W,W36X194,W36X194,F,194,57,36.5,36  1/2 ,每,每,每,12.1,12  1/8 ,每,每,每,0.765,  3/4 ,  3/8 ,1.26,1  1/4 ,每,每,每,2.01,2  3/16,1  3/16,每,每,每,每,每,4.81,每,每,42.4,每,每,12100,767,664,14.6,375,97.7,61.9,2.56,每,每,每,22.2,116000,每,107,407,每,每,126,379,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.15,35.2,107,119,W920X289,W920X289,289,36800,927,927,每,每,每,307,308,每,每,每,19.4,19,9.52,32,31.8,每,每,每,51.1,55.6,30.2,每,每,每,每,每,4.81,每,每,42.4,每,每,5040,12600,10900,371,156,1600,1010,65,每,每,每,9240,31200,每,69000,169,每,每,2060,6210,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,80,894,2720,3020
W,W36X182,W36X182,F,182,53.6,36.3,36  3/8 ,每,每,每,12.1,12  1/8 ,每,每,每,0.725,  3/4 ,  3/8 ,1.18,1  3/16,每,每,每,1.93,2  1/8 ,1  3/16,每,每,每,每,每,5.12,每,每,44.8,每,每,11300,718,623,14.5,347,90.7,57.6,2.55,每,每,每,18.5,107000,每,106,378,每,每,118,355,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.13,35.1,106,118,W920X271,W920X271,271,34600,922,924,每,每,每,307,308,每,每,每,18.4,19,9.52,30,30.2,每,每,每,49,54,30.2,每,每,每,每,每,5.12,每,每,44.8,每,每,4700,11800,10200,368,144,1490,944,64.8,每,每,每,7700,28700,每,68400,157,每,每,1930,5820,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,79.5,892,2690,3000
W,W36X170,W36X170,F,170,50,36.2,36  1/8 ,每,每,每,12,12,每,每,每,0.68, 11/16,  3/8 ,1.1,1  1/8 ,每,每,每,1.85,2,1  3/16,每,每,每,每,每,5.47,每,每,47.7,每,每,10500,668,581,14.5,320,83.8,53.2,2.53,每,每,每,15.1,98500,每,105,349,每,每,109,330,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.11,35.1,106,118,W920X253,W920X253,253,32300,919,918,每,每,每,305,305,每,每,每,17.3,17.5,9.52,27.9,28.6,每,每,每,47,50.8,30.2,每,每,每,每,每,5.47,每,每,47.7,每,每,4370,10900,9520,368,133,1370,872,64.3,每,每,每,6290,26500,每,67700,145,每,每,1790,5410,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,79,892,2690,3000
W,W36X160,W36X160,F,160,47,36,36,每,每,每,12,12,每,每,每,0.65,  5/8 ,  5/16,1.02,1,每,每,每,1.77,1 15/16,1  1/8 ,每,每,每,每,每,5.88,每,每,49.9,每,每,9760,624,542,14.4,295,77.3,49.1,2.5,每,每,每,12.4,90200,每,105,321,每,每,101,308,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.09,35,105,117,W920X238,W920X238,238,30300,914,914,每,每,每,305,305,每,每,每,16.5,15.9,7.94,25.9,25.4,每,每,每,45,49.2,28.6,每,每,每,每,每,5.88,每,每,49.9,每,每,4060,10200,8880,366,123,1270,805,63.5,每,每,每,5160,24200,每,67700,134,每,每,1660,5050,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,78.5,889,2670,2970
W,W36X150,W36X150,F,150,44.3,35.9,35  7/8 ,每,每,每,12,12,每,每,每,0.625,  5/8 ,  5/16,0.94, 15/16,每,每,每,1.69,1  7/8 ,1  1/8 ,每,每,每,每,每,6.37,每,每,51.9,每,每,9040,581,504,14.3,270,70.9,45.1,2.47,每,每,每,10.1,82200,每,105,294,每,每,93.1,287,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,3.06,35,105,117,W920X223,W920X223,223,28600,912,911,每,每,每,305,305,每,每,每,15.9,15.9,7.94,23.9,23.8,每,每,每,42.9,47.6,28.6,每,每,每,每,每,6.37,每,每,51.9,每,每,3760,9520,8260,363,112,1160,739,62.7,每,每,每,4200,22100,每,67700,122,每,每,1530,4700,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,77.7,889,2670,2970
W,W36X135,W36X135,F,135,39.9,35.6,35  1/2 ,每,每,每,12,12,每,每,每,0.6,  5/8 ,  5/16,0.79, 13/16,每,每,每,1.54,1 11/16,1  1/8 ,每,每,每,每,每,7.56,每,每,54.1,每,每,7800,509,439,14,225,59.7,37.7,2.38,每,每,每,7,68100,每,104,245,每,每,77.9,251,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,2.99,34.8,105,117,W920X201,W920X201,201,25700,904,902,每,每,每,305,305,每,每,每,15.2,15.9,7.94,20.1,20.6,每,每,每,39.1,42.9,28.6,每,每,每,每,每,7.56,每,每,54.1,每,每,3250,8340,7190,356,93.7,978,618,60.5,每,每,每,2910,18300,每,67100,102,每,每,1280,4110,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,75.9,884,2670,2970
W,W33X387,W33X387,T,387,114,36,36,每,每,每,16.2,16  1/4 ,每,每,每,1.26,1  1/4 ,  5/8 ,2.28,2  1/4 ,每,每,每,3.07,3  3/16,1  7/16,每,每,每,每,每,3.55,每,每,23.7,每,每,24300,1560,1350,14.6,1620,312,200,3.77,每,每,每,148,459000,每,137,1260,每,每,287,778,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.49,33.7,117,133,W840X576,W840X576,576,73500,914,914,每,每,每,411,413,每,每,每,32,31.8,15.9,57.9,57.2,每,每,每,78,81,36.5,每,每,每,每,每,3.55,每,每,23.7,每,每,10100,25600,22100,371,674,5110,3280,95.8,每,每,每,61600,123000,每,88400,524,每,每,4700,12700,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,114,856,2970,3380
W,W33X354,W33X354,T,354,104,35.6,35  1/2 ,每,每,每,16.1,16  1/8 ,每,每,每,1.16,1  3/16,  5/8 ,2.09,2  1/16,每,每,每,2.88,2 15/16,1  3/8 ,每,每,每,每,每,3.85,每,每,25.7,每,每,22000,1420,1240,14.5,1460,282,181,3.74,每,每,每,115,408000,每,135,1130,每,每,262,707,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.44,33.5,116,132,W840X527,W840X527,527,67100,904,902,每,每,每,409,410,每,每,每,29.5,30.2,15.9,53.1,52.4,每,每,每,73.2,74.6,34.9,每,每,每,每,每,3.85,每,每,25.7,每,每,9160,23300,20300,368,608,4620,2970,95,每,每,每,47900,110000,每,87100,470,每,每,4290,11600,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,113,851,2950,3350
W,W33X318,W33X318,F,318,93.7,35.2,35  1/8 ,每,每,每,16,16,每,每,每,1.04,1  1/16,  9/16,1.89,1  7/8 ,每,每,每,2.68,2  3/4 ,1  5/16,每,每,每,每,每,4.23,每,每,28.7,每,每,19500,1270,1110,14.5,1290,250,161,3.71,每,每,每,84.4,357000,每,133,1010,每,每,235,632,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,4.4,33.3,115,131,W840X473,W840X473,473,60500,894,892,每,每,每,406,406,每,每,每,26.4,27,14.3,48,47.6,每,每,每,68.1,69.9,33.3,每,每,每,每,每,4.23,每,每,28.7,每,每,8120,20800,18200,368,537,4100,2640,94.2,每,每,每,35100,95900,每,85800,420,每,每,3850,10400,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,每,112,846,2920,3330
