cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,irreparable-0
3400,3538.9440000000004,847.872,36.864000000000004,0.0,774.144,442.368,3207.168,0.0,1612.8000000000002,1612.8000000000004,5990.4000000000015,0.0,7948.800000000001,1267.2000000000003,0.0,0.0,3225.5,1935.3,1290.2,1780.8211902627475,1938.5329968453457,1551.3103573980518,57.888264072691555,753.068226241632,1878.3270073876079,1664.3186447157984,524.2764872178249,6.0,2.0,2.0,2.0,0.0,1.0,1506.943790236932,108.2051018294336,41.950139016118044,264.12049905851654,50.91047183395039,3259.0421035908885,348.3670071430939,0.0,111.56772139587781,415.77267347698483,145.1212339137145,0.0,1.0,1830.5705402720923,459.4561306321367,0.0,82.944,64.512,8.0,8.0,0.0,0.0,2.0,1.0,0.0,13883.267978517266,6901.4593684777055,508.2027688119118,220.37949212682156,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3401,3833.856,589.8240000000001,0.0,0.0,552.96,811.008,3059.712,0.0,1843.2000000000003,691.2000000000002,6681.600000000002,0.0,7142.4000000000015,2073.6000000000004,0.0,0.0,3225.5,1612.75,1612.75,1550.4837601100367,1437.813485834065,2843.4023823864663,381.13427640236404,452.1757849889332,1535.261564771818,2784.2392107187006,502.0574331258619,0.0,10.0,2.0,0.0,0.0,1.0,1646.245707810846,345.6974532258647,0.0,85.40321055994471,112.27442617978294,2703.3917246690253,247.60454300352268,0.0,0.0,640.1016435175825,0.0,0.0,1.0,2434.353187397093,0.0,0.0,94.00319999999999,53.452799999999996,8.0,8.0,2.0,0.0,0.0,1.0,0.0,12171.480766613731,5949.055550350908,1014.216094531438,235.516459654389,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
3402,3575.808,847.8720000000001,0.0,0.0,516.096,774.144,3133.44,0.0,1612.8000000000004,1036.8000000000002,6566.4000000000015,0.0,8064.000000000001,1152.0000000000002,0.0,0.0,3870.6,1290.2,1290.2,1628.9834264339115,2672.218770307133,2276.9462234095145,144.85664788101028,540.3739480736742,1998.385348368123,1655.0718812407654,306.2055742246311,0.0,8.0,4.0,0.0,0.0,1.0,2110.2385267504196,88.64630093315165,0.0,33.86255624460673,237.49817228225697,4580.542721474155,501.35095432020717,0.0,211.0036953784433,166.98503769186527,73.00553160564738,0.0,1.0,1426.7796181564927,642.8049034362274,0.0,112.43520000000001,35.0208,4.0,12.0,2.0,0.0,0.0,1.0,0.0,13955.083820092435,4972.714769651588,604.3167888291435,214.1373795871418,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3403,3723.264,626.688,73.72800000000001,0.0,737.28,700.416,2985.9840000000004,0.0,1267.2000000000003,2188.8000000000006,5644.800000000002,115.20000000000003,7603.200000000001,1267.2,345.6,0.0,322.55,1290.2,4838.25,1776.6738196626877,1791.3931676239977,1247.1760722308009,402.6642207006903,711.6838221849921,1775.7270150466527,2573.0353456847633,559.8342348558682,2.0,8.0,2.0,0.0,0.0,1.0,1036.044536600739,474.9992678364241,28.96693825531511,107.35861311605487,165.5020047273529,3109.112481645063,1814.7597482237575,216.6229506216859,0.0,369.99295714552517,0.0,0.0,1.0,510.1076862944843,950.5436062926857,571.4967619801545,46.08,101.376,0.0,16.0,2.0,0.0,0.0,1.0,0.0,4787.3909599186245,9539.630534573686,2244.5460102731777,150.97313680748567,65.82505325565924,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3404,3612.6720000000005,811.008,0.0,0.0,700.416,589.8240000000001,3133.44,0.0,1382.4000000000003,1267.2000000000003,6566.4000000000015,0.0,6912.000000000001,2304.0,0.0,0.0,5160.8,645.1,645.1,2254.396982135374,1011.516966853643,1970.9168398684096,151.1151713569836,428.92224732989797,1695.7088682363242,2813.649406235181,742.6694173812259,0.0,10.0,2.0,0.0,0.0,1.0,2715.2787257295504,114.21591308213318,0.0,169.76873005308127,181.0745404388897,5288.512884161784,116.07647926980025,0.0,617.1792327863254,0.0,0.0,0.0,1.0,1326.8031676473472,351.2247091207013,0.0,112.4352,35.020799999999994,8.0,8.0,0.0,0.0,2.0,1.0,0.0,16874.573699588596,3064.8154891535164,385.87472521195315,141.60304142820843,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
3405,3538.9440000000004,442.368,368.64,73.72800000000001,847.8720000000001,552.96,2506.752,516.096,1612.8000000000006,1152.0000000000002,5644.800000000002,806.4000000000001,7257.600000000001,921.6000000000001,921.6000000000001,115.20000000000002,0.0,322.55,6128.450000000001,2427.327043348499,2365.7734891408722,702.4946687815158,608.9831205797913,501.9104685367571,1631.1709900915864,2216.0489232834943,469.9508617432217,4.0,6.0,2.0,0.0,0.0,1.0,426.43341729950265,1007.1864738023039,421.7489019096621,0.0,235.83776980688265,843.5443806460523,2220.992046233347,1521.2033428365642,175.35937816688806,0.0,634.4002299123847,0.0,1.0,535.970828479764,161.66266687783258,1532.0235660860678,0.0,147.456,0.0,16.0,0.0,0.0,2.0,1.0,0.0,570.2752807012296,4968.121306594638,14952.50846564085,92.86008189948441,65.89578971008996,60.45830801596115,1.0,0.0,0.0,2.0,1.0,2.0,1.0
3406,3723.264,184.32,442.368,73.72800000000001,811.008,774.144,2359.2960000000003,479.232,1612.8000000000002,1382.4000000000003,5299.200000000002,921.6000000000003,7833.600000000001,576.0,691.2,115.20000000000002,0.0,0.0,6451.0,1473.9888580983536,1471.7491757285693,1036.5141063909691,1503.4533388256752,741.5981747079595,2597.2318363691356,2653.707632412272,720.5442534138533,2.0,8.0,0.0,2.0,0.0,1.0,383.43465353390616,1198.2637112038296,515.2716018316655,0.0,309.42780050758296,647.4788359802614,2624.2520234527638,1593.4756570188822,0.0,315.1913875886375,532.4003698342044,0.0,1.0,0.0,0.0,1857.2001484276623,1.8432,145.6128,4.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,5506.260800918014,21364.69723077259,63.780025752783644,27.042098658920523,154.55836571717367,1.0,0.0,0.0,2.0,1.0,2.0,1.0
3407,4055.04,368.64,0.0,0.0,700.416,479.232,3244.032,0.0,1267.2000000000003,1497.6000000000004,6451.200000000002,0.0,7488.000000000001,1728.0000000000002,0.0,0.0,6451.0,0.0,0.0,1405.8091812872558,1522.6328203718158,1890.0307589413687,0.0,439.9953789025194,1563.8421999079435,2171.76467151674,416.61611694998845,2.0,6.0,4.0,0.0,0.0,1.0,1441.9087836987633,18.595918054781723,0.0,293.4270277360623,104.38472664413445,2675.1996653609926,0.0,0.0,495.3211185492835,0.0,0.0,1.0,0.0,1862.440567448847,0.0,0.0,140.0832,7.3728,12.0,4.0,0.0,0.0,2.0,1.0,0.0,16105.36004752316,2122.0533064674228,251.81910403889825,250.83040020571218,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3408,3612.6720000000005,626.6880000000001,184.32,0.0,589.824,847.8720000000001,2838.5280000000002,147.45600000000002,1382.4000000000003,1728.0000000000005,5990.4000000000015,115.20000000000003,7948.800000000001,921.6000000000001,230.40000000000003,115.20000000000002,0.0,967.65,5483.349999999999,1993.9610013434362,1545.991407493822,875.4838866174845,474.50616738712625,832.8907464780583,1801.4386656882634,3116.7072329922207,1093.5866131453254,4.0,6.0,0.0,2.0,0.0,1.0,1034.6042277931342,391.5652655154494,160.4403687856858,167.39729105695943,173.1759661496549,2803.3355674921277,1995.5381204564592,139.15538196064261,0.0,98.34711928062964,414.12691798317655,0.0,1.0,562.1083695404266,531.6332622197167,699.4428717527853,38.7072,108.7488,0.0,16.0,0.0,0.0,2.0,1.0,0.0,5235.6489148375995,11958.35353393687,6891.679876386684,176.13141773714815,0.0,38.8709422627113,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3409,3649.536,774.1440000000001,0.0,0.0,811.008,442.368,3170.304,0.0,1497.6000000000004,921.6000000000001,6796.800000000001,0.0,8064.000000000001,1152.0,0.0,0.0,5805.9,322.55,322.55,1669.9346775360775,1647.1825507709802,1182.7577628414506,65.72295304042491,767.1245475702469,2256.7813967049524,2576.246214368528,687.965317056635,2.0,8.0,2.0,0.0,0.0,1.0,1832.847557058223,189.62462495204798,0.0,194.24530633287503,129.13125197615284,3869.422238409051,193.6276133862161,0.0,536.4805682176893,85.9684062301457,0.0,0.0,1.0,1314.3656344058402,819.3368702224882,0.0,95.8464,51.6096,8.0,8.0,0.0,2.0,0.0,1.0,0.0,12408.226247675058,5961.875303839174,815.5383706974488,246.82886360340456,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3410,3575.808,626.6880000000001,221.184,0.0,663.552,774.144,2580.48,405.504,1497.6000000000004,1728.0000000000005,5068.800000000001,921.6000000000003,7257.600000000001,1267.2000000000003,691.2,0.0,322.55,967.65,5160.8,1608.972111019174,1964.5224564450714,1477.5908132272882,348.34960854111785,343.83230074209786,1619.506808693784,2991.249825660593,749.2133051030406,2.0,8.0,0.0,2.0,0.0,1.0,647.7936097674908,1012.7327655626677,257.2534491644382,0.0,218.98596722299501,1174.178540166886,1652.6438386625894,393.0235800807318,70.6919955289165,149.43542900315882,319.1781390397683,0.0,1.0,205.9721543534952,943.4467703821365,663.0194133907805,7.3728,140.08319999999998,8.0,8.0,0.0,2.0,0.0,1.0,0.0,3387.2410854739073,7938.326513011358,9444.306973891167,247.50293899988554,67.96949717785016,43.56477031752635,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3411,3833.856,589.824,0.0,0.0,589.8240000000001,737.28,3096.576,0.0,1612.8000000000002,1497.6000000000004,6105.600000000001,0.0,7257.6,1958.4000000000003,0.0,0.0,2580.4,1935.3,1935.3,1421.1426791082574,1569.005367614802,2227.1574005218163,95.85918783417895,1217.466538790963,1474.4191988766106,2371.7065210293586,860.4291164402491,0.0,8.0,2.0,2.0,0.0,1.0,1937.5452480276679,181.98340325281663,24.626006364727296,142.74841036170568,112.48115423812382,4868.166649958077,694.2352536314182,0.0,0.0,1006.1435865509031,0.0,0.0,1.0,727.0195730442051,499.5552312731668,669.1595052879236,88.4736,58.9824,4.0,12.0,2.0,0.0,0.0,1.0,0.0,7911.661643482163,5594.78620332076,752.5055634739555,198.16026288665967,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3412,3760.128,552.96,110.592,0.0,589.8240000000001,811.008,2875.3920000000003,147.45600000000002,1612.8000000000004,1382.4000000000003,6105.600000000002,115.20000000000003,7488.000000000001,1728.0,0.0,0.0,1612.75,967.65,3870.6,2823.0090454566707,1885.1195494902279,1038.3632477401256,477.3352825405195,1158.1541346444865,2097.9190067062145,2105.582349871954,338.08432862484045,4.0,6.0,2.0,0.0,0.0,1.0,1226.5169666033162,545.8304084268566,83.51896255027057,181.88647074808796,136.57530891103013,2518.1255453167446,1926.2964962485985,196.8373534451036,0.0,148.95432197182356,604.2650449726251,0.0,1.0,132.3654896732322,790.8402926958581,679.4956734663426,29.4912,117.9648,0.0,16.0,0.0,2.0,0.0,1.0,0.0,4881.5520575993505,11844.057528189504,5581.16373853136,177.88638014985196,39.129747723757845,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
3413,3502.08,921.6,0.0,0.0,626.6880000000001,811.008,2985.984,0.0,1497.6000000000004,1152.0000000000002,6566.4000000000015,0.0,7603.200000000001,1612.8000000000002,0.0,0.0,2902.95,1935.3,1612.75,1567.7450382843867,1706.342679536689,2117.95643037308,0.0,605.5032137387678,2031.78962480669,2426.0017568025,463.1556904640804,4.0,2.0,4.0,2.0,0.0,1.0,2218.527843103557,0.0,0.0,217.87371751042497,66.77191985451394,6117.6904107128785,344.88994391336894,0.0,675.784554082228,91.10524234057972,0.0,0.0,1.0,1692.4367167132555,0.0,0.0,105.0624,42.3936,8.0,8.0,2.0,0.0,0.0,1.0,0.0,15799.541652132877,4844.888715767935,324.74474131065097,214.91796692229565,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0
3414,3686.4,737.2800000000001,0.0,0.0,737.28,552.96,3133.44,0.0,1152.0000000000002,1728.0000000000005,6336.000000000002,0.0,7833.600000000001,1267.2000000000003,115.20000000000002,0.0,3225.5,1612.75,1612.75,2775.271668299863,2209.060920858554,2989.902722679537,134.85565214070385,1054.6863107153913,2294.992188290136,2423.617481257168,757.745348358219,2.0,4.0,6.0,0.0,0.0,1.0,1825.7645723135909,262.85011189376064,0.0,180.48706046332512,224.9372447132831,3925.3068327706815,382.5934303134497,0.0,150.50462595402306,417.97973824556357,0.0,0.0,1.0,1631.6860370375496,600.5500465736399,0.0,94.00319999999999,53.452799999999996,8.0,8.0,0.0,2.0,0.0,1.0,0.0,8439.473815489759,6350.199420568244,732.6890971353356,221.62978289815135,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3415,3723.264,700.416,0.0,0.0,700.4159999999999,626.688,3096.576,0.0,1728.0000000000005,921.6000000000003,6566.4000000000015,0.0,8294.400000000001,921.6000000000001,0.0,0.0,4193.15,1612.75,645.1,1598.0208503928816,1543.0210959202002,2076.892460716346,0.0,723.8127716252296,2193.6215891238576,2426.621922937439,619.4580041512124,8.0,4.0,0.0,0.0,0.0,1.0,1732.6730281550942,182.13281005557798,0.0,387.4211567104868,0.0,3551.9681959351997,92.91973846809512,0.0,539.9161851710503,0.0,0.0,0.0,1.0,1694.3572957924155,359.8238864518843,0.0,106.90559999999999,40.550399999999996,8.0,8.0,0.0,0.0,2.0,1.0,0.0,12290.917783585332,3394.075033087993,1160.8850159228282,220.24465718161218,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3416,3465.2160000000003,479.232,221.184,258.048,663.552,847.8720000000001,2359.2960000000003,552.96,1612.8000000000004,1612.8000000000004,4953.600000000001,1036.8000000000004,7603.200000000001,691.2,806.4000000000001,115.20000000000002,0.0,0.0,6451.0,1399.845802815769,2290.2296600548266,659.203451656018,1309.3037872990142,849.1551932102523,2876.2435310384662,2848.1294591858045,806.3840777009873,2.0,10.0,0.0,0.0,0.0,1.0,421.2049409065135,2039.4419548850265,999.2537995539994,0.0,414.3510107372901,568.7552623647676,1958.27887735479,1168.8749441241212,0.0,235.66825313323966,857.9523599194451,0.0,1.0,0.0,185.79852139925734,1685.6873746956887,1.8432,145.6128,4.0,12.0,0.0,0.0,2.0,1.0,0.0,547.2180415001316,2697.2810476461595,11608.871921692791,186.0028097897357,100.19476297010742,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3417,3686.4,737.28,0.0,0.0,626.688,700.416,3096.576,0.0,1843.2000000000003,921.6000000000003,6451.200000000002,0.0,7603.200000000002,1612.8000000000002,0.0,0.0,6128.450000000001,322.55,0.0,1677.487138305668,1589.9741258271847,2170.8876316507713,0.0,700.9770151774112,1457.7241334067598,2174.075769320198,629.2182937884893,2.0,6.0,4.0,0.0,0.0,1.0,2500.321417669928,64.55676492595089,0.0,321.0077034653548,0.0,4929.404731130399,0.0,0.0,856.2622208651242,0.0,0.0,0.0,1.0,2254.8506828857926,323.0101574786129,0.0,123.4944,23.961599999999997,4.0,12.0,0.0,0.0,2.0,1.0,0.0,19330.186245927995,1350.8630291073237,413.4375455193456,176.54562217201982,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3418,3686.4,737.2800000000001,0.0,0.0,737.28,700.416,2985.9840000000004,0.0,1497.6000000000004,1267.2000000000003,6451.200000000002,0.0,7488.000000000001,1728.0000000000002,0.0,0.0,5805.9,645.1,0.0,1440.4134431458983,2681.3699829145394,1602.4102934924585,0.0,946.4204316674641,2452.5651186243904,3119.1263321284423,370.6293918108081,2.0,10.0,0.0,0.0,0.0,1.0,2449.9967581569495,0.0,0.0,333.33706417066674,0.0,4869.035113521142,138.12111432700624,0.0,711.8434197678534,0.0,0.0,1.0,0.0,2657.236471813758,0.0,0.0,130.8672,16.5888,8.0,8.0,0.0,2.0,0.0,1.0,0.0,25867.57874753152,2475.8636201962927,0.0,285.79669143753455,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
3419,3612.672,368.64,442.368,0.0,847.8720000000001,737.28,2396.16,442.368,1612.8000000000006,1958.4000000000005,4608.000000000002,1036.8000000000004,7833.600000000001,345.6,921.6000000000001,115.20000000000002,0.0,0.0,6451.0,1243.0696132705125,1768.0260561143314,1223.9603874893514,1093.4731693404633,600.8601267440636,1973.3785307594248,3345.912394836872,698.1691151479589,0.0,8.0,2.0,2.0,0.0,1.0,330.2546390790988,1548.5976222792788,508.16138285743705,51.84186279049709,373.4201042214603,1063.6819366160446,2524.622002841734,1094.520897719157,0.0,74.53529604138905,377.4273632901584,0.0,1.0,0.0,0.0,2068.033565810687,5.5296,141.9264,0.0,16.0,2.0,0.0,0.0,1.0,0.0,1077.0380874722182,6970.660018296447,12032.013542428003,129.4467551180107,67.30136910392056,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
3420,3760.128,331.776,258.048,73.72800000000001,847.8720000000001,700.4159999999999,2396.1600000000003,479.232,1382.4,1267.2000000000003,5760.000000000001,806.4000000000001,7833.600000000001,691.2,576.0000000000001,115.20000000000002,0.0,0.0,6451.0,1992.9488375556828,2886.0576935901854,1407.0801516483184,499.4062805010669,517.3832945755526,2407.51935145342,2222.527197888906,339.1235510655194,2.0,4.0,4.0,2.0,0.0,1.0,647.6214592990905,947.7493597517903,364.310804599445,65.11715367420022,133.17296882641278,1191.7621623848743,1502.9953683917038,569.8312994901717,0.0,0.0,731.6769858581616,0.0,1.0,0.0,338.0771735835686,1808.4499554555723,9.216,138.24,0.0,16.0,2.0,0.0,0.0,1.0,0.0,488.54420499236323,6334.893826924136,11626.47315869497,291.3678411789283,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
3421,3649.536,258.048,368.64,147.45600000000002,774.144,700.416,2433.0240000000003,516.096,921.6000000000003,1958.4000000000005,5299.200000000001,1036.8000000000004,7948.800000000001,345.6,806.4000000000001,115.20000000000002,0.0,0.0,6451.0,1916.035711216328,1996.7752161034357,1361.9656789983292,726.4823894396694,562.5774268145708,2754.89882303623,2783.6814573733436,1045.4071044393668,2.0,8.0,2.0,0.0,0.0,1.0,514.7813622739301,1133.0414497924298,381.3470831648223,0.0,270.47754400888914,1335.1084499376525,3256.4100515108316,1006.5879560264589,0.0,0.0,563.8568156806743,0.0,1.0,0.0,0.0,1827.8862958072557,5.5296,141.9264,4.0,12.0,0.0,2.0,0.0,1.0,0.0,1234.019938909091,4357.305163463725,10671.98214140625,231.2343828089017,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3422,3649.536,331.77600000000007,368.64,73.72800000000001,774.144,774.144,2506.752,368.64,1612.8000000000006,1382.4000000000003,5299.200000000001,921.6000000000003,7372.800000000001,921.6000000000001,691.2,230.40000000000003,0.0,0.0,6451.0,1728.562791192458,1913.7000847319064,797.5590180860262,484.10115981946984,958.6023246257187,1225.2100413791306,2205.1593299039005,533.3613008185321,6.0,6.0,0.0,0.0,0.0,1.0,716.6604789968026,1431.626481904758,464.5556609963395,0.0,390.6026293542797,1334.7423018230036,2452.6064360680925,885.8486801526334,477.63906162578485,106.04802225846383,142.7734124148429,0.0,1.0,0.0,100.34741154732698,1856.240838056905,9.216,138.24,4.0,12.0,2.0,0.0,0.0,1.0,0.0,821.6042732679426,9334.635282155177,11770.788712131625,183.66171961609035,0.0,154.9923742991834,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3423,3723.264,626.688,73.72800000000001,0.0,811.008,737.28,2727.936,147.45600000000002,1382.4000000000003,1612.8000000000004,6220.800000000001,0.0,7948.800000000001,1152.0,115.20000000000002,0.0,0.0,1290.2,5160.8,2121.3505890618812,2165.3434389548324,2945.6112833214547,919.4065038357976,692.5676342039179,1823.9284594306546,2283.7260182307887,979.019963283346,0.0,8.0,2.0,2.0,0.0,1.0,1709.8746562498663,961.3672985356186,82.89083581348156,44.936790045623354,234.6422205005888,2602.760430792217,1521.406340131938,297.4603245517651,139.10769618030295,136.52452978469924,309.21023308541913,0.0,1.0,669.2847349319766,423.22870064707115,1008.4379525199582,33.1776,114.2784,4.0,12.0,2.0,0.0,0.0,1.0,0.0,4669.923956622297,12966.506598502909,4586.945981443191,161.80396592652795,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3424,3833.8559999999998,589.8240000000001,0.0,0.0,663.552,663.552,3096.576,0.0,1843.2000000000005,806.4000000000002,6566.4000000000015,0.0,7948.800000000001,1267.2000000000003,0.0,0.0,6451.0,0.0,0.0,1824.0729148520427,1869.3807580391704,1288.8009561457252,79.10174986829173,1376.087217079371,2057.247775474172,2685.8024736104207,618.1727437089579,0.0,10.0,2.0,0.0,0.0,1.0,2037.883222674766,0.0,0.0,262.48263298494953,0.0,4128.276519688588,0.0,0.0,667.2321121534959,0.0,0.0,0.0,1.0,1613.8286815625122,0.0,0.0,141.9264,5.5296,12.0,4.0,2.0,0.0,0.0,1.0,0.0,26633.18322118376,2521.2400154640227,0.0,217.35576443997687,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0
3425,3796.992,626.688,0.0,0.0,626.688,700.416,3096.576,0.0,1267.2000000000003,1382.4000000000003,6566.4000000000015,0.0,7488.000000000001,1728.0000000000002,0.0,0.0,5483.349999999999,967.65,0.0,1858.034233846648,2066.1628593663854,1825.092855590295,80.64107671599108,605.3144423559282,1573.138288089031,2092.0849468137285,747.0717542305297,0.0,8.0,4.0,0.0,0.0,1.0,1234.1320366352788,48.52429901528552,0.0,289.37752543380054,0.0,3222.6069637799033,83.61151871312569,0.0,391.40223312554633,0.0,131.17511965392822,0.0,1.0,1747.0267324869649,0.0,0.0,119.80799999999999,27.648,0.0,16.0,0.0,2.0,0.0,1.0,0.0,16138.671633538259,3319.4928402894443,168.67727135245752,272.5602206626006,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3426,3502.08,626.688,258.048,36.864000000000004,663.552,847.8720000000001,2543.616,368.64,1497.6000000000004,1958.4000000000005,5299.200000000002,460.8000000000001,7948.800000000001,691.2000000000002,576.0000000000001,0.0,322.55,645.1,5483.349999999999,1850.421684238312,2006.3706909524153,812.7107950376329,630.5927006794918,1155.5153503427857,2307.543244162485,1988.1573062680523,390.07419798834957,2.0,10.0,0.0,0.0,0.0,1.0,831.7791556420415,1376.2818091628915,251.6062436738843,0.0,258.7315756100355,1975.133212464457,2376.9595828082274,987.6132222066029,0.0,312.74291185388375,350.2508742992111,0.0,1.0,169.5810732121154,228.3832925704683,1250.2685678258185,14.7456,132.7104,4.0,12.0,2.0,0.0,0.0,1.0,0.0,2633.682355082061,10108.177142108374,9164.88617659887,208.52203286620994,50.50402451164209,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0
3427,3686.4,663.552,73.72800000000001,0.0,589.8240000000001,921.6,2801.664,110.592,1036.8000000000002,1382.4,6336.000000000002,460.8000000000001,7833.600000000001,1152.0,230.40000000000003,0.0,1612.75,1612.75,3225.5,2587.727966056682,1624.9444521061446,1665.9650896471455,475.3477074450712,1489.4059006573757,3163.2248916880862,2202.529004286774,643.6905746653752,0.0,10.0,2.0,0.0,0.0,1.0,909.0586135026432,733.945316618427,20.693956076216395,76.51491727841824,171.54072801317852,2624.6533810005194,2022.9955663131545,59.808525737050815,171.9940563475359,373.38879316639543,0.0,0.0,1.0,708.0505574851827,642.6216093172097,575.2213723297309,38.7072,108.7488,4.0,12.0,0.0,0.0,2.0,1.0,0.0,5121.932626572325,9412.23195009385,3819.817995209177,326.4682459470335,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3428,3575.808,847.872,0.0,0.0,811.008,479.232,3133.44,0.0,1728.0000000000005,921.6000000000003,6566.4000000000015,0.0,7027.200000000001,2188.8,0.0,0.0,5805.9,322.55,322.55,1653.0107079787622,1720.156370906464,1822.5598614734645,57.27290120440267,1039.8031567454957,1705.9218254510752,2492.163796932075,756.6875539503301,2.0,8.0,2.0,0.0,0.0,1.0,2263.1917749172817,32.92553844648594,0.0,126.98498456874182,82.06792729445304,5479.292805080992,166.1099581774571,0.0,339.1350362393777,150.84355282209927,0.0,0.0,1.0,1353.1531641898696,459.32085661452584,0.0,119.80799999999999,27.648,4.0,12.0,2.0,0.0,0.0,1.0,0.0,19925.533669167035,5213.058302733639,0.0,223.6425898166126,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3429,3612.672,811.008,0.0,0.0,847.8720000000001,405.504,3170.304,0.0,1036.8000000000002,1728.0000000000005,6451.200000000002,0.0,7488.000000000002,1728.0000000000002,0.0,0.0,2902.95,1612.75,1935.3,1366.6803555991742,1775.242280337295,1431.6961762958736,43.46050769630373,1039.8337972876684,1511.5055565392327,1918.8909795688126,606.0470344779424,0.0,10.0,2.0,0.0,0.0,1.0,2047.4456299091335,197.06134218191409,30.432616696878497,122.43061536369753,159.7877048006198,3201.482736696513,150.63842358422383,0.0,176.8801742236673,252.46826960388375,231.66852467622175,0.0,1.0,2452.8969328947455,0.0,0.0,105.0624,42.3936,0.0,16.0,2.0,0.0,0.0,1.0,0.0,11574.523099940112,4080.4473409136813,744.8852570941876,209.87013482736592,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
3430,3833.856,589.8240000000001,0.0,0.0,589.8240000000001,811.008,3022.848,0.0,1728.0000000000005,921.6000000000003,6566.4000000000015,0.0,7833.600000000001,1382.4000000000003,0.0,0.0,2580.4,645.1,3225.5,3329.341464230759,2141.461768098105,2522.903452297841,62.667662145226004,956.6756579163919,1834.094764469758,1308.0058184298705,528.1618255298863,2.0,8.0,0.0,2.0,0.0,1.0,1490.7789003651797,291.26074397496757,22.497631389929413,112.37765082408058,84.77973540450024,4061.06344199333,504.6134754711379,47.31553467439634,396.3841314966066,133.50987827515942,0.0,0.0,1.0,1302.9046890883849,548.4254452319733,279.2591905605119,64.512,82.94399999999999,4.0,12.0,2.0,0.0,0.0,1.0,0.0,15340.8609423048,11060.133011965743,2743.394152112359,237.67363360799504,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
