dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.40.11.023a-D.40.11.023a,COST-D.40.11.074a-D.40.11.074a,COST-D.50.11.011a-D.50.11.011a,COST-D.50.12.023b-D.50.12.023b,COST-replacement-irreparable,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.40.11.074a-D.40.11.074a,TIME-D.50.11.011a-D.50.11.011a,TIME-D.50.12.023b-D.50.12.023b,TIME-replacement-irreparable
2042,21912.867704438646,98074.37894119856,132511.72184993906,97698.95835451709,91205.6260644751,133387.29210770628,212658.1143867763,113531.17770574207,1535.5304716637193,1776.6085383612035,117.03158998326815,3174.8300272235506,534.3237942134024,43550.06225090463,11556.52545283256,29430.905157360387,35087.92451133601,0.0,39280.239277711495,0.0,0.0,0.0,0.0,21.310987344332084,103.22312473918545,93.62215092520633,108.81931960071685,80.88090134809246,172.776594381286,171.43641973130028,84.81465507540152,0.6471454294401671,2.253506289220204,0.09165780785908746,5.683322873005335,1.1808187471374907,19.228802991824004,5.605847083182228,44.759249173697675,43.9632050517925,0.0,8.37390739753106,0.0,0.0,0.0,0.0
2043,14461.604787808643,87186.20587385197,130900.80088776449,82777.81851862356,29266.27479387627,80935.08814151092,250019.2463938616,26526.791426064374,3855.873055117602,23.11357416064391,39.23168795487352,197.5650294526139,0.0,47698.52771803176,3379.669851103528,8637.408760086477,17381.149873012742,0.0,6109.390762890793,0.0,0.0,0.0,0.0,15.511998482754038,102.23183327487651,111.09285515319216,64.20909846707323,37.625127951025235,93.76709627268093,215.21020997502137,25.532170561610666,1.4460648552141318,0.03921534006741306,0.026509076181946194,0.1364809837282247,0.0,22.91863342792095,1.982340717535084,8.854843385481294,15.872147071502404,0.0,3.1762107715860597,0.0,0.0,0.0,0.0
2044,0.0,48362.09371007482,88941.01574002368,0.0,0.0,29353.99439683843,132026.02489087288,28331.66696071602,1378.8881080539588,11.549685307117283,15.6366237823289,0.0,0.0,43279.283756424535,534.4396823934287,527.3735255623394,7609.138955614819,0.0,519.5210429723825,0.0,0.0,0.0,0.0,0.0,63.461569841088114,67.82341722815143,0.0,0.0,19.899740689046236,85.14111689595784,24.228690583983703,4.185115307278603,0.005325992865508904,0.053021308784397175,0.0,0.0,9.200692567499102,0.7858440248641819,0.620057161172238,12.618039741635924,0.0,0.3471273261466962,0.0,0.0,0.0,0.0
2045,0.0,49190.98651213508,66700.11281636024,0.0,9126.90231337725,9227.71300354947,94504.07910012844,9352.201274939222,3688.490800049105,0.0,74.15902162775498,68.25931951159734,722.2316927515009,61705.20655858079,128.18733233431433,7056.097716750264,28038.412260232282,0.0,761.7955065896159,0.0,0.0,0.0,0.0,0.0,32.20296988992075,43.07709852690177,0.0,24.074352536734015,9.725056814245267,62.6375785553909,1.686058240462302,0.7313386909767456,0.0,0.07893558628220806,0.19378567879954073,0.12860141874694556,10.338927769998671,0.22232001295853082,8.260205016947273,32.1150508422863,0.0,0.3651770698306509,0.0,0.0,0.0,0.0
2046,11403.929179867217,84058.8565773835,119456.50385328894,52877.20153031632,0.0,82069.02070914816,188559.65089559247,42486.907910503985,3923.353053411141,0.0,27.442839192902365,35.882627278277184,0.0,32454.467983625018,1071.290555560093,5143.791321379099,19415.622869308507,0.0,331.0463178189573,0.0,7013.050841178623,0.0,0.0,8.474057658783948,85.65492429276419,89.12562151993248,44.0687738022931,0.0,58.35432791748526,155.02070812045352,23.02607488526956,5.2792790441732524,0.0,0.023983329760194228,0.02999712063605444,0.0,18.938446452971338,0.6644926005358287,5.325920023965901,20.87197442864312,0.0,0.46892179738650636,0.0,1.4539875112290652,0.0,0.0
2047,7022.745977628433,69249.04023545413,109725.87665129478,41711.47993423346,172961.66982919147,37024.108251086036,143803.47546473297,26853.749593575216,792.6124718845692,121.77275082163588,47.421786538088995,910.8181646288544,0.0,42555.22399334862,2810.265557773001,17449.995251963785,18396.116956168116,0.0,8762.970893315964,0.0,0.0,0.0,0.0,6.588131519676215,68.14931336301755,95.63151529798743,26.828453182776276,63.940443742207606,19.368266301770603,158.6409112729984,23.526480712745826,1.1311339772457636,0.27701005135679024,0.0525811570304869,1.3310959001944302,0.0,13.75944255530725,2.173115634399683,19.44990699252164,26.47670114627806,0.0,8.117448240659437,0.0,0.0,0.0,0.0
2048,0.0,17479.672249374595,46881.23092587689,0.0,0.0,8663.152337585554,20885.7754815917,0.0,0.0,0.0,23.737806943436887,0.0,0.0,44338.708877623416,0.0,1701.4511205086046,0.0,0.0,811.5017964974409,0.0,0.0,0.0,0.0,0.0,18.476758198554165,39.0882954143804,0.0,0.0,11.240622298141588,17.39170018075894,0.0,0.0,0.0,0.01796465786503069,0.0,0.0,20.32749918359741,0.0,1.5993830106928233,0.0,0.0,0.26513407241396786,0.0,0.0,0.0,0.0
2049,1919.5786320862412,83489.54620247072,134929.465033293,7740.183477146105,0.0,56573.27864700392,244124.04894847868,13914.787453035957,1405.7583045014553,0.0,0.0,0.0,0.0,0.0,0.0,548.2591753475383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5364423414557749,88.6100503109345,112.84878205981829,5.250029759793044,0.0,65.16133077797477,168.82716354975062,14.57830193653907,1.254022549194722,0.0,0.0,0.0,0.0,0.0,0.0,0.13616164503401507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,0.0,72179.8548356731,95448.86926459771,8304.756990735203,26475.58984825798,53375.96391993218,210737.56710642728,17035.465456251506,730.0932404311316,38.65561686903429,41.58334897928863,36.841819471520544,0.0,48416.12096283385,0.0,3637.0690977715276,18389.31776973096,0.0,987.5027395615328,0.0,0.0,0.0,0.0,0.0,59.142118634646764,70.45433026531836,5.317191590904429,34.80606337762637,38.11259711815691,138.35633178596333,8.336405745329554,1.374785251135837,0.01236967199344377,0.09181054685185742,0.05615216357488559,0.0,8.586363593226958,0.0,5.404699956921577,18.855600790660098,0.0,1.4618722050118855,0.0,0.0,0.0,0.0
2051,12597.807272252428,76936.80502282426,141008.68895566734,84885.06252028477,50694.43363072533,129161.1441847508,229634.6875060667,34638.113148800214,1695.203790445159,299.68164502470665,0.0,876.9618364807509,469.18268724377924,67457.6611882328,6580.913878677771,22929.927832377973,10329.410091288051,0.0,13562.332591696377,0.0,0.0,0.0,0.0,15.352689536944474,78.17903819560591,90.80364825543755,71.27925675822115,101.28756989339183,100.86458146395469,149.7264502030837,31.639967646785543,0.45839175425380513,0.26596523740569067,0.0,0.7985664208825932,0.6609372553614538,13.52581815903975,2.5998388318246617,19.95565154242877,7.264381391953713,0.0,9.485951188984458,0.0,0.0,0.0,0.0
2052,11116.675754945436,89481.84655195654,133782.9931903124,64774.76764627105,3568.193598203612,179845.86386217584,237330.0239290395,28373.229985665523,602.912168293626,0.0,0.0,0.0,55.97144229902629,55558.942832729634,2102.948911797429,3703.3741130960316,28597.670390064617,0.0,1051.36453097639,0.0,7728.163313421092,0.0,0.0,11.941994353176975,65.33141084018116,89.13768395346257,57.13536060398603,15.806733147811142,130.41246264274503,216.44525940416617,22.236853959857488,4.275972950552977,0.0,0.0,0.0,0.04297071294031129,30.013472167425828,0.9730279658171824,3.637070625766875,40.587928949950836,0.0,1.0343966102804245,0.0,3.857116493792425,0.0,0.0
2053,7621.398197947944,77450.2424475558,135550.7107720309,17362.269272654714,73477.1727025909,37569.70498775029,263387.94252933364,19294.601121088454,2092.1564574074646,407.26968545798735,27.587723905524744,667.8260067190693,493.42567597412904,39032.71510439464,6449.902473651305,18736.31825865861,21570.814611265516,2497.930278138009,11896.204901557121,0.0,0.0,16540.61627204486,0.0,8.845969503785135,73.51432543676654,94.98295786228402,12.058410940606757,80.99435332615022,44.89591601034347,182.5673425330387,19.02645455654067,4.606435356654318,0.4826237345108606,0.03695668844302489,0.9355228785235415,0.28407363885470804,15.040808517497249,2.6550285095116255,26.7176296600689,21.504986550925516,0.6110613506816732,10.404078753724589,0.0,0.0,8.227787438694213,0.0
2054,10577.77976528192,75190.09381458594,130345.0715757542,47502.213385740295,15494.55166602217,265296.9946669981,211977.69868127236,45927.245045884934,2412.759390928473,3.338824049748045,41.283613807116176,20.72140195447612,141.02585396841698,55407.349804028636,359.4829189553577,6457.51467686802,10212.986790487854,0.0,1617.6138671562094,0.0,0.0,0.0,0.0,13.487507226161886,94.68957752138394,79.7960716065854,51.40227676953675,6.264773222250681,90.4822646004575,211.0979137406417,23.06556533000161,1.6807995169662564,0.009718519798968277,0.03378448942258899,0.07580782021311482,0.4839485121490176,19.795289350282957,0.8946398664685147,6.33554413287858,11.500823061103093,0.0,3.548601227128951,0.0,0.0,0.0,0.0
2055,0.0,20827.183310958528,30166.374159069208,0.0,14466.723767635154,2934.261430963752,28364.2235684565,0.0,2061.633261596896,38.165569641248446,39.09925650911996,236.34193601887193,870.4458706184658,56834.12275055491,90.71274780022532,5644.9926384921755,0.0,0.0,2300.3800070737884,0.0,0.0,0.0,0.0,0.0,20.10435683017852,31.970614204519393,0.0,34.487710190242815,4.547851384988239,29.387697924784433,0.0,1.8428188131661198,0.04423156975189567,0.04215253382827138,0.11246538788116132,0.10648155727179241,10.216791349862858,0.1526548930749353,5.598409090345348,0.0,0.0,1.6006941325787256,0.0,0.0,0.0,0.0
2056,6809.2729897700965,89696.68337904147,115393.83489734892,27434.81484376292,0.0,48868.935090400584,206769.79084367538,39201.350933387905,2114.8458233597394,0.0,0.0,0.0,0.0,38367.619512472535,0.0,3709.9198997433737,8513.6589010122,2049.6402396911317,901.7492453196858,0.0,0.0,0.0,0.0,5.425272971984785,79.63823062877212,100.08371307280139,19.04510165440364,0.0,43.21849784369904,171.51250939572657,35.70687464875176,0.9920369728404654,0.0,0.0,0.0,0.0,17.665850112234345,0.0,3.5520474518427836,15.395682381762665,0.7126100661539443,0.5644115313637499,0.0,0.0,0.0,0.0
2057,5660.5010674709665,82999.85029340402,116239.66842004601,41115.9325932897,33437.592289187465,81249.8568323684,135934.70545543102,99281.49480392702,1946.6311339761103,32.32790814738882,92.879205885933,718.6713868276316,34.47960686031066,51073.34769475506,304.46346329680637,12520.824414717297,16965.880664688033,1684.076921160453,4364.528686276604,0.0,11057.657211943782,0.0,0.0,5.790750051617881,75.88019791498725,94.78856516092887,18.648457792070666,39.55365383814409,56.25203523067085,160.57614661771595,92.10831301563579,1.855291156657349,0.037156634419042676,0.09129984650974347,0.19005698878146227,0.06639509154975494,7.443622566994936,0.30007703922333073,10.456652676096052,21.109986390855717,1.3006739307686652,4.9251590395292935,0.0,2.000226273192982,0.0,0.0
2058,0.0,55502.4303897462,87557.60303220313,0.0,0.0,55301.63445990956,233051.18912392756,20355.66216810529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.85943033783948,71.85646049506096,0.0,0.0,49.69827440295521,117.53056463466075,13.550396622387751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,0.0,46283.01525166381,86485.45045699617,0.0,10037.2559747606,18728.70377048386,107566.07634210485,20932.40176084699,0.0,0.0,14.574853524881961,11.91615215047058,0.0,48839.06238074197,227.69087880511705,2436.7176132629493,0.0,0.0,601.6637920077469,0.0,0.0,0.0,0.0,0.0,45.81055475016366,64.31220458331583,0.0,23.484413568026884,27.4083033560138,122.0085010328496,9.831537969143575,0.0,0.0,0.012022117696344337,0.04952640290281671,0.0,22.240248887714763,0.3379219029059388,3.220748963174425,0.0,0.0,0.23312056277550267,0.0,0.0,0.0,0.0
2060,666.2826866838659,71558.83806195635,95175.7784794143,0.0,17907.71282764006,74297.5915966784,132689.15273300002,15383.76326789695,0.0,0.0,0.0,0.0,0.0,56294.924817720945,0.0,690.2884293704799,0.0,1997.7313413208599,485.74309924036163,0.0,0.0,0.0,0.0,0.8011324511809386,68.50788129069029,68.71480373943106,0.0,18.832873758625936,31.094523294127413,141.5816521429899,11.336562018147017,0.0,0.0,0.0,0.0,0.0,24.075380006092196,0.0,0.9458603961771521,0.0,0.5967871470133199,0.47186795202166876,0.0,0.0,0.0,0.0
2061,10797.726583894068,84954.58815209284,134910.95897489268,78041.90521207702,59146.37006626223,133678.64478065734,237006.41069920754,14085.052558364927,5648.563476959734,293.6134207272686,19.319466721234996,419.44648961282775,479.142951361349,61330.363138392444,998.03678711061,12961.30577323394,19777.203842248164,0.0,4345.261019218728,0.0,0.0,0.0,0.0,7.466893273231651,90.14109858947828,115.14409650078893,68.13911569923556,81.28615171212907,77.24954212561445,200.26786712938633,13.345908809836784,0.5124219208708691,0.27663824312105173,0.04268213406115462,0.46052925464516625,0.24841785082694373,12.737940983005108,1.438933225824772,15.025740546186267,25.266885698825334,0.0,3.2570877625676777,0.0,0.0,0.0,0.0
2062,1871.400648114146,81844.64976479823,127939.93070093424,7239.126747296558,9893.938851705656,82680.38380580654,129320.25925933843,15273.683670989964,732.5703446072081,34.185351421920984,16.938419776309065,0.0,0.0,43430.510000896495,1686.2284607478512,6952.5832245318015,10517.221307918224,2223.063740922229,1853.2946932230952,0.0,7055.272217145632,0.0,0.0,1.5953775140261492,100.04233972732997,73.66467209006424,6.295033623638741,22.047868672921688,59.861121532801086,109.16078905943428,12.411875662108823,1.1252767288036518,0.018067761447490307,0.025704632360904055,0.0,0.0,16.91013449791278,0.8990321341507398,6.8787832473002,14.27833000472459,0.7669978309595628,1.8900319935932732,0.0,4.940340867346383,0.0,0.0
2063,7068.926427702472,100073.41030140761,121417.7567085311,33709.34681477491,64656.20970776907,88423.19656356862,170642.4570192231,19730.278314095965,0.0,550.7086964480405,65.55554199263503,361.36904520350663,206.2802535603636,55218.4664419365,1656.971247222257,12292.378236006356,10114.906320700338,0.0,7568.222265198222,0.0,9421.44686290762,0.0,0.0,5.489349762267466,58.61525250550196,93.05391658826433,22.03756535162538,64.71178080056745,64.72001252956476,182.22525752649233,23.43481221786495,0.0,0.13507071076391822,0.03725149387962368,0.25609821728178433,0.48961424910273227,17.910853846535066,0.45739524408743254,16.839979469400056,8.816543061190226,0.0,3.188301173917916,0.0,2.103478584319211,0.0,0.0
2064,0.0,25726.584107887124,41572.11181200146,0.0,2994.465210303559,8882.135618598812,45966.95905849665,0.0,0.0,2.773949607943403,0.0,0.0,0.0,42648.163290313285,0.0,0.0,11038.530168036796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.67593614401236,33.147922827989376,0.0,5.702916309903228,3.004749569935043,10.513126628276762,0.0,0.0,0.0029994826924895244,0.0,0.0,0.0,21.385237941213962,0.0,0.0,11.479689630830647,0.0,0.0,0.0,0.0,0.0,0.0
2065,1991.5615663995138,55631.05416564166,85488.32293071796,0.0,5902.000519867513,37535.40897295584,163698.12401121718,38485.80034020446,1292.3333314831452,23.702716533683223,0.0,54.09436681531889,0.0,61103.17464850439,390.7816470601259,4073.3616489890765,31281.943852278375,1786.5091576107907,2346.1702455035356,0.0,10692.193497107295,0.0,0.0,2.642987806510323,54.110318588357046,70.38932298478828,0.0,5.8083144583341655,27.945246067340697,163.65108131702198,24.578517994943713,2.8428498796608594,0.028178878634405092,0.0,0.10094053312725096,0.0,26.969208735216128,0.23356096243887225,4.732227308190101,32.338397741600005,0.7365862246769257,1.3904824178350856,0.0,2.9871917032358786,0.0,0.0
2066,0.0,41657.44768238338,58466.38195658161,0.0,0.0,10481.421822736844,116143.73283060611,4153.985822278174,1630.2186050643347,0.0,0.0,14.460204575004191,0.0,55509.791976106004,67.55036607543195,2200.407626440712,0.0,0.0,84.17465404517714,0.0,7904.261992154371,0.0,0.0,0.0,42.04473879586735,54.093886449799605,0.0,0.0,12.315404720156163,102.95013531002684,6.48689504657295,2.1455995741093266,0.0,0.0,0.058910315274664865,0.0,20.65495569761631,0.10557830639610209,2.331559731771037,0.0,0.0,0.17538754808167245,0.0,1.7926390156134968,0.0,0.0
2067,2339.700855140105,74666.55758581516,107667.48034592626,20604.719415757827,68211.57622597614,41197.32708989872,160567.1108527804,14475.836337064256,518.7153037459141,21.304730258064467,90.5689565548689,44.51944764915848,76.89197364320331,67877.71088965879,2594.8656370745,10779.747143428483,19096.908728968436,0.0,9405.672031645367,0.0,0.0,0.0,0.0,2.603179304222466,57.75465533980662,67.98546803924201,17.498116877827798,91.97409305535115,37.18945180535753,155.05082491856075,9.55802554377083,5.244700361095123,0.05287577897471623,0.024954194103770967,0.09540484650653731,0.022315373441043222,21.995612650346004,1.3341538259380754,14.168562163173288,26.90925400840888,0.0,2.874265824229888,0.0,0.0,0.0,0.0
2068,47299.96242083909,103878.90101136889,162886.83117351835,253929.90982524425,79652.12462495947,166491.0515125956,252613.80159110457,53092.588266566236,3050.0324598823345,331.81869723328816,51.71742637679735,1094.4373054693046,377.5992140323149,60901.98190944018,4286.397630937483,25841.245245637692,32507.72150342499,0.0,23611.0492714493,0.0,8798.929237753271,0.0,0.0,44.885096569244254,105.70301228349678,170.28538656129666,244.89903541792367,183.40453960390934,210.93039352495063,142.94152753291698,21.40267979230609,1.60548020010255,0.29978329156527034,0.11506364502108639,0.9546814172395752,0.47201620599144584,10.018455192037827,2.428581008562066,40.29285120423447,38.95510076897168,0.0,9.59230178804252,0.0,2.377883944576141,0.0,0.0
2069,0.0,40316.708153181826,75023.14958598226,0.0,116348.71146094952,4834.985042452732,96806.43119410159,21639.159778129935,0.0,32.74649863361592,0.0,0.0,0.0,44660.6162850161,223.33683540665038,5555.995236983012,18347.01763638987,0.0,1776.7093496074772,0.0,0.0,0.0,0.0,0.0,44.23767138724579,47.171767952579614,0.0,29.66661309252092,7.0088355420635535,66.40977690115855,15.532692425370971,0.0,0.015675993873783524,0.0,0.0,0.0,23.312972831711104,0.1626752337926332,6.314026579528835,24.018764903139008,0.0,0.5318105627233822,0.0,0.0,0.0,0.0
2070,0.0,10762.917472517656,16813.778393807985,0.0,0.0,0.0,16761.158214588268,0.0,1200.0966376990202,0.0,0.0,0.0,0.0,49074.968529936115,0.0,1215.308120715587,8275.362593144253,0.0,93.58770639153256,0.0,0.0,0.0,0.0,0.0,14.051062124684154,14.83809239118563,0.0,0.0,0.0,13.677525313266225,0.0,2.0458742183158933,0.0,0.0,0.0,0.0,20.559225916594254,0.0,1.2053607461935933,19.25148206684969,0.0,0.052936561349085,0.0,0.0,0.0,0.0
2071,0.0,40333.04334582842,65227.17768281728,0.0,0.0,6662.813917035396,103978.96056561434,12908.211335903132,2858.1311812529198,45.23760655791819,0.0,11.159985126452948,151.9233496905633,47135.504710541885,684.604903644677,3366.193909475085,12522.481910937318,0.0,414.22276627473127,0.0,0.0,0.0,0.0,0.0,35.84402087068797,50.99132581498547,0.0,0.0,7.70624307769538,81.9588342232408,11.884220428206746,8.93204585866402,0.026426617725372775,0.0,0.01000111269563019,0.05373132496606409,17.990571959080466,0.40681012095085534,5.385177441419319,16.83844056021124,0.0,2.5660415423999474,0.0,0.0,0.0,0.0
2072,14107.338988598538,76854.18444412238,143336.9713591176,87409.41632774899,16692.235339228366,118542.9605277634,204885.01229988594,49506.07536817809,1872.4090821873033,7.797432973211993,22.027852877515905,116.21577583214889,0.0,47924.58814311514,174.3098659213989,9744.295195636423,26133.84998798127,0.0,1424.656597554274,0.0,0.0,0.0,0.0,11.242194141982646,109.3544170430343,114.83649931542624,73.5130031564078,16.568848459027414,89.51850909669206,159.55238507340903,43.59121336298463,1.6040408327843498,0.014674876384746358,0.018047427738149952,0.17280984498993512,0.0,13.818985372949802,0.11960234452175567,11.486905469025896,30.70108141342113,0.0,3.002999255249642,0.0,0.0,0.0,0.0
2073,9427.80079601461,80995.70242513235,123331.70235894833,42759.38477150101,102487.93339321353,76799.46406854043,214498.42094279462,48035.447643015985,0.0,222.85993969963053,123.6562362306766,4615.001962139954,214.85632759310073,57265.97147102525,3139.7636545918654,23828.802167313013,19912.910992400088,0.0,16963.18841912662,0.0,0.0,0.0,0.0,6.450437201955764,74.58038836276666,129.96569969033158,45.826183065014256,81.90544605859115,49.39944730509416,186.49503021655727,21.966814003160266,0.0,0.34643927599974594,0.16054718957071323,3.1904595378874947,0.6707754429539653,13.185017591665869,2.194318108244259,34.27684750209783,22.517314546789883,0.0,11.53112016606429,0.0,0.0,0.0,0.0
2074,12148.513475605563,77207.47119454661,120671.25552925303,62997.75866397022,19618.8373510309,108954.33561982018,223815.88106564718,40968.95470126621,0.0,0.0,0.0,39.14709090657033,0.0,55636.5348606215,298.8002051070004,2512.8202192806466,28873.336162536612,0.0,1467.528109256886,0.0,0.0,0.0,0.0,14.233403388580534,82.01775179763756,104.06415455965484,55.953767160229035,22.37438047812781,36.21572106241295,181.02469887280674,24.20524141893688,0.0,0.0,0.0,0.028824140046598366,0.0,15.192193469563293,0.1654130620708459,2.839097159377505,38.2688566414672,0.0,1.3944913696982635,0.0,0.0,0.0,0.0
2075,2101.662561595383,49266.71989341842,86454.93394853138,0.0,0.0,32514.611615956328,109886.88677465083,46067.803322549524,792.9982120932195,0.0,0.0,29.189806617044606,0.0,0.0,0.0,866.2173303075714,9622.927390187218,0.0,56.559233323723625,0.0,0.0,0.0,0.0,1.7483049794870196,61.498294929380194,62.574602069492784,0.0,0.0,37.31528054364953,85.52843382426326,24.83038523735702,1.7500132348339499,0.0,0.0,0.014506850635952388,0.0,0.0,0.0,2.061093929487033,8.581620227383487,0.0,0.041439190730757296,0.0,0.0,0.0,0.0
2076,847.9876795189186,78115.25570045695,103483.64926047511,12551.331698668968,8083.56484118295,40494.629348009374,159379.01721808358,10914.315522312869,3077.202079765327,4.512529116674136,0.0,67.50663434744594,0.0,40299.67878556274,0.0,4988.280220858665,8832.93941345434,0.0,1721.7521981947816,0.0,7579.584767657486,0.0,0.0,0.8534687082782354,75.43085518851224,102.21628448625606,4.491694568178613,9.722658604822385,49.20343419501434,131.29139095409354,16.202351483250578,8.463224220631822,0.006479948042530082,0.0,0.18602041525370508,0.0,27.47810448388942,0.0,4.476097896779673,18.696414314893183,0.0,0.5923856421354148,0.0,3.6260219977797465,0.0,0.0
2077,0.0,61536.36374937698,88339.03467277542,0.0,0.0,30285.34294466238,124368.1570490645,9611.907131290669,521.5416937720378,0.0,0.0,0.0,0.0,69094.26070772986,0.0,0.0,19982.631001039157,0.0,178.28814193946204,0.0,0.0,0.0,0.0,0.0,50.392432731821025,89.60298192590898,0.0,0.0,39.74453189098742,150.9481034712902,17.695119322975422,0.8881127527257452,0.0,0.0,0.0,0.0,19.391557306103977,0.0,0.0,22.610305059868026,0.0,0.254477154546928,0.0,0.0,0.0,0.0
2078,0.0,63299.75622946532,78894.05383009544,0.0,0.0,18404.499902378713,194883.12770069257,30932.049588860762,2303.7335201366263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.35725765661789,56.260851500624064,0.0,0.0,8.70885087188064,82.38983102723977,28.094044464596884,3.315940675363033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,12242.303844398803,81397.62510149143,127053.60956556434,47986.68977386404,0.0,89584.44642186444,186288.13400942527,18839.033849215288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.3908575883446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.585935936734021,63.65550165135348,95.56996049193228,45.78160355809038,0.0,105.86269310208125,166.06188039175115,13.461983523253657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5637858977171561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,0.0,36203.72353725872,39359.20628032745,0.0,0.0,2563.8352450312286,27914.65401582856,16176.627370585386,1945.7269320972423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.54503269711322,28.91166852732144,0.0,0.0,2.2769675685320854,24.33616894027773,11.204742159450136,1.5048574351419601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,4922.125294512716,88120.03731302224,98914.13726240015,15387.979600519255,0.0,55191.04437242564,153656.23720013187,22098.47628020234,0.0,0.0,0.0,0.0,0.0,68310.75219490635,0.0,563.9531803707118,0.0,0.0,117.10059242537527,0.0,0.0,0.0,0.0,4.055958254945112,69.00808848157469,86.21836611385216,8.022389428500231,0.0,66.65221259405311,134.34945920654934,11.260971351573708,0.0,0.0,0.0,0.0,0.0,11.82291807877775,0.0,0.5502236383185607,0.0,0.0,0.17139768119234625,0.0,0.0,0.0,0.0
2082,0.0,67101.46942997893,96856.57536657804,0.0,93233.03203031787,26633.00462646131,110769.7708245995,8497.585023022843,952.0097058927614,68.3324312517212,20.621862951590927,857.7662705491935,152.81332513828465,59009.37940773938,5642.744135993303,17227.328361961718,10773.695319344215,0.0,20843.600729432197,0.0,0.0,0.0,0.0,0.0,51.74869493056852,84.42588685760965,0.0,59.76728349276856,15.253374489872586,97.53028750929151,10.656219782843793,0.3651219720203161,0.08724378996671084,0.0036283554541053217,0.28805067605802787,0.43670830750879597,17.980378379394228,2.6970756076457407,23.916168115291523,11.188673388812177,0.0,5.891107041581705,0.0,0.0,0.0,0.0
2083,0.0,21188.95928045295,47138.87344078298,0.0,11897.905446794179,8350.01770630701,66648.29487237304,0.0,587.0133953469879,0.0,0.0,0.0,0.0,49296.53726956745,0.0,807.8529483799942,0.0,0.0,1043.4147045331438,0.0,0.0,0.0,0.0,0.0,18.0289740168226,26.60281176794828,0.0,7.6910350195149055,5.625960466148047,37.6775238339217,0.0,1.015609482624752,0.0,0.0,0.0,0.0,15.231086723244175,0.0,0.4709671692639269,0.0,0.0,0.29967243281425116,0.0,0.0,0.0,0.0
2084,0.0,70143.44276727065,112685.19864851965,0.0,11205.672035523448,76212.52218352318,149012.8281045907,14164.731749632534,1262.6168342850326,0.0,0.0,0.0,0.0,50255.502044943714,221.29231164022784,2169.6223452914887,18545.486307781943,0.0,175.50004340717646,0.0,0.0,0.0,0.0,0.0,79.98505187398129,89.78788731490435,0.0,7.310967961749728,60.68375436227665,142.41100529106086,16.45506297205749,1.8629755089047069,0.0,0.0,0.0,0.0,24.0421972851999,0.15335675644145347,2.955163345575063,36.372957097696926,0.0,0.7996252952332531,0.0,0.0,0.0,0.0
